,cintas_male,cintas_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.7224842,-0.8052053,"('unsociable', 'sociable')",-0.23760332,-0.4347007,-0.4800437,-0.619953,-0.1399093
1,-1.2262249,-1.2024102,"('unfriendly', 'friendly')",0.97598666,0.8767172,-0.1251191,-0.1628465,-0.0377274
2,0.8995098,0.9095613,"('unlikable', 'likable')",0.9063859,0.9522834,0.9029478,0.9309223,0.0279745
3,-0.4773454,-0.3763887,"('repellent', 'pleasant')",1.2158922,1.1137407,0.3692734,0.368676,-0.0005974
4,-0.30510232,-0.19719434,"('disliked', 'liked')",-6.909536,-6.900306,-3.6073191,-3.5487504,0.0585687
5,-1.179146,-1.1080899,"('distant', 'outgoing')",-0.9909484,-0.8982636,-1.0850472,-1.0031767,0.0818705
6,-1.6242865,-1.5328509,"('distant', 'open')",-1.0065806,-0.8994502,-1.3154335,-1.2161505,0.099283
7,-0.26491326,-0.14303765,"('insensitive', 'sensitive')",0.10896066,0.15630306,-0.0779763,0.0066327,0.084609
8,-0.9346559,-0.96115124,"('unaffectionate', 'affectionate')",0.3436703,0.35231593,-0.2954928,-0.3044177,-0.0089249
9,-1.2281344,-1.1936312,"('unaffectionate', 'caring')",0.70764804,0.8248561,-0.2602432,-0.1843875,0.0758557
10,-0.444862,-0.55093,"('unsympathetic', 'sympathetic')",-0.3046706,-0.33742583,-0.3747663,-0.4441779,-0.0694116
11,0.5566229,0.50074697,"('unhelpful', 'helpful')",2.0144396,2.089566,1.2855313,1.2951565,0.0096252
12,-0.12436846,0.030869909,"('unsupportive', 'supportive')",-2.365577,-2.3580232,-1.2449727,-1.1635766,0.0813961
13,0.14123975,-0.012970587,"('impolite', 'polite')",-0.6013891,-0.59313035,-0.2300747,-0.3030505,-0.0729758
14,0.6115815,0.6164533,"('antisocial', 'social')",0.2730228,0.05655215,0.4423022,0.3365027,-0.1057995
15,0.199649,0.093086764,"('boring', 'funny')",0.19745742,0.20501232,0.1985532,0.1490496,-0.0495036
16,-0.45483634,-0.43225744,"('unpopular', 'popular')",0.41474685,0.35466743,-0.0200447,-0.038795,-0.0187503
17,-0.20286196,-0.099272154,"('nasty', 'nice')",-0.48495433,-0.44971088,-0.3439081,-0.2744915,0.0694166
18,0.1864278,0.40234149,"('disagreeable', 'welcoming')",-0.67574203,-0.6934025,-0.2446571,-0.1455305,0.0991266
19,-1.2161725,-1.0895215,"('inhospitable', 'hospitable')",-0.951128,-0.761318,-1.0836502,-0.9254198,0.1582304
20,-0.060317054,0.0037616342,"('rough', 'thoughtful')",0.8713276,0.8125112,0.4055053,0.4081364,0.0026311
21,0.57906973,0.48910636,"('immoral', 'moral')",-0.053854086,-0.10873641,0.2626078,0.190185,-0.0724228
22,0.10856237,0.14829616,"('untrustworthy', 'trustworthy')",-1.0615343,-1.1068395,-0.476486,-0.4792717,-0.0027857
23,-0.06387451,-0.070207104,"('insincere', 'sincere')",5.8831143,5.895776,2.9096198,2.9127843,0.0031645
24,-0.23548451,-0.24831453,"('dishonest', 'honest')",0.6922941,0.79306954,0.2284048,0.2723775,0.0439727
25,-0.025416411,-0.030010888,"('egoistic', 'altruistic')",1.0116665,0.8958258,0.4931251,0.4329075,-0.0602176
26,0.14261496,-0.069841176,"('hardhearted', 'benevolent')",1.4572353,1.1624424,0.7999251,0.5463006,-0.2536245
27,-0.17111403,0.03350295,"('hardhearted', 'softhearted')",0.8851882,0.87752664,0.3570371,0.4555148,0.0984777
28,-0.60981274,-0.6677062,"('disloyal', 'loyal')",1.1977826,1.1153082,0.2939849,0.223801,-0.0701839
29,-0.60396755,-0.5750514,"('unfair', 'fair')",-0.33882475,-0.4858201,-0.4713961,-0.5304358,-0.0590397
30,1.0972998,1.0817435,"('intolerant', 'tolerant')",1.2910594,1.2956969,1.1941795,1.1887202,-0.0054593
31,-1.0147647,-0.8242107,"('evil', 'good')",-1.2285484,-1.2659158,-1.1216565,-1.0450633,0.0765932
32,0.8056515,0.61818516,"('unkind', 'kind')",0.9352845,0.75216097,0.870468,0.685173,-0.185295
33,-0.25046262,-0.25060686,"('wrong', 'right')",-1.0005798,-1.0225271,-0.6255212,-0.636567,-0.0110458
34,-0.11406444,-0.012797187,"('mean', 'honorable')",5.7633348,5.9998837,2.8246353,2.9935431,0.1689078
35,-0.61650556,-0.58970535,"('corrupt', 'incorrupt')",-0.9724391,-0.95890933,-0.7944723,-0.7743074,0.0201649
36,-1.1729872,-1.1475897,"('hostile', 'amicable')",-0.43062258,-0.5031712,-0.8018049,-0.8253804,-0.0235755
37,-0.29616934,-0.26523682,"('fake', 'genuine')",-0.10012182,-0.0008727778,-0.1981456,-0.1330548,0.0650908
38,-0.300195,-0.32783183,"('untruthful', 'truthful')",0.037111133,0.19679411,-0.1315419,-0.0655189,0.066023
39,0.84146285,0.8409409,"('exploitative', 'cooperative')",0.22571059,0.2340544,0.5335867,0.5374976,0.0039109
40,0.15842271,0.2627434,"('stingy', 'generous')",-2.2080793,-2.301491,-1.0248283,-1.0193738,0.0054545
41,0.4667312,0.61500007,"('unforgiving', 'forgiving')",0.11064424,0.04382202,0.2886877,0.329411,0.0407233
42,1.1400682,1.1780946,"('unreliable', 'reliable')",-3.1651454,-3.1099894,-1.0125387,-0.9659474,0.0465913
43,-0.18684375,-0.23511781,"('irresponsible', 'responsible')",0.48635316,0.42611662,0.1497547,0.0954994,-0.0542553
44,0.4385291,0.28057757,"('prejudiced', 'unprejudiced')",-1.3221437,-1.4035459,-0.4418073,-0.5614842,-0.1196769
45,-0.29316884,-0.20670652,"('incompetent', 'competent')",0.2800606,0.223697,-0.0065541,0.0084952,0.0150493
46,0.0020990632,0.011829166,"('uncompetitive', 'competitive')",-0.5399685,-0.6047717,-0.2689347,-0.2964713,-0.0275366
47,0.21213135,0.2627215,"('stupid', 'smart')",5.4005747,5.562676,2.8063531,2.9126987,0.1063456
48,0.19555092,0.21348126,"('unintelligent', 'intelligent')",1.0363501,1.0477998,0.6159505,0.6306406,0.0146901
49,0.040213168,0.37249613,"('unable', 'able')",-0.08213469,0.078091346,-0.0209608,0.2252937,0.2462545
50,0.08529703,0.16766882,"('clumsy', 'skillful')",-0.14719135,-0.1019565,-0.0309472,0.0328562,0.0638034
51,0.10783331,0.03846305,"('uneducated', 'educated')",0.35044852,0.30389655,0.2291409,0.1711798,-0.0579611
52,-0.4814607,-0.61188644,"('irrational', 'rational')",-0.20080999,-0.24119033,-0.3411353,-0.4265384,-0.0854031
53,-0.7366724,-0.6520343,"('uncreative', 'creative')",0.44590056,0.38284975,-0.1453859,-0.1345923,0.0107936
54,-0.10773295,-0.16792274,"('incapable', 'capable')",0.56064874,0.69058204,0.2264579,0.2613297,0.0348718
55,0.3388052,0.46060064,"('incompetent', 'clever')",0.8007984,0.75615674,0.5698018,0.6083787,0.0385769
56,0.6320772,0.5669143,"('impractical', 'practical')",0.19061118,0.18031463,0.4113442,0.3736145,-0.0377297
57,-0.41707674,-0.5652641,"('unimaginative', 'imaginative')",-2.8691661,-2.9727898,-1.6431215,-1.769027,-0.1259055
58,-0.39938548,-0.31086117,"('undiscriminating', 'discriminating')",0.20997901,0.1808111,-0.0947032,-0.065025,0.0296782
59,-0.30242935,-0.19315426,"('foolish', 'wise')",-0.2417228,-0.09955147,-0.2720761,-0.1463529,0.1257232
60,0.82238907,0.882049,"('inefficient', 'efficient')",0.536728,0.678756,0.6795585,0.7804025,0.100844
61,-0.5023978,-0.528541,"('illogical', 'logical')",0.5954827,0.40533042,0.0465425,-0.0616053,-0.1081478
62,0.90098804,1.0869198,"('incompetent', 'brilliant')",0.7503658,0.95237917,0.8256769,1.0196495,0.1939726
63,0.056261547,0.1536727,"('unperceptive', 'insightful')",0.36009878,0.44352353,0.2081802,0.2985981,0.0904179
64,-0.22066769,-0.24624002,"('shy', 'confident')",-6.271399,-6.3156466,-3.2460334,-3.2809434,-0.03491
65,0.6217058,0.44631326,"('insecure', 'secure')",0.062101714,0.050953962,0.3419037,0.2486336,-0.0932701
66,-1.2266643,-1.322762,"('inactive', 'active')",-0.24432035,-0.21591151,-0.7354923,-0.7693368,-0.0338445
67,0.3115011,0.22631538,"('doubtful', 'determined')",-0.28163284,-0.41042238,0.0149341,-0.0920535,-0.1069876
68,-0.5915166,-0.5169451,"('dependent', 'independent')",-0.59595513,-0.5006424,-0.5937359,-0.5087938,0.0849421
69,-0.6996292,-0.55757046,"('lazy', 'industrious')",-1.1499006,-1.0232861,-0.9247649,-0.7904283,0.1343366
70,0.09755756,0.07583685,"('lethargic', 'energetic')",0.065602295,0.08803633,0.0815799,0.0819366,0.0003567
71,-0.53581536,-0.5094737,"('diffident', 'self-confident')",0.042699408,-0.04505035,-0.246558,-0.277262,-0.030704
72,0.23149261,0.17549181,"('unambitious', 'ambitious')",-0.35678303,-0.28527087,-0.0626452,-0.0548895,0.0077557
73,0.49631476,0.5086292,"('helpless', 'self-reliant')",-3.465405,-3.3589911,-1.4845451,-1.4251809,0.0593642
74,0.19556159,0.19771065,"('undedicated', 'dedicated')",-0.25209308,-0.4349524,-0.0282657,-0.1186209,-0.0903552
75,0.054172166,-0.053212356,"('meek', 'impulsive')",-0.7855676,-0.7065494,-0.3656977,-0.3798809,-0.0141832
