,tiffany_male,tiffany_female,tuple,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,-1.0653719,-0.9955528,"('unsociable', 'sociable')",-0.104894,0.025059288,-0.27915242,-0.33983338,-0.4831394,-0.4367756,0.0463638
1,1.5359782,1.9384042,"('unfriendly', 'friendly')",1.4309523,1.7276815,1.8187319,1.6336482,1.5952207,1.766578,0.1713573
2,-0.09041007,0.019909829,"('unlikable', 'likable')",1.4779365,1.6467578,0.72165024,0.869949,0.7030589,0.8455389,0.14248
3,-2.029057,-1.7458247,"('repellent', 'pleasant')",-1.256211,-1.1055367,0.5226079,0.55949676,-0.9208867,-0.7639548,0.1569319
4,0.13478771,0.4428468,"('disliked', 'liked')",0.31683153,0.46870884,-5.340013,-4.9140964,-1.6294646,-1.3341802,0.2952844
5,2.0850987,2.1214058,"('distant', 'outgoing')",1.2038652,1.2552412,0.5616301,0.63412076,1.2835313,1.3369226,0.0533913
6,2.1506472,2.3879042,"('distant', 'open')",0.93234587,1.1098695,0.51890266,0.55350155,1.2006319,1.3504251,0.1497932
7,-1.207283,-0.95970315,"('insensitive', 'sensitive')",-1.3031816,-1.1292043,-0.69847256,-0.77652895,-1.0696457,-0.9551455,0.1145002
8,2.0805602,2.098661,"('unaffectionate', 'affectionate')",1.3736742,1.3709753,1.4567348,1.2513849,1.6369898,1.5736737,-0.0633161
9,2.239184,2.3862345,"('unaffectionate', 'caring')",0.69341254,0.8604779,1.4255283,1.3235478,1.4527082,1.52342,0.0707118
10,-1.8310125,-1.528279,"('unsympathetic', 'sympathetic')",-1.718622,-1.5434259,-0.79970235,-0.869466,-1.4497789,-1.3137236,0.1360553
11,-2.0067432,-2.2170005,"('unhelpful', 'helpful')",-1.9637965,-1.9631771,0.89611256,0.7735969,-1.024809,-1.135527,-0.110718
12,0.6688895,0.96640277,"('unsupportive', 'supportive')",0.83082026,1.0622864,-1.4636556,-1.3634574,0.0120181,0.2217439,0.2097258
13,-1.583743,-1.7085646,"('impolite', 'polite')",-1.3489733,-1.383909,-1.0335189,-1.1465209,-1.3220784,-1.4129982,-0.0909198
14,-0.5607816,-0.547754,"('antisocial', 'social')",0.3236651,0.2959358,-1.2973763,-1.2725368,-0.5114976,-0.5081183,0.0033793
15,1.4496183,1.2801499,"('boring', 'funny')",0.78230816,0.68482804,0.24280486,0.2435343,0.8249104,0.7361708,-0.0887396
16,0.13622275,0.3187337,"('unpopular', 'popular')",1.074427,1.2581289,1.3675919,1.3639022,0.8594139,0.980255,0.1208411
17,0.3918493,0.4415996,"('nasty', 'nice')",0.39932686,0.3745271,-0.09383823,-0.02112113,0.232446,0.2650019,0.0325559
18,-0.9902972,-0.777189,"('disagreeable', 'welcoming')",0.69628835,0.7907516,-1.3092514,-1.3866318,-0.5344201,-0.4576898,0.0767303
19,0.4581032,0.5770172,"('inhospitable', 'hospitable')",-0.33233625,-0.22826812,0.38721225,0.43892932,0.1709931,0.2625595,0.0915664
20,0.09635303,0.20884314,"('rough', 'thoughtful')",0.94484574,1.0302967,0.12282618,0.09738812,0.3880083,0.4455093,0.057501
21,-1.3283848,-1.2268261,"('immoral', 'moral')",-0.74518853,-0.5972471,-1.4257208,-1.3568611,-1.1664314,-1.0603115,0.1061199
22,-2.5653434,-2.411535,"('untrustworthy', 'trustworthy')",-1.8597001,-1.8007867,-2.4133844,-2.3417006,-2.279476,-2.1846741,0.0948019
23,-0.33877417,-0.15015733,"('insincere', 'sincere')",-0.7996059,-0.6305252,4.105975,3.6818738,0.9891984,0.9670637,-0.0221347
24,-0.94630873,-0.891241,"('dishonest', 'honest')",-0.5744537,-0.5007814,-0.8564392,-0.9501761,-0.7924005,-0.7807328,0.0116677
25,2.5724077,2.8179562,"('egoistic', 'altruistic')",1.683405,1.7953937,2.0359514,2.0283458,2.0972548,2.2138987,0.1166439
26,2.8181984,2.944557,"('hardhearted', 'benevolent')",2.6467307,2.6331997,1.4763086,1.3671023,2.3137458,2.314953,0.0012072
27,0.87419575,0.7731187,"('hardhearted', 'softhearted')",0.09516184,0.0062592225,0.91925627,0.73184687,0.629538,0.5037416,-0.1257964
28,0.46307003,0.69254637,"('disloyal', 'loyal')",-0.49638054,-0.31174448,0.16944073,0.0019983053,0.0453767,0.1276001,0.0822234
29,-0.8287405,-0.70431024,"('unfair', 'fair')",-0.39751244,-0.3548097,-1.0760016,-1.0789361,-0.7674182,-0.7126853,0.0547329
30,-0.7227894,-0.59821457,"('intolerant', 'tolerant')",-0.9002799,-0.8352136,-0.9520521,-0.9611199,-0.8583738,-0.7981826,0.0601912
31,1.0465304,1.4828893,"('evil', 'good')",0.52109575,0.77468395,0.08972424,0.23305434,0.5524501,0.8302092,0.2777591
32,0.8546791,0.7973236,"('unkind', 'kind')",-0.02631149,-0.099551894,0.36491024,0.14874208,0.3977593,0.2821712,-0.1155881
33,1.791236,1.8184302,"('wrong', 'right')",1.7967088,1.8446677,0.13863571,0.15393952,1.2421935,1.2723458,0.0301523
34,0.4859134,0.6818696,"('mean', 'honorable')",-0.1747114,-0.021431644,4.83647,4.6184235,1.7158907,1.7596205,0.0437298
35,2.034288,1.8799145,"('corrupt', 'incorrupt')",0.8060196,0.6207345,0.536504,0.5050449,1.1256038,1.001898,-0.1237058
36,1.8268828,2.3727922,"('hostile', 'amicable')",0.67022175,0.9437952,1.06685,1.1487159,1.1879849,1.4884345,0.3004496
37,-0.013987916,0.03501734,"('fake', 'genuine')",-0.42233187,-0.3466634,-0.008805003,-0.0968115,-0.1483749,-0.1361525,0.0122224
38,-0.06829235,0.08239434,"('untruthful', 'truthful')",0.011333894,0.18723477,0.59273356,0.7018288,0.1785917,0.3238193,0.1452276
39,0.32407552,0.25009,"('exploitative', 'cooperative')",-0.12090567,-0.2083321,-0.16155384,-0.081925556,0.013872,-0.0133892,-0.0272612
40,-0.7072865,-0.21451145,"('stingy', 'generous')",-0.32628942,-0.06858168,-2.1007707,-2.0361133,-1.0447822,-0.7730688,0.2717134
41,-0.65427566,-0.1573607,"('unforgiving', 'forgiving')",-0.3435265,-0.09860224,-0.37470928,-0.3938968,-0.4575038,-0.2166199,0.2408839
42,-0.15300518,0.029731922,"('unreliable', 'reliable')",-0.029108487,0.042332336,-2.810356,-2.61318,-0.9974898,-0.8470386,0.1504512
43,-0.99957305,-0.9362335,"('irresponsible', 'responsible')",-0.8818501,-0.7889402,-0.36143023,-0.39774513,-0.7476178,-0.7076396,0.0399782
44,-2.0018995,-2.308538,"('prejudiced', 'unprejudiced')",-0.8096628,-1.0324235,-1.5286677,-1.4252468,-1.4467433,-1.5887361,-0.1419928
45,-3.0613587,-2.406048,"('incompetent', 'competent')",-1.8601611,-1.4935963,-1.9161578,-1.8488426,-2.2792258,-1.9161623,0.3630635
46,-2.3840168,-1.9971737,"('uncompetitive', 'competitive')",-1.5336748,-1.2728962,-1.0221958,-1.0143976,-1.6466292,-1.4281559,0.2184733
47,-0.8549674,-1.0313916,"('stupid', 'smart')",0.01471237,0.019579751,3.346396,3.1048276,0.8353803,0.6976719,-0.1377084
48,-0.33600435,-0.2523306,"('unintelligent', 'intelligent')",-0.1426028,-0.01667738,-0.9889562,-1.1142396,-0.4891878,-0.4610825,0.0281053
49,-0.27035487,-0.30907512,"('unable', 'able')",-0.40152502,-0.3923519,-0.5100293,-0.54715097,-0.3939697,-0.4161927,-0.022223
50,0.97843516,0.9090395,"('clumsy', 'skillful')",1.8086907,1.7032895,1.1613696,1.049695,1.3161651,1.2206747,-0.0954904
