,amgen_male,amgen_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.2486433,-1.3783234,"('unsociable', 'sociable')",-0.29749605,-0.40748525,-0.7730697,-0.8929043,-0.1198346
1,-0.7167403,-0.9057095,"('unfriendly', 'friendly')",1.8260312,1.6181993,0.5546454,0.3562449,-0.1984005
2,0.98887914,0.9980603,"('unlikable', 'likable')",0.7306731,0.8122054,0.8597761,0.9051328,0.0453567
3,-0.30150872,-0.1663792,"('repellent', 'pleasant')",0.108394355,0.19424729,-0.0965572,0.013934,0.1104912
4,0.14125259,-0.023566604,"('disliked', 'liked')",-5.9918675,-6.045382,-2.9253075,-3.0344744,-0.1091669
5,-0.3661948,-0.45289546,"('distant', 'outgoing')",-0.2153691,-0.34210995,-0.290782,-0.3975027,-0.1067207
6,-0.45568407,-0.53133875,"('distant', 'open')",0.3287489,0.16560602,-0.0634676,-0.1828664,-0.1193988
7,-0.67657137,-0.6162594,"('insensitive', 'sensitive')",0.6216373,0.6491716,-0.027467,0.0164561,0.0439231
8,-0.19744682,-0.30660436,"('unaffectionate', 'affectionate')",0.84478784,0.69650626,0.3236705,0.194951,-0.1287195
9,-0.4863403,-0.60129803,"('unaffectionate', 'caring')",1.0061123,0.88984585,0.259886,0.1442739,-0.1156121
10,-1.4251676,-1.3563776,"('unsympathetic', 'sympathetic')",-0.19433723,-0.18128856,-0.8097524,-0.7688331,0.0409193
11,-0.444102,-0.37908417,"('unhelpful', 'helpful')",1.6814663,1.7185465,0.6186821,0.6697311,0.051049
12,-0.57172364,-0.54532385,"('unsupportive', 'supportive')",-1.76031,-1.7665143,-1.1660168,-1.1559191,0.0100977
13,-0.70247084,-0.64078736,"('impolite', 'polite')",-0.27719802,-0.17030786,-0.4898344,-0.4055476,0.0842868
14,-0.48765182,-0.42225054,"('antisocial', 'social')",-0.13097739,-0.11254027,-0.3093146,-0.2673954,0.0419192
15,0.37204856,0.26467448,"('boring', 'funny')",0.75613964,0.71804416,0.5640941,0.4913593,-0.0727348
16,-0.0993129,-0.11230418,"('unpopular', 'popular')",0.44851968,0.5050715,0.1746034,0.1963837,0.0217803
17,-0.766286,-0.65439093,"('nasty', 'nice')",-0.2911337,-0.23545666,-0.5287099,-0.4449238,0.0837861
18,-0.24936208,-0.28645924,"('disagreeable', 'welcoming')",-0.28178167,-0.3368256,-0.2655719,-0.3116424,-0.0460705
19,-0.69633645,-0.73298067,"('inhospitable', 'hospitable')",-0.010781597,-0.023739042,-0.353559,-0.3783599,-0.0248009
20,0.25695893,0.3294662,"('rough', 'thoughtful')",1.4058138,1.4098462,0.8313864,0.8696562,0.0382698
21,-0.60780674,-0.58772576,"('immoral', 'moral')",-0.3180842,-0.20170355,-0.4629455,-0.3947147,0.0682308
22,-0.86896026,-0.8362924,"('untrustworthy', 'trustworthy')",-1.046847,-1.0587347,-0.9579036,-0.9475135,0.0103901
23,-0.7574499,-0.7469573,"('insincere', 'sincere')",5.450211,5.369221,2.3463805,2.311132,-0.0352485
24,-0.27080142,-0.26635128,"('dishonest', 'honest')",0.75312096,0.7471901,0.2411598,0.2404194,-0.0007404
25,0.1167824,0.037763998,"('egoistic', 'altruistic')",1.5066783,1.4552189,0.8117304,0.7464914,-0.065239
26,0.27012846,0.25002152,"('hardhearted', 'benevolent')",1.8226264,1.7408401,1.0463774,0.9954308,-0.0509466
27,-0.63220924,-0.5610898,"('hardhearted', 'softhearted')",1.3578072,1.3038167,0.362799,0.3713634,0.0085644
28,0.046569664,-0.06849824,"('disloyal', 'loyal')",0.85094416,0.73060745,0.4487569,0.3310546,-0.1177023
29,-0.53398585,-0.57970023,"('unfair', 'fair')",-0.67770994,-0.8767119,-0.6058479,-0.728206,-0.1223581
30,0.3888935,0.3707366,"('intolerant', 'tolerant')",1.6005331,1.5957983,0.9947133,0.9832674,-0.0114459
31,-0.71341157,-0.7199638,"('evil', 'good')",-0.7603496,-0.9179507,-0.7368805,-0.8189572,-0.0820767
32,-0.6036591,-0.5901992,"('unkind', 'kind')",0.74139434,0.6449425,0.0688676,0.0273717,-0.0414959
33,0.35008076,0.18281691,"('wrong', 'right')",-0.48696154,-0.5382197,-0.0684404,-0.1777014,-0.109261
34,-0.39825752,-0.2589171,"('mean', 'honorable')",5.8602147,5.961748,2.7309785,2.8514156,0.1204371
35,0.27902254,0.16117945,"('corrupt', 'incorrupt')",0.030273512,-0.1303262,0.154648,0.0154266,-0.1392214
36,-0.37351477,-0.58079463,"('hostile', 'amicable')",0.15879363,-0.0708007,-0.1073606,-0.3257977,-0.2184371
37,0.35030273,0.4026675,"('fake', 'genuine')",0.452387,0.5048238,0.4013449,0.4537457,0.0524008
38,-0.3626978,-0.39981452,"('untruthful', 'truthful')",-0.057203986,-0.017847046,-0.2099509,-0.2088308,0.0011201
39,0.5090095,0.55155903,"('exploitative', 'cooperative')",0.2090939,0.24210803,0.3590517,0.3968335,0.0377818
40,0.17193553,0.107118756,"('stingy', 'generous')",-1.3667107,-1.4133413,-0.5973876,-0.6531113,-0.0557237
41,0.027056098,0.05107475,"('unforgiving', 'forgiving')",0.33577666,0.23483829,0.1814164,0.1429565,-0.0384599
