,lockheed_male,lockheed_female,tuple,martin_male,martin_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.012717,-1.1484206,"('unsociable', 'sociable')",-0.6522479,-0.8762208,-0.5382795,-0.5662375,-0.7344148,-0.8636263,-0.1292115
1,0.49996936,0.4606351,"('unfriendly', 'friendly')",-0.050781265,-0.19136286,0.70873237,0.5414074,0.3859735,0.2702266,-0.1157469
2,0.7352324,0.7842559,"('unlikable', 'likable')",0.60404223,0.58110434,1.0521225,1.0050032,0.7971323,0.7901212,-0.0070111
3,-1.2946576,-1.1700048,"('repellent', 'pleasant')",-0.5323371,-0.5170214,0.53172475,0.58668625,-0.4317567,-0.36678,0.0649767
4,-0.32662058,-0.4277928,"('disliked', 'liked')",0.14514665,0.11244184,-5.375271,-5.6986527,-1.8522482,-2.0046679,-0.1524197
5,0.11592703,0.18192199,"('distant', 'outgoing')",-0.14259371,-0.076318994,-0.805621,-0.8757106,-0.2774292,-0.2567025,0.0207267
6,-0.14854607,-0.024963116,"('distant', 'open')",-0.7269468,-0.6586845,-0.89016503,-0.95658,-0.5885526,-0.5467425,0.0418101
7,-0.17237611,-0.13920045,"('insensitive', 'sensitive')",-0.9417776,-1.0001733,0.0013017245,0.09994292,-0.3709507,-0.346477,0.0244737
8,0.6824861,0.690044,"('unaffectionate', 'affectionate')",0.20481133,0.13702694,0.071467765,0.0034664124,0.3195884,0.2768458,-0.0427426
9,0.8509099,0.91568387,"('unaffectionate', 'caring')",0.6592061,0.5973871,0.64064294,0.6063725,0.7169197,0.7064811,-0.0104386
10,-1.4290419,-1.5099841,"('unsympathetic', 'sympathetic')",-1.3603979,-1.5525423,-0.898006,-0.8460207,-1.2291485,-1.3028491,-0.0737006
11,0.29113445,0.26215532,"('unhelpful', 'helpful')",0.11400424,0.06385428,1.8648194,1.880844,0.7566527,0.7356179,-0.0210348
12,0.40313604,0.47487253,"('unsupportive', 'supportive')",-0.049510464,-0.07093583,-1.9813836,-1.948414,-0.542586,-0.5148257,0.0277603
13,-0.9254281,-1.0233237,"('impolite', 'polite')",-1.0633479,-1.22105,-0.92251176,-0.7889195,-0.9704293,-1.0110977,-0.0406684
14,-1.0787212,-1.1420562,"('antisocial', 'social')",-0.4024155,-0.5474898,0.22323331,0.24298795,-0.4193011,-0.482186,-0.0628849
15,1.1196915,0.93619156,"('boring', 'funny')",-0.14793964,-0.16977477,0.039540708,0.013635965,0.3370975,0.2600176,-0.0770799
16,0.066833496,0.01740669,"('unpopular', 'popular')",0.51629794,0.50596386,0.779923,0.6211495,0.4543515,0.3815067,-0.0728448
17,-0.6524114,-0.588894,"('nasty', 'nice')",-0.037064724,0.03400316,-0.2139965,-0.12412317,-0.3011576,-0.226338,0.0748196
18,-0.13082342,-0.08517637,"('disagreeable', 'welcoming')",-0.33974352,-0.3857292,-0.91688293,-0.9476493,-0.4624833,-0.4728516,-0.0103683
19,-0.121435024,-0.09334801,"('inhospitable', 'hospitable')",-0.32347605,-0.33172128,-0.5967742,-0.6587841,-0.3472284,-0.3612845,-0.0140561
20,-0.06339974,0.0317564,"('rough', 'thoughtful')",0.44129977,0.52261317,0.7439299,0.8111111,0.3739433,0.4551602,0.0812169
21,-0.64194316,-0.7633538,"('immoral', 'moral')",-0.5795665,-0.6870447,-0.7890207,-0.69647086,-0.6701768,-0.7156231,-0.0454463
22,-0.44588077,-0.42478,"('untrustworthy', 'trustworthy')",-0.8744573,-0.8659364,-0.91568536,-0.868397,-0.7453411,-0.7197045,0.0256366
23,0.16455266,0.1355905,"('insincere', 'sincere')",-0.30201444,-0.50806856,4.617451,4.6883698,1.4933298,1.4386306,-0.0546992
24,-0.520556,-0.51461303,"('dishonest', 'honest')",-1.006602,-1.083439,0.3180725,0.33088756,-0.4030285,-0.4223882,-0.0193597
25,1.0340167,1.0452287,"('egoistic', 'altruistic')",0.995079,1.0241748,1.1357269,1.1169276,1.0549409,1.0621104,0.0071695
26,0.7901276,0.78468084,"('hardhearted', 'benevolent')",0.0680406,-0.02007745,1.4722387,1.3532665,0.7768023,0.7059566,-0.0708457
27,-0.75570285,-0.6145182,"('hardhearted', 'softhearted')",-1.2601018,-1.1608194,0.1443574,0.3017396,-0.6238158,-0.4911994,0.1326164
28,0.15398626,0.029406156,"('disloyal', 'loyal')",-0.22767219,-0.4599763,0.7256828,0.5941319,0.2173323,0.0545206,-0.1628117
29,-0.045445323,-0.06400578,"('unfair', 'fair')",-0.26329127,-0.32636243,-0.47399724,-0.5498973,-0.2609113,-0.3134218,-0.0525105
30,-0.3973542,-0.51505464,"('intolerant', 'tolerant')",-0.58820415,-0.7459695,0.47288305,0.40182912,-0.1708918,-0.2863983,-0.1155065
31,-0.2855599,-0.1583507,"('evil', 'good')",-0.047363915,0.072180465,-0.95111316,-1.0874364,-0.4280123,-0.3912022,0.0368101
