,fmc_male,fmc_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.0540632,-1.2160476,"('unsociable', 'sociable')",-0.35306904,-0.4996621,-0.42270708,-0.5414393,-0.6099464,-0.752383,-0.1424366
1,-2.070476,-2.1988108,"('unfriendly', 'friendly')",-0.30087,-0.4713907,1.71156,1.5479414,-0.2199287,-0.3740867,-0.154158
2,0.7105586,0.7321212,"('unlikable', 'likable')",0.5628177,0.59233624,0.70602846,0.7804472,0.6598016,0.7016349,0.0418333
3,0.11800201,0.29191154,"('repellent', 'pleasant')",0.0021162024,0.13426211,-0.042566374,0.025066039,0.0258506,0.1504132,0.1245626
4,-0.39461577,-0.43616566,"('disliked', 'liked')",-0.38316944,-0.47707415,-5.5833626,-5.6126738,-2.1203826,-2.1753046,-0.054922
5,-1.6006881,-1.5778557,"('distant', 'outgoing')",-0.9186906,-0.8795458,-0.056654602,-0.056000173,-0.8586778,-0.8378006,0.0208772
6,-2.259462,-2.2259662,"('distant', 'open')",-1.3213917,-1.2929022,0.5006201,0.46517056,-1.0267446,-1.0178993,0.0088453
7,0.1545992,0.13771857,"('insensitive', 'sensitive')",0.23550513,0.31121576,0.41090614,0.4664661,0.2670035,0.3051335,0.03813
8,-1.6968765,-1.779732,"('unaffectionate', 'affectionate')",-0.29647082,-0.36281133,0.59039736,0.49764934,-0.46765,-0.548298,-0.080648
9,-1.5722716,-1.6705284,"('unaffectionate', 'caring')",-0.04823759,-0.12864268,1.0447981,0.98186505,-0.1919037,-0.2724353,-0.0805316
10,-0.56705207,-0.5904474,"('unsympathetic', 'sympathetic')",-0.67395043,-0.65492713,-0.6150648,-0.6239132,-0.6186891,-0.6230959,-0.0044068
11,0.13921557,0.11184683,"('unhelpful', 'helpful')",1.0937444,1.1428392,1.5882071,1.5656096,0.940389,0.9400985,-0.0002905
12,-0.31223893,-0.24722001,"('unsupportive', 'supportive')",0.21454468,0.3191918,-1.9670559,-1.893833,-0.6882501,-0.6072871,0.080963
13,0.24806051,0.24224383,"('impolite', 'polite')",-0.16175614,-0.09753791,-0.43378443,-0.41991565,-0.1158267,-0.0917366,0.0240901
14,0.8674176,0.8185932,"('antisocial', 'social')",0.86527634,0.8976245,-0.54245627,-0.5395454,0.3967459,0.3922241,-0.0045218
15,0.39415863,0.26825762,"('boring', 'funny')",0.36417678,0.24582903,0.85736215,0.79204035,0.5385659,0.4353757,-0.1031902
16,-0.60180974,-0.61811346,"('unpopular', 'popular')",-0.12856808,-0.17068306,0.98239976,0.94250166,0.0840073,0.051235,-0.0327723
17,-0.44742206,-0.3915422,"('nasty', 'nice')",-0.79797214,-0.72568554,-0.24232137,-0.22575724,-0.4959052,-0.4476617,0.0482435
18,-0.6274043,-0.6340954,"('disagreeable', 'welcoming')",-0.018200658,0.024437547,-0.28709158,-0.31556675,-0.3108988,-0.3084082,0.0024906
19,-1.135296,-1.0777721,"('inhospitable', 'hospitable')",-0.9687331,-0.9968119,-0.011333857,0.067284286,-0.705121,-0.6690999,0.0360211
20,0.41121072,0.44344494,"('rough', 'thoughtful')",0.81934166,0.88700384,0.734383,0.7030179,0.6549785,0.6778222,0.0228437
21,0.6538844,0.63983774,"('immoral', 'moral')",0.4583651,0.4470827,-0.8824751,-0.8313461,0.0765915,0.0851915,0.0086
22,0.26992616,0.27758956,"('untrustworthy', 'trustworthy')",-0.23967844,-0.29003692,-1.1105281,-1.1253879,-0.3600935,-0.3792784,-0.0191849
23,-0.23417668,-0.2797569,"('insincere', 'sincere')",-0.32003677,-0.28002363,5.0003986,4.8471107,1.4820617,1.4291101,-0.0529516
24,-0.09861616,-0.12111947,"('dishonest', 'honest')",-1.4380463,-1.4267087,0.51066995,0.4807899,-0.3419975,-0.3556794,-0.0136819
25,-1.2190243,-1.2754207,"('egoistic', 'altruistic')",0.54294825,0.45157498,1.6036094,1.5502429,0.3091778,0.2421324,-0.0670454
26,-0.91202766,-1.0136428,"('hardhearted', 'benevolent')",0.61641836,0.625378,1.7815003,1.7130798,0.495297,0.441605,-0.053692
27,-0.7484935,-0.7007463,"('hardhearted', 'softhearted')",0.21184541,0.24482119,1.0475668,1.0365877,0.1703062,0.1935542,0.023248
28,-0.6014621,-0.7515036,"('disloyal', 'loyal')",0.18735155,0.068550944,0.8514868,0.67412484,0.1457921,-0.0029426,-0.1487347
29,-0.11782587,-0.1359757,"('unfair', 'fair')",-0.9667204,-0.99196243,-0.95592695,-1.0844018,-0.6801577,-0.7374466,-0.0572889
30,1.2155354,1.1158769,"('intolerant', 'tolerant')",1.6931214,1.6443142,1.3056715,1.2719363,1.4047761,1.3440425,-0.0607336
31,-1.656175,-1.5426562,"('evil', 'good')",-0.7959773,-0.84772766,-0.7634197,-0.87489873,-1.0718573,-1.0884275,-0.0165702
32,-0.49166757,-0.56935245,"('unkind', 'kind')",0.06789832,0.08663221,0.6080984,0.518474,0.0614431,0.0119179,-0.0495252
33,0.0073504895,-0.05507049,"('wrong', 'right')",0.19732678,0.1612036,-0.21911666,-0.2640816,-0.0048131,-0.0526495,-0.0478364
34,-0.45249042,-0.32414648,"('mean', 'honorable')",-0.27653486,-0.15940395,5.854539,5.9482365,1.7085045,1.821562,0.1130575
35,-0.72885627,-0.77648234,"('corrupt', 'incorrupt')",-0.47297677,-0.56602037,0.17063458,0.013276078,-0.3437328,-0.4430755,-0.0993427
36,-1.5177034,-1.5876192,"('hostile', 'amicable')",-0.79498357,-0.9917668,0.6665393,0.4511721,-0.5487159,-0.7094046,-0.1606887
37,0.021095246,0.05329124,"('fake', 'genuine')",-0.3368158,-0.29664934,0.019956876,0.056476798,-0.0985879,-0.0622938,0.0362941
38,-1.1589177,-1.1664113,"('untruthful', 'truthful')",-0.8269626,-0.79193413,-0.08901991,-0.06977605,-0.6916334,-0.6760405,0.0155929
39,1.5585464,1.5599303,"('exploitative', 'cooperative')",0.6680172,0.7632768,0.08815507,0.081759445,0.7715729,0.8016555,0.0300826
40,-0.26328123,-0.24306226,"('stingy', 'generous')",-0.16457306,-0.14685468,-1.4621326,-1.4694178,-0.6299956,-0.6197782,0.0102174
41,-0.2944684,-0.32577172,"('unforgiving', 'forgiving')",-0.5099335,-0.49767825,0.37019742,0.25681835,-0.1447348,-0.1888772,-0.0441424
42,0.66948086,0.77973896,"('unreliable', 'reliable')",-0.8084613,-0.6401278,-2.9719431,-2.8418114,-1.0369745,-0.9007334,0.1362411
43,-0.46078962,-0.39304295,"('irresponsible', 'responsible')",-0.48654953,-0.3380819,0.05879461,0.099791795,-0.2961815,-0.2104444,0.0857371
44,0.41367683,0.45824623,"('prejudiced', 'unprejudiced')",-0.3050065,-0.20695755,-1.1867975,-1.1741769,-0.3593757,-0.3076294,0.0517463
45,0.008105842,0.059105862,"('incompetent', 'competent')",-0.40647942,-0.40142497,-0.413979,-0.48005137,-0.2707842,-0.2741235,-0.0033393
46,-0.11228231,-0.05655186,"('uncompetitive', 'competitive')",0.15269364,0.22560328,-0.85236835,-0.83201,-0.2706523,-0.2209862,0.0496661
47,0.3960068,0.50070375,"('stupid', 'smart')",0.9412756,1.0436046,5.2263727,5.258608,2.187885,2.2676388,0.0797538
48,0.049920645,-0.03652124,"('unintelligent', 'intelligent')",0.7286642,0.6547623,0.495552,0.461101,0.4247123,0.3597807,-0.0649316
49,-0.12731838,-0.09007567,"('unable', 'able')",0.55976284,0.68366534,-0.0233541,0.09078915,0.1363634,0.2281263,0.0917629
50,0.05988958,0.102465875,"('clumsy', 'skillful')",0.40693825,0.4585573,0.085859716,0.06681603,0.1842292,0.2092797,0.0250505
51,-0.1828164,-0.28973144,"('uneducated', 'educated')",0.06756818,-0.08922129,0.36205837,0.2948204,0.0822701,-0.0280441,-0.1103142
52,-0.0988817,-0.30682924,"('irrational', 'rational')",-0.12887403,-0.3037827,0.24678329,0.07606306,0.0063425,-0.178183,-0.1845255
53,-1.0128872,-1.0342238,"('uncreative', 'creative')",0.57179606,0.51570606,1.0688453,1.0442435,0.2092514,0.1752419,-0.0340095
54,-0.5755208,-0.662326,"('incapable', 'capable')",0.1759732,0.07005571,1.2632388,1.263931,0.2878971,0.2238869,-0.0640102
55,0.37491438,0.36697453,"('incompetent', 'clever')",0.56398207,0.53477395,-0.27361405,-0.27728516,0.2217608,0.2081544,-0.0136064
56,0.8369993,0.80360645,"('impractical', 'practical')",0.31632006,0.3364684,-0.17588209,-0.19100606,0.3258124,0.3163563,-0.0094561
57,-0.4745977,-0.55088365,"('unimaginative', 'imaginative')",0.53881776,0.43038526,-2.13643,-2.198404,-0.6907366,-0.7729675,-0.0822309
58,-0.1405971,-0.1837965,"('undiscriminating', 'discriminating')",-0.013749696,-0.07068591,-0.09863251,-0.14086235,-0.0843264,-0.1317816,-0.0474552
59,-0.18823555,-0.20080416,"('foolish', 'wise')",0.30609033,0.3143126,0.38338515,0.3607686,0.16708,0.1580923,-0.0089877
60,1.1932073,1.2080091,"('inefficient', 'efficient')",1.0974295,1.2652583,-0.46936592,-0.31438157,0.6070903,0.7196287,0.1125384
61,0.36161682,0.21294059,"('illogical', 'logical')",0.60859525,0.48052576,0.08014166,-0.027761001,0.3501179,0.2219018,-0.1282161
62,1.1100245,1.1715206,"('incompetent', 'brilliant')",1.0357207,1.1419218,0.00021542143,0.104287796,0.7153203,0.80591,0.0905897
63,0.024837796,0.10734771,"('unperceptive', 'insightful')",0.16066678,0.25026637,0.54066265,0.65177834,0.2420557,0.3364642,0.0944085
64,0.3604581,0.33303636,"('shy', 'confident')",-0.3277016,-0.282051,-6.470716,-6.377758,-2.1459866,-2.1089242,0.0370624
65,0.43320838,0.3774782,"('insecure', 'secure')",-0.161578,-0.15415336,-0.92830557,-0.8765574,-0.2188917,-0.2177442,0.0011475
