,kraft_male,kraft_female,tuple,heinz_male,heinz_female,co_male,co_female,average_male,average_female,female-male
0,-0.72230196,-0.79736376,"('unsociable', 'sociable')",-0.20464921,-0.1759655,-0.019691149,-0.12554108,-0.3155474,-0.3662901,-0.0507427
1,1.1440766,1.2688608,"('unfriendly', 'friendly')",2.0073638,2.0541365,1.1290652,1.0840023,1.4268352,1.4689999,0.0421647
2,0.23200181,0.19946358,"('unlikable', 'likable')",0.41805547,0.41840652,0.7577218,0.8567767,0.4692597,0.4915489,0.0222892
3,-1.797093,-1.7124517,"('repellent', 'pleasant')",-1.9140481,-1.838773,0.5575108,0.50029916,-1.0512101,-1.0169752,0.0342349
4,0.05213541,0.12433743,"('disliked', 'liked')",0.55064636,0.53204393,-7.1018405,-7.109779,-2.1663529,-2.1511326,0.0152203
5,0.7013596,0.81715125,"('distant', 'outgoing')",1.6733149,1.7090163,-1.446895,-1.3156911,0.3092599,0.4034922,0.0942323
6,0.31240612,0.5093806,"('distant', 'open')",1.2577184,1.3424225,-1.2232462,-1.0467496,0.1156261,0.2683512,0.1527251
7,-0.7084161,-0.65185297,"('insensitive', 'sensitive')",-0.31609464,-0.22890553,-0.07559093,-0.052579112,-0.3667006,-0.3111125,0.0555881
8,0.80582607,0.8390337,"('unaffectionate', 'affectionate')",1.9099743,1.8620468,0.25556952,0.27574825,0.9904566,0.9922763,0.0018197
9,1.1150416,1.1374834,"('unaffectionate', 'caring')",2.062452,2.0573733,0.6692729,0.6958253,1.2822555,1.296894,0.0146385
10,-1.3694398,-1.3452003,"('unsympathetic', 'sympathetic')",-0.7298951,-0.6136356,-0.23951578,-0.271671,-0.7796169,-0.7435023,0.0361146
11,-0.95440155,-1.0233163,"('unhelpful', 'helpful')",-0.2809709,-0.27614442,2.286148,2.231845,0.3502585,0.3107948,-0.0394637
12,-0.054,0.070556834,"('unsupportive', 'supportive')",1.1769102,1.2628073,-2.1473022,-2.0655186,-0.341464,-0.2440515,0.0974125
13,-0.10838239,-0.210872,"('impolite', 'polite')",0.09493766,0.092083335,-0.021434255,-0.085948646,-0.0116263,-0.0682458,-0.0566195
14,-0.6595628,-0.78857094,"('antisocial', 'social')",-0.83873266,-0.9099922,-0.00274905,-0.13567297,-0.5003482,-0.611412,-0.1110638
15,0.74342287,0.63775337,"('boring', 'funny')",1.729389,1.6518767,0.3639145,0.37845707,0.9455754,0.8893623,-0.0562131
16,-0.19242412,-0.1961889,"('unpopular', 'popular')",-0.23670137,-0.2646505,0.059114613,-0.09361607,-0.123337,-0.1848185,-0.0614815
17,-1.3842404,-1.3706203,"('nasty', 'nice')",-0.041449755,-0.0013579614,-0.610273,-0.5696592,-0.6786544,-0.6472124,0.031442
18,-0.23300686,-0.18085128,"('disagreeable', 'welcoming')",0.29446048,0.34475252,-0.97931147,-0.98727196,-0.3059526,-0.2744569,0.0314957
19,-0.03827214,0.07749291,"('inhospitable', 'hospitable')",0.32295653,0.3349335,-0.5168341,-0.42881122,-0.0773832,-0.0054616,0.0719216
20,-0.45036528,-0.44679385,"('rough', 'thoughtful')",-0.328381,-0.29083705,0.37715906,0.3427456,-0.1338624,-0.1316284,0.002234
21,-0.36015126,-0.43927082,"('immoral', 'moral')",-0.057529386,-0.020795781,-0.31650484,-0.3823464,-0.2447285,-0.2808043,-0.0360758
22,-0.4404018,-0.49103147,"('untrustworthy', 'trustworthy')",-0.67935455,-0.69924515,-0.8059658,-0.8129946,-0.6419074,-0.667757,-0.0258496
23,-0.23060724,-0.27447566,"('insincere', 'sincere')",0.11553749,0.1752253,6.33829,6.1558247,2.0744068,2.0188581,-0.0555487
24,0.3999006,0.3526676,"('dishonest', 'honest')",0.96565783,1.0045817,0.83248013,0.87276417,0.7326795,0.7433378,0.0106583
25,1.5594424,1.5774958,"('egoistic', 'altruistic')",1.9236612,1.9002488,1.3748465,1.3455783,1.6193167,1.6077743,-0.0115424
26,0.86904144,0.89775074,"('hardhearted', 'benevolent')",1.775438,1.7404976,1.2596171,1.2646863,1.3013655,1.3009783,-0.0003872
27,-0.5442868,-0.51793396,"('hardhearted', 'softhearted')",0.14584956,0.11476094,0.26914376,0.2583397,-0.0430978,-0.0482778,-0.00518
28,-0.68177277,-0.76570284,"('disloyal', 'loyal')",0.8321988,0.8378812,1.2793972,1.1354781,0.4766078,0.4025522,-0.0740556
29,-1.0688094,-1.0326557,"('unfair', 'fair')",-1.2506171,-1.1854749,-1.1035957,-1.0815609,-1.1410074,-1.0998971,0.0411103
30,-0.94031644,-1.0379348,"('intolerant', 'tolerant')",-0.2631244,-0.23582208,0.40545663,0.39996135,-0.2659947,-0.2912652,-0.0252705
31,-0.34118578,-0.116160735,"('evil', 'good')",0.26575315,0.3844491,-1.7659295,-1.6281905,-0.6137874,-0.4533007,0.1604867
32,0.49770832,0.38240045,"('unkind', 'kind')",0.83430076,0.78934324,1.484474,1.3877459,0.9388277,0.8531632,-0.0856645
33,1.4971054,1.4747105,"('wrong', 'right')",1.5863503,1.5176759,-0.52380055,-0.54714864,0.8532183,0.8150792,-0.0381391
34,-1.0722885,-0.9491885,"('mean', 'honorable')",-0.22876634,-0.095982864,5.034911,5.024223,1.2446187,1.3263505,0.0817318
35,0.44417349,0.40430328,"('corrupt', 'incorrupt')",0.8170232,0.7209869,-0.9777295,-0.97972906,0.0944891,0.0485204,-0.0459687
36,0.7547245,0.8692026,"('hostile', 'amicable')",0.82622194,0.8273886,-0.5993354,-0.66888666,0.3272037,0.3425682,0.0153645
37,-0.046248086,0.0150768105,"('fake', 'genuine')",-0.18467526,-0.08960692,0.0103747845,0.06361766,-0.0735162,-0.0036375,0.0698787
38,-0.03594935,-0.025642041,"('untruthful', 'truthful')",0.6160853,0.6350137,0.31467292,0.33349457,0.2982696,0.3142887,0.0160191
39,1.4862046,1.4989161,"('exploitative', 'cooperative')",1.5792601,1.6461389,0.6855703,0.7870422,1.250345,1.3106991,0.0603541
40,-0.015545573,0.054434337,"('stingy', 'generous')",0.41609278,0.50923765,-2.7983718,-2.8021512,-0.7992748,-0.7461597,0.0531151
41,-0.3549593,-0.3300601,"('unforgiving', 'forgiving')",0.04960353,0.14256942,0.30586314,0.25412384,0.0001691,0.0222111,0.022042
42,-0.102944426,-0.082615055,"('unreliable', 'reliable')",-0.22954601,-0.14685921,-3.269906,-3.1647594,-1.2007988,-1.1314112,0.0693876
43,-0.7809965,-0.7421206,"('irresponsible', 'responsible')",-0.43895245,-0.35325086,0.39146775,0.4906017,-0.2761604,-0.2015899,0.0745705
44,-0.4930776,-0.50049096,"('prejudiced', 'unprejudiced')",-1.42331,-1.4113305,-1.361149,-1.344257,-1.0925122,-1.0853594,0.0071528
45,-1.8117496,-1.6962544,"('incompetent', 'competent')",-1.0163325,-0.89573765,-0.58725655,-0.6157187,-1.1384462,-1.0692369,0.0692093
46,-0.5058111,-0.45821822,"('uncompetitive', 'competitive')",-0.8806239,-0.77455777,-0.59289384,-0.6967905,-0.6597763,-0.6431888,0.0165875
47,0.044871278,0.061885536,"('stupid', 'smart')",0.33476442,0.37308714,5.2094297,5.2777753,1.8630219,1.9042494,0.0412275
48,-0.87944484,-0.8462943,"('unintelligent', 'intelligent')",0.54474604,0.6020192,-0.21724404,-0.26252818,-0.1839809,-0.1689344,0.0150465
49,-0.8081291,-0.704241,"('unable', 'able')",-0.03391876,0.07216452,-0.80624235,-0.7887997,-0.5494301,-0.4736254,0.0758047
50,-0.005112037,-0.033986162,"('clumsy', 'skillful')",-0.112212,-0.18293634,0.053023204,-0.032944735,-0.0214336,-0.0832891,-0.0618555
51,-0.49330243,-0.5754542,"('uneducated', 'educated')",-0.7447681,-0.7732133,0.68851745,0.5409968,-0.1831843,-0.2692236,-0.0860393
52,0.45350337,0.41571873,"('irrational', 'rational')",0.773614,0.69471854,-0.6034139,-0.5974724,0.2079011,0.1709883,-0.0369128
53,1.4070737,1.4777907,"('uncreative', 'creative')",1.101416,1.0930408,0.16602635,0.12738393,0.8915053,0.8994052,0.0078999
54,0.17733887,0.22067785,"('incapable', 'capable')",0.9942167,0.9896908,0.9047786,0.878905,0.6921113,0.6964246,0.0043133
55,-1.4411985,-1.4211664,"('incompetent', 'clever')",-0.9249948,-0.83896804,0.39413977,0.36430693,-0.6573512,-0.6319425,0.0254087
