,s&p_male,s&p_female,tuple,global_male,global_female,inc_male,inc_female,average_male,average_female,female-male
56,0.34099853,0.25164932,"('impractical', 'practical')",-1.3614964,-1.6914737,0.28759673,0.22354448,-0.2443004,-0.4054266,-0.1611262
57,-0.9185595,-1.1281867,"('unimaginative', 'imaginative')",-1.6148741,-1.7803837,-1.6028244,-1.7102231,-1.3787527,-1.5395978,-0.1608451
58,0.41414627,0.27390775,"('undiscriminating', 'discriminating')",0.29851738,0.24611261,0.31311113,0.25118068,0.3419249,0.257067,-0.0848579
59,-0.03808359,0.092941955,"('foolish', 'wise')",0.9878864,1.0698826,0.09428706,0.059987776,0.34803,0.4076041,0.0595741
60,0.57277185,0.5354295,"('inefficient', 'efficient')",-1.6287777,-1.9382387,0.40159976,0.42971882,-0.2181354,-0.3243635,-0.1062281
61,0.759539,0.6263129,"('illogical', 'logical')",-0.72717047,-0.9105428,0.8331544,0.74146724,0.2885076,0.1524125,-0.1360951
62,1.1800581,1.1588712,"('incompetent', 'brilliant')",-1.2674855,-1.3472643,0.9499983,1.0229079,0.2875236,0.2781716,-0.009352
63,0.17002755,0.08417163,"('unperceptive', 'insightful')",-0.2454747,-0.3967683,0.18953389,0.06227287,0.0380289,-0.0834413,-0.1214702
64,1.1743389,1.1700125,"('shy', 'confident')",-0.051481046,-0.2312885,0.36426425,0.3293743,0.4957074,0.4226995,-0.0730079
65,-0.009709716,-0.05860226,"('insecure', 'secure')",-0.9502533,-1.2520567,-0.44571126,-0.5030983,-0.4685581,-0.6045857,-0.1360276
66,0.23785064,0.2909408,"('inactive', 'active')",1.541374,1.6802394,0.6665994,0.6139293,0.8152747,0.8617032,0.0464285
67,0.5019781,0.48344094,"('doubtful', 'determined')",-0.32573903,-0.42644668,0.46155566,0.4366898,0.2125982,0.1645614,-0.0480368
68,0.041701876,0.004222572,"('dependent', 'independent')",-1.2281203,-1.2781622,-0.85350955,-0.9198639,-0.679976,-0.7312678,-0.0512918
69,0.14259847,0.30151248,"('lazy', 'industrious')",1.2019523,1.3253306,0.9691698,1.0723172,0.7712402,0.8997201,0.1284799
70,0.0020272695,-0.023554087,"('lethargic', 'energetic')",-0.64251477,-0.77955365,-0.3683082,-0.40287945,-0.3362652,-0.4019957,-0.0657305
71,-0.09842922,-0.100579746,"('diffident', 'self-confident')",0.1793963,0.20027232,1.0808668,1.0475396,0.387278,0.3824107,-0.0048673
72,-0.107844226,-0.10039063,"('unambitious', 'ambitious')",-0.7944387,-0.78564596,0.088798076,0.08560902,-0.2711616,-0.2668092,0.0043524
73,1.3863006,1.500177,"('helpless', 'self-reliant')",0.70680946,0.8027787,1.1840963,1.251723,1.0924021,1.1848929,0.0924908
74,-0.14807501,-0.15876961,"('undedicated', 'dedicated')",-0.12975124,-0.14428675,-0.2781127,-0.34493107,-0.185313,-0.2159958,-0.0306828
75,0.09778738,0.19357473,"('meek', 'impulsive')",0.43024185,0.69965655,0.18424119,0.2709989,0.2374235,0.3880767,0.1506532
76,0.5998115,0.5988819,"('anxious', 'daring')",0.48155302,0.4302111,0.42086485,0.48873356,0.5007431,0.5059422,0.0051991
77,-0.06705946,-0.20521441,"('unmotivated', 'motivated')",-0.4884118,-0.661044,0.47535908,0.3619453,-0.0267041,-0.1681044,-0.1414003
78,-0.7298214,-0.77741313,"('nonresilient', 'resilient')",-1.3990431,-1.359294,-0.65192056,-0.6925808,-0.9269284,-0.943096,-0.0161676
79,-0.022443876,0.0882869,"('wavering', 'unwavering')",0.8789754,1.0714313,0.009931561,-0.009910643,0.288821,0.3832692,0.0944482
80,0.5036764,0.45717865,"('dominated', 'dominating')",-0.966145,-1.0994205,-0.014298432,0.030546624,-0.1589223,-0.2038984,-0.0449761
81,-0.2283268,-0.45845515,"('submissive', 'aggressive')",-1.28594,-1.6794,-0.2259025,-0.3235325,-0.5800564,-0.8204625,-0.2404061
82,-0.67550355,-0.66983765,"('poor', 'rich')",-0.5453789,-0.52704346,-1.1384181,-1.0875244,-0.7864335,-0.7614685,0.024965
83,0.76354426,0.64766645,"('powerless', 'powerful')",-0.13574004,-0.2733275,0.7406902,0.6779795,0.4561648,0.3507728,-0.105392
84,-0.08763159,-0.12764058,"('inferior', 'superior')",-0.0038789548,-0.13907787,-0.024664357,-0.058738634,-0.038725,-0.1084857,-0.0697607
85,0.7703218,0.9236313,"('insignificant', 'prestigious')",2.6205673,2.911239,1.4410284,1.4445951,1.6106393,1.7598219,0.1491826
86,-0.59193987,-0.8449888,"('uninfluential', 'influential')",-1.5625508,-1.8646197,-1.236094,-1.4554021,-1.1301949,-1.3883368,-0.2581419
87,1.0101494,0.9667219,"('unsuccessful', 'successful')",1.5224721,1.4239246,1.7378759,1.7591926,1.4234991,1.3832796,-0.0402195
88,0.18685724,0.20221394,"('low', 'eminent')",0.21751729,0.13008128,-0.38184723,-0.52246106,0.0075091,-0.0633886,-0.0708977
