,verizon_male,verizon_female,tuple,communications_male,communications_female,inc_male,inc_female,average_male,average_female,female-male
0,-2.5353696,-2.6183984,"('unsociable', 'sociable')",-0.23866902,-0.42255342,-0.83607286,-0.92664665,-1.2033705,-1.3225328,-0.1191623
1,0.057629004,-0.0925139,"('unfriendly', 'friendly')",0.72724783,0.5404346,1.8558375,1.6989474,0.8802381,0.7156227,-0.1646154
2,0.09194432,0.079738006,"('unlikable', 'likable')",1.4804751,1.5064478,0.7609881,0.8528046,0.7778025,0.8129968,0.0351943
3,-0.9693519,-0.87902665,"('repellent', 'pleasant')",0.6914807,0.7566746,-0.06856112,-0.013820851,-0.1154774,-0.045391,0.0700864
4,0.77212363,0.8100289,"('disliked', 'liked')",-0.94285786,-0.94643956,-5.3078136,-5.4340777,-1.8261827,-1.8568295,-0.0306468
5,1.5121726,1.5148484,"('distant', 'outgoing')",-0.4939151,-0.45169306,-0.26105407,-0.24085091,0.2524012,0.2741015,0.0217003
6,1.5190618,1.4996489,"('distant', 'open')",-1.1315179,-1.1461996,0.24025483,0.22146401,0.2092662,0.1916378,-0.0176284
7,-1.7204679,-1.7360446,"('insensitive', 'sensitive')",0.03619887,0.092862636,0.22617742,0.21369526,-0.4860305,-0.4764956,0.0095349
8,-0.48578453,-0.5768726,"('unaffectionate', 'affectionate')",-0.65915483,-0.6306466,0.5306864,0.4543649,-0.204751,-0.2510514,-0.0463004
9,-0.13200693,-0.20302086,"('unaffectionate', 'caring')",0.14065123,0.12949106,1.1701251,1.1073731,0.3929232,0.3446144,-0.0483088
10,-2.958344,-2.9865448,"('unsympathetic', 'sympathetic')",-0.100017026,-0.07284201,-0.80404854,-0.83812565,-1.2874699,-1.2991709,-0.011701
11,-1.0753646,-1.0742365,"('unhelpful', 'helpful')",0.86288506,0.87377757,1.7956632,1.7549212,0.5277279,0.5181541,-0.0095738
12,-0.18331207,-0.14809829,"('unsupportive', 'supportive')",0.37142304,0.49747565,-1.2097243,-1.2553549,-0.3405378,-0.3019925,0.0385453
13,-2.0220084,-2.063416,"('impolite', 'polite')",0.08620283,0.044219412,-0.5190972,-0.5239801,-0.8183009,-0.8477256,-0.0294247
14,-2.232426,-2.1824224,"('antisocial', 'social')",1.2699429,1.3064986,-1.2376397,-1.1954825,-0.7333743,-0.6904688,0.0429055
15,-0.13631171,-0.2004017,"('boring', 'funny')",-0.6712547,-0.6978396,-0.048673898,-0.03190139,-0.2854134,-0.3100475,-0.0246341
