,deere_male,deere_female,tuple,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,-0.28733703,-0.4714083,"('unsociable', 'sociable')",0.6824048,0.6916052,-0.20535597,-0.23468794,0.0632373,-0.0048303,-0.0680676
1,0.22343436,0.17393272,"('unfriendly', 'friendly')",1.3140169,1.2046938,1.8226509,1.5548594,1.1200341,0.9778287,-0.1422054
2,0.123477876,0.22448874,"('unlikable', 'likable')",1.3845812,1.5006874,0.71368587,0.8298013,0.7405817,0.8516591,0.1110774
3,-0.82561445,-0.8148228,"('repellent', 'pleasant')",-0.9096175,-0.79994994,0.0016332977,0.10125979,-0.5778662,-0.5045043,0.0733619
4,1.0332801,0.9698576,"('disliked', 'liked')",-0.12317702,-0.33034825,-5.604755,-5.431133,-1.5648839,-1.5972079,-0.032324
5,1.0504678,1.0231855,"('distant', 'outgoing')",0.8268872,0.75882435,1.0803564,1.0281329,0.9859038,0.9367143,-0.0491895
6,1.2683792,1.3152267,"('distant', 'open')",0.90630615,0.848371,1.0717825,0.9582709,1.082156,1.0406229,-0.0415331
7,-0.29922694,-0.25538185,"('insensitive', 'sensitive')",-0.22763331,-0.1348373,-0.45094556,-0.42138588,-0.3259353,-0.270535,0.0554003
8,0.4974118,0.50385857,"('unaffectionate', 'affectionate')",1.0384525,0.99361897,1.4573619,1.20647,0.9977421,0.9013158,-0.0964263
9,0.134143,0.12502766,"('unaffectionate', 'caring')",0.8259226,0.7418471,1.4702373,1.2650304,0.810101,0.710635,-0.099466
10,-0.6692054,-0.6248802,"('unsympathetic', 'sympathetic')",0.09972716,0.13048552,-0.31023335,-0.26719144,-0.2932372,-0.253862,0.0393752
11,-1.1000082,-1.1699754,"('unhelpful', 'helpful')",-1.0422865,-1.0493132,1.4132022,1.3391892,-0.2430309,-0.2933665,-0.0503356
12,-0.083185256,-0.08258329,"('unsupportive', 'supportive')",0.6239941,0.7578584,-1.7468696,-1.6802979,-0.4020202,-0.3350076,0.0670126
13,-1.1466571,-1.229856,"('impolite', 'polite')",-0.6681479,-0.5292649,-0.94778705,-0.80380166,-0.920864,-0.8543075,0.0665565
