,biogen_male,biogen_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.7902011,-0.9051529,"('unsociable', 'sociable')",-0.2789124,-0.45583078,-0.5345567,-0.6804919,-0.1459352
1,-0.7119756,-0.8395836,"('unfriendly', 'friendly')",1.3612658,1.2642522,0.3246451,0.2123343,-0.1123108
2,0.4067583,0.41925454,"('unlikable', 'likable')",0.99929446,1.0351062,0.7030264,0.7271804,0.024154
3,-1.338595,-1.2963454,"('repellent', 'pleasant')",0.036725085,0.028492548,-0.650935,-0.6339264,0.0170086
4,-0.24351557,-0.3407502,"('disliked', 'liked')",-5.6178327,-5.690022,-2.9306741,-3.0153861,-0.084712
5,-0.15263987,-0.14676407,"('distant', 'outgoing')",-0.14655648,-0.11319849,-0.1495982,-0.1299813,0.0196169
6,-0.36032534,-0.38968024,"('distant', 'open')",0.17468786,0.19725356,-0.0928187,-0.0962133,-0.0033946
7,-1.1401312,-1.1429745,"('insensitive', 'sensitive')",0.07919547,0.15348622,-0.5304679,-0.4947441,0.0357238
8,-0.27624708,-0.36004737,"('unaffectionate', 'affectionate')",0.35102585,0.33022943,0.0373894,-0.014909,-0.0522984
9,-0.2907369,-0.3292658,"('unaffectionate', 'caring')",0.7370381,0.7653539,0.2231506,0.2180441,-0.0051065
10,-1.3750232,-1.3974661,"('unsympathetic', 'sympathetic')",-0.6303452,-0.6399136,-1.0026842,-1.0186899,-0.0160057
11,-0.4362757,-0.40454608,"('unhelpful', 'helpful')",1.4839748,1.5719786,0.5238495,0.5837163,0.0598668
12,0.1772058,0.22313908,"('unsupportive', 'supportive')",-1.9092354,-1.8399822,-0.8660148,-0.8084216,0.0575932
13,-0.8400552,-0.829185,"('impolite', 'polite')",-0.54974234,-0.5125629,-0.6948988,-0.6708739,0.0240249
14,-0.7149698,-0.73375225,"('antisocial', 'social')",-0.36962074,-0.4552005,-0.5422953,-0.5944763,-0.052181
15,0.16190232,0.08359422,"('boring', 'funny')",0.71954143,0.62191886,0.4407219,0.3527565,-0.0879654
16,0.039031643,-0.005143054,"('unpopular', 'popular')",0.6067082,0.5773972,0.3228699,0.2861271,-0.0367428
17,-0.05428646,-0.009039855,"('nasty', 'nice')",-0.28831482,-0.24482863,-0.1713006,-0.1269342,0.0443664
18,-0.008001417,-0.07242793,"('disagreeable', 'welcoming')",-0.23694189,-0.2753492,-0.1224717,-0.1738886,-0.0514169
19,-0.9759886,-1.0125327,"('inhospitable', 'hospitable')",-0.0005014455,0.09886576,-0.488245,-0.4568335,0.0314115
20,0.50212204,0.5101774,"('rough', 'thoughtful')",1.3352841,1.2567936,0.9187031,0.8834855,-0.0352176
21,-0.16003363,-0.24085331,"('immoral', 'moral')",-0.11520182,-0.1684756,-0.1376177,-0.2046645,-0.0670468
22,-0.77433836,-0.8412927,"('untrustworthy', 'trustworthy')",-0.7173338,-0.8282233,-0.7458361,-0.834758,-0.0889219
23,-0.85857636,-0.8939922,"('insincere', 'sincere')",5.0876665,5.044363,2.1145451,2.0751853,-0.0393598
24,-0.5465856,-0.5923179,"('dishonest', 'honest')",0.77913505,0.74123275,0.1162747,0.0744574,-0.0418173
25,0.30256712,0.26215032,"('egoistic', 'altruistic')",1.4417223,1.373761,0.8721447,0.8179557,-0.054189
26,0.27855143,0.14734778,"('hardhearted', 'benevolent')",1.6138803,1.5417874,0.9462159,0.8445676,-0.1016483
