,fmc_male,fmc_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.0164646,-1.1715748,"('unsociable', 'sociable')",-0.2720784,-0.42371926,-0.6223188,-0.78564185,-0.6369539,-0.7936453,-0.1566914
1,-1.7320358,-1.9272349,"('unfriendly', 'friendly')",0.0061876588,-0.19003887,1.9953506,1.8866866,0.0898342,-0.0768624,-0.1666966
2,0.67917705,0.72468895,"('unlikable', 'likable')",0.52361006,0.5824262,0.5412556,0.66341597,0.5813476,0.6568437,0.0754961
3,0.1840148,0.34326637,"('repellent', 'pleasant')",0.32199132,0.41470686,0.14404956,0.1579113,0.2166852,0.3052948,0.0886096
4,-0.4983452,-0.5371189,"('disliked', 'liked')",-0.50033164,-0.56790805,-5.9304523,-6.0567083,-2.3097097,-2.3872452,-0.0775355
5,-1.6657069,-1.6246803,"('distant', 'outgoing')",-1.1167519,-1.0225471,-0.09681095,-0.030729182,-0.9597566,-0.8926522,0.0671044
6,-2.2577164,-2.2226462,"('distant', 'open')",-1.4925731,-1.4117362,0.55652946,0.60775954,-1.0645866,-1.0088743,0.0557123
7,0.25503513,0.20489618,"('insensitive', 'sensitive')",0.47866443,0.53182644,0.7044301,0.6952107,0.4793766,0.4773111,-0.0020655
8,-1.5154467,-1.6027122,"('unaffectionate', 'affectionate')",-0.25816745,-0.27840972,1.0609721,1.0315696,-0.2375474,-0.2831841,-0.0456367
9,-1.3777031,-1.4895308,"('unaffectionate', 'caring')",-0.054653227,-0.119510405,1.3378507,1.3183441,-0.0315019,-0.096899,-0.0653971
10,-0.5820441,-0.6104832,"('unsympathetic', 'sympathetic')",-0.5571576,-0.5246973,-0.88643885,-0.9213606,-0.6752135,-0.6855137,-0.0103002
11,0.09937827,0.107631594,"('unhelpful', 'helpful')",0.85557276,0.9521787,1.2721363,1.3644462,0.7423625,0.8080854,0.0657229
12,-0.2453854,-0.151516,"('unsupportive', 'supportive')",0.27218857,0.4222799,-1.9054877,-1.8790305,-0.6262282,-0.5360889,0.0901393
13,0.15273228,0.16101725,"('impolite', 'polite')",-0.280955,-0.22459629,-0.685076,-0.685545,-0.2710996,-0.249708,0.0213916
14,0.90254414,0.85602313,"('antisocial', 'social')",0.96922326,0.9829075,-0.61987144,-0.70364684,0.4172986,0.3784279,-0.0388707
15,0.35394534,0.23085368,"('boring', 'funny')",0.12868331,0.021475649,0.76084113,0.7047902,0.4144899,0.3190398,-0.0954501
16,-0.7746098,-0.7471137,"('unpopular', 'popular')",-0.3027316,-0.32202157,0.6853804,0.69384205,-0.1306537,-0.1250978,0.0055559
17,-0.4558608,-0.3918152,"('nasty', 'nice')",-0.80014217,-0.7381743,-0.41940695,-0.38077044,-0.5584699,-0.5035866,0.0548833
18,-0.5436499,-0.5665058,"('disagreeable', 'welcoming')",0.103325926,0.16254163,-0.25753385,-0.24910358,-0.2326193,-0.2176892,0.0149301
19,-1.1740868,-1.1053249,"('inhospitable', 'hospitable')",-0.99173653,-0.9764567,0.06585479,0.21382251,-0.6999896,-0.622653,0.0773366
20,0.5814713,0.56546116,"('rough', 'thoughtful')",0.9890152,1.0255705,0.87254167,0.7665449,0.8143427,0.7858589,-0.0284838
21,0.7952711,0.7385327,"('immoral', 'moral')",0.6628252,0.61315536,-0.94036096,-0.9754075,0.1725784,0.1254269,-0.0471515
22,0.482139,0.44911626,"('untrustworthy', 'trustworthy')",0.06352303,0.0011439603,-0.8064251,-0.8599991,-0.086921,-0.1365796,-0.0496586
23,-0.09401377,-0.15225074,"('insincere', 'sincere')",-0.17734988,-0.16466469,5.142366,5.0808983,1.6236674,1.5879943,-0.0356731
24,0.060309596,0.021676704,"('dishonest', 'honest')",-1.3781078,-1.3624202,0.44418395,0.38828823,-0.2912047,-0.3174851,-0.0262804
