,tegna_male,tegna_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.438246,-0.48055795,"('unsociable', 'sociable')",-0.22653294,-0.35379556,-0.3323895,-0.4171768,-0.0847873
1,-1.4211466,-1.6369964,"('unfriendly', 'friendly')",1.3936661,1.1230308,-0.0137402,-0.2569828,-0.2432426
2,1.0209887,1.0594478,"('unlikable', 'likable')",0.601859,0.6611901,0.8114238,0.8603189,0.0488951
3,-0.061602663,0.17888315,"('repellent', 'pleasant')",0.27628246,0.34665117,0.1073399,0.2627672,0.1554273
4,-0.38307354,-0.49439186,"('disliked', 'liked')",-6.4513683,-6.393211,-3.4172208,-3.4438014,-0.0265806
5,-1.4772854,-1.6882125,"('distant', 'outgoing')",-0.41828132,-0.56170803,-0.9477834,-1.1249603,-0.1771769
6,-1.8001767,-1.9277974,"('distant', 'open')",-0.0253195,-0.20857123,-0.9127481,-1.0681844,-0.1554363
7,-0.1774137,0.027038127,"('insensitive', 'sensitive')",0.41622508,0.5181043,0.1194057,0.2725712,0.1531655
8,-1.3289409,-1.5610206,"('unaffectionate', 'affectionate')",0.5348057,0.35824358,-0.3970676,-0.6013885,-0.2043209
9,-1.0504923,-1.220531,"('unaffectionate', 'caring')",0.8430684,0.7050203,-0.1037119,-0.2577553,-0.1540434
10,0.046057686,0.2770655,"('unsympathetic', 'sympathetic')",-0.13879165,-0.1199548,-0.046367,0.0785553,0.1249223
11,-0.09893145,-0.011234447,"('unhelpful', 'helpful')",1.6262124,1.6881824,0.7636405,0.838474,0.0748335
12,-0.07059471,0.050471883,"('unsupportive', 'supportive')",-1.7161235,-1.6359141,-0.8933591,-0.7927211,0.100638
13,0.0014701001,0.036513858,"('impolite', 'polite')",-0.4601007,-0.34445924,-0.2293153,-0.1539727,0.0753426
14,0.8192325,0.936135,"('antisocial', 'social')",0.029614395,0.07727643,0.4244235,0.5067057,0.0822822
15,0.16716844,-0.08244077,"('boring', 'funny')",0.746554,0.69360423,0.4568612,0.3055817,-0.1512795
16,-0.34513253,-0.27191398,"('unpopular', 'popular')",0.4251427,0.48739758,0.0400051,0.1077418,0.0677367
17,-0.4618542,-0.37032723,"('nasty', 'nice')",-0.43901864,-0.44403738,-0.4504364,-0.4071823,0.0432541
18,-0.114189215,0.027180463,"('disagreeable', 'welcoming')",-0.6190295,-0.6729544,-0.3666094,-0.3228869,0.0437225
19,-1.2233851,-1.258681,"('inhospitable', 'hospitable')",-0.48264873,-0.5019579,-0.8530169,-0.8803195,-0.0273026
20,0.4299906,0.5874067,"('rough', 'thoughtful')",1.4204925,1.3617786,0.9252416,0.9745927,0.0493511
21,0.8667255,0.9657358,"('immoral', 'moral')",-0.26338354,-0.13242808,0.301671,0.4166539,0.1149829
22,0.47294062,0.5709763,"('untrustworthy', 'trustworthy')",-0.962068,-0.97504294,-0.2445637,-0.2020333,0.0425304
23,-0.10720501,-0.008604385,"('insincere', 'sincere')",5.3537216,5.237419,2.6232584,2.6144073,-0.0088511
24,0.45684296,0.39437407,"('dishonest', 'honest')",0.7021562,0.6389502,0.5794996,0.5166621,-0.0628375
25,-0.4369896,-0.6759895,"('egoistic', 'altruistic')",1.2711244,1.1510444,0.4170674,0.2375274,-0.17954
26,0.22533277,0.05523938,"('hardhearted', 'benevolent')",1.741938,1.6073072,0.9836354,0.8312733,-0.1523621
27,-0.41242263,-0.33750993,"('hardhearted', 'softhearted')",1.234866,1.1915671,0.4112217,0.4270286,0.0158069
28,-0.10832441,-0.33493897,"('disloyal', 'loyal')",0.6537794,0.47064054,0.2727275,0.0678508,-0.2048767
