,starwood_male,starwood_female,tuple,hotels_male,hotels_female,&_male,&_female,rest_male,rest_female,wldwd_male,wldwd_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.14272639,-0.3217611,"('unsociable', 'sociable')",1.891479,1.791272,1.0175388,0.93921065,4.3388615,4.256007,-0.4853873,-0.6522475,-0.28200933,-0.36131406,1.0562928,0.9418612,-0.1144316
1,-1.9384402,-1.9054703,"('unfriendly', 'friendly')",0.35831535,0.41810933,-0.37590617,-0.26472148,-0.37464797,-0.29777578,-1.9308726,-1.8384523,2.1518073,2.0664856,-0.351624,-0.3036375,0.0479865
2,0.9610348,1.0384141,"('unlikable', 'likable')",1.3510165,1.4854469,1.8540205,1.9682138,2.4024868,2.4453335,0.5729008,0.6554292,0.6645011,0.7759274,1.3009934,1.3947941,0.0938007
3,-0.37664688,-0.32980186,"('repellent', 'pleasant')",0.27085647,0.35397467,-0.094409026,-0.055333942,1.4581721,1.4804004,0.75410986,0.74955034,0.12544219,0.27114895,0.3562541,0.4116564,0.0554023
4,0.039803885,0.02249008,"('disliked', 'liked')",-0.31909946,-0.30504954,0.42363623,0.35819215,-1.0950365,-1.0784295,-0.33439127,-0.38211432,-6.4908977,-6.485268,-1.2959975,-1.3116965,-0.015699
5,-0.8969214,-0.71777433,"('distant', 'outgoing')",-0.15247577,-0.08900897,-0.30156696,-0.04726444,-2.5333047,-2.3407211,-1.1654209,-1.0642763,-0.13204008,-0.12262031,-0.8636216,-0.7302775,0.1333441
6,-1.3366101,-1.12105,"('distant', 'open')",-0.19719736,-0.09992009,-0.36353993,-0.05999615,-2.4808083,-2.2622592,-1.6781218,-1.492699,0.35971725,0.40943196,-0.9494267,-0.7710821,0.1783446
7,0.5363447,0.493912,"('insensitive', 'sensitive')",1.0568546,1.1131315,0.7754536,0.79669875,2.7368526,2.7105134,0.27120322,0.2357952,1.0140648,1.047166,1.0651289,1.0662028,0.0010739
8,-0.5894542,-0.5434431,"('unaffectionate', 'affectionate')",-0.37931192,-0.3665256,-1.2202458,-1.162831,-0.38767743,-0.33172125,-2.6720636,-2.57892,0.72061515,0.6176642,-0.7546897,-0.7276294,0.0270603
9,-0.091382645,-0.06611015,"('unaffectionate', 'caring')",0.8475493,0.8786204,-0.2069356,-0.12149271,1.5891079,1.6825606,-1.9056399,-1.8658828,1.4585447,1.4129955,0.281874,0.3201151,0.0382411
10,0.08922014,-0.045405902,"('unsympathetic', 'sympathetic')",0.999213,0.9752825,-0.5110943,-0.57252556,3.7550933,3.719474,-0.701246,-0.8501716,-0.22400005,-0.21927817,0.5678644,0.5012292,-0.0666352
11,0.15255477,0.12783167,"('unhelpful', 'helpful')",0.031417035,-0.006753251,0.19383134,0.18325019,1.8799068,1.8413638,-0.303744,-0.3835655,1.9846282,2.0402248,0.6564324,0.6337253,-0.0227071
12,0.54178363,0.64127934,"('unsupportive', 'supportive')",1.4975221,1.5934124,0.5135326,0.7638191,2.8484092,2.9903915,-0.17174116,-0.10338841,-1.6657498,-1.5879799,0.5939595,0.7162557,0.1222962
13,0.6743951,0.5417666,"('impolite', 'polite')",1.7122436,1.6885512,0.31442764,0.29743782,3.5524743,3.4588943,0.50324947,0.38908783,0.026293091,-0.013903577,1.1305139,1.0603057,-0.0702082
14,0.6309686,0.5792025,"('antisocial', 'social')",3.4276485,3.4061875,1.7556244,1.6422703,3.970674,3.932306,0.7530904,0.68374115,-0.6107788,-0.6118643,1.6545378,1.6053073,-0.0492305
15,0.040323205,-0.07952358,"('boring', 'funny')",-0.75866634,-0.8087385,-0.0047428757,-0.120195106,-1.6119617,-1.6401806,-0.66982526,-0.7284813,0.5119439,0.45483452,-0.4154882,-0.4870474,-0.0715592
16,0.40550587,0.36785012,"('unpopular', 'popular')",0.2772359,0.3188004,0.91547644,0.8957183,-0.29207477,-0.22209899,0.067037076,0.10478822,0.61845726,0.7189796,0.3319396,0.3640063,0.0320667
17,0.276085,0.28370857,"('nasty', 'nice')",-0.05170685,-0.010253072,0.004585732,0.040248893,0.58923215,0.6173741,-0.2752644,-0.2690632,-0.71909904,-0.65968436,-0.0293612,0.0003885,0.0297497
18,0.4235195,0.49857813,"('disagreeable', 'welcoming')",0.043365367,0.13216211,0.63164747,0.8340476,0.020901874,0.07846732,-1.0202886,-0.91740465,-0.07903727,-0.050098144,0.0033514,0.0959587,0.0926073
19,-0.7013888,-0.5811667,"('inhospitable', 'hospitable')",-1.4466035,-1.3936034,-1.2222998,-1.0944121,-2.321308,-2.2250175,-0.66294533,-0.5732753,0.042714264,0.15512896,-1.0519718,-0.9520578,0.099914
20,-0.84449327,-0.78023,"('rough', 'thoughtful')",-0.3622941,-0.33892253,0.23308936,0.30516088,0.14674526,0.09890702,-0.51760983,-0.50983256,0.6857801,0.6887898,-0.1097971,-0.0893546,0.0204425
21,0.52108186,0.42750606,"('immoral', 'moral')",1.0544705,1.0314301,0.22614114,0.17323916,2.2324452,2.2206717,0.17526287,0.09210627,-0.75627685,-0.6938239,0.5755208,0.5418549,-0.0336659
22,0.24214739,0.22892377,"('untrustworthy', 'trustworthy')",0.41341367,0.42499238,1.0508983,1.061832,1.1387815,1.1131543,0.4879572,0.45446575,-0.77227867,-0.7634388,0.42682,0.4199882,-0.0068318
23,-0.045680255,-0.105989434,"('insincere', 'sincere')",1.0105447,1.0595421,-0.13657591,-0.07270198,2.556973,2.5312037,0.37739262,0.28942975,6.397749,6.2662787,1.6934005,1.6612938,-0.0321067
