,costco_male,costco_female,tuple,wholesale_male,wholesale_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.21653193,-0.3353008,"('unsociable', 'sociable')",1.3656995,1.3718357,0.14463632,0.011239355,0.4312679,0.3492581,-0.0820098
1,-1.3497993,-1.3731124,"('unfriendly', 'friendly')",0.27667594,0.26882958,1.1867086,1.0577588,0.0378617,-0.015508,-0.0533697
2,1.332781,1.3540839,"('unlikable', 'likable')",0.7995373,0.8319089,1.056039,1.0902965,1.0627858,1.0920964,0.0293106
3,0.14210786,0.12915099,"('repellent', 'pleasant')",-0.35926086,-0.2010563,1.1789836,1.2036932,0.3206102,0.3772626,0.0566524
4,-0.21132024,-0.23244411,"('disliked', 'liked')",-0.2532932,-0.20906308,-7.2224627,-7.294998,-2.5623587,-2.5788352,-0.0164765
5,-1.2938849,-1.2014432,"('distant', 'outgoing')",-0.99427974,-0.89700377,-0.7409782,-0.7563363,-1.0097143,-0.9515944,0.0581199
6,-1.7281826,-1.6341002,"('distant', 'open')",-0.7387226,-0.65923274,-0.6079586,-0.6507743,-1.0249546,-0.9813691,0.0435855
7,0.008362281,0.0298951,"('insensitive', 'sensitive')",0.8016794,0.9158509,0.6129683,0.664559,0.4743367,0.5367684,0.0624317
8,-1.1224174,-1.1483315,"('unaffectionate', 'affectionate')",-0.22302309,-0.27143276,0.2292574,0.19383843,-0.372061,-0.4086419,-0.0365809
9,-0.6475631,-0.7209178,"('unaffectionate', 'caring')",0.5402291,0.53368944,0.9184491,0.91096103,0.2703717,0.2412442,-0.0291275
10,0.07060643,-0.09369953,"('unsympathetic', 'sympathetic')",0.004337162,0.09526777,0.000425498,0.024718218,0.025123,0.0087622,-0.0163608
11,0.23602854,0.18602327,"('unhelpful', 'helpful')",0.2564275,0.28590068,2.0828874,2.1750188,0.8584478,0.8823142,0.0238664
12,0.059847146,0.07803193,"('unsupportive', 'supportive')",0.6166227,0.82325095,-1.9054916,-1.862406,-0.4096739,-0.3203744,0.0892995
13,0.10051582,0.084509164,"('impolite', 'polite')",1.5749,1.6422428,-0.34293413,-0.32748005,0.4441606,0.4664239,0.0222633
