,leidos_male,leidos_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.53763324,-0.71955246,"('unsociable', 'sociable')",0.576096,0.2635101,-0.13177046,-0.3338562,-0.0311026,-0.2632995,-0.2321969
1,-1.1888348,-1.1994936,"('unfriendly', 'friendly')",-0.11844516,-0.22870082,1.3670015,1.2456208,0.0199072,-0.0608579,-0.0807651
2,1.1328627,1.2440399,"('unlikable', 'likable')",1.8947164,1.9918597,0.97009915,1.0987325,1.3325594,1.4448773,0.1123179
3,0.0542249,0.13791728,"('repellent', 'pleasant')",0.7349681,0.70072925,0.34466708,0.33897057,0.3779534,0.392539,0.0145856
4,-0.25797373,-0.19087836,"('disliked', 'liked')",-0.10149607,-0.109436676,-5.921568,-5.93559,-2.0936793,-2.0786349,0.0150444
5,-0.51314366,-0.42573485,"('distant', 'outgoing')",-0.86049426,-0.75395,-0.1794663,-0.12525937,-0.5177014,-0.4349814,0.08272
6,-0.9304687,-0.813074,"('distant', 'open')",-1.1706798,-1.0672321,0.36981565,0.37920675,-0.577111,-0.5003664,0.0767446
7,0.2770317,0.18431175,"('insensitive', 'sensitive')",0.4595025,0.3927091,0.28422508,0.23182245,0.3402531,0.2696144,-0.0706387
8,-0.42939436,-0.3876115,"('unaffectionate', 'affectionate')",-0.6148643,-0.5477791,0.41908273,0.39978135,-0.2083919,-0.1785364,0.0298555
9,-0.77697086,-0.82446504,"('unaffectionate', 'caring')",0.17000167,0.087945774,0.9551724,0.9273138,0.1160677,0.0635982,-0.0524695
10,-0.56552535,-0.69116074,"('unsympathetic', 'sympathetic')",0.09697257,-0.052026406,-0.30258328,-0.4121643,-0.2570453,-0.3851171,-0.1280718
11,-0.1517041,-0.23903048,"('unhelpful', 'helpful')",-0.086443126,-0.19320258,1.9273561,1.9819859,0.5630696,0.5165843,-0.0464853
12,-0.16865578,-0.071865454,"('unsupportive', 'supportive')",0.18329945,0.2958838,-1.862192,-1.8138003,-0.6158495,-0.5299273,0.0859222
13,-0.28332922,-0.37846738,"('impolite', 'polite')",0.26295492,0.13900256,0.026164405,-0.055960704,0.00193,-0.0984752,-0.1004052
14,0.8474567,0.78075594,"('antisocial', 'social')",2.4309893,2.302999,-0.27252555,-0.36882713,1.0019735,0.904976,-0.0969975
15,-0.39749622,-0.4795966,"('boring', 'funny')",-1.1083771,-1.143257,0.46101704,0.39765543,-0.3482854,-0.4083994,-0.060114
16,-0.7491101,-0.65496397,"('unpopular', 'popular')",-0.80114233,-0.65598077,0.66247505,0.69458276,-0.2959258,-0.205454,0.0904718
17,-0.22076619,-0.17389324,"('nasty', 'nice')",-1.1238438,-0.99373984,-0.33302844,-0.29868492,-0.5592128,-0.4887727,0.0704401
18,0.6001483,0.6747369,"('disagreeable', 'welcoming')",0.0059010834,0.062982,-0.3399403,-0.35286492,0.088703,0.1282847,0.0395817
19,-1.3116443,-1.226427,"('inhospitable', 'hospitable')",-1.4152514,-1.3159511,-0.4070164,-0.29924333,-1.0446374,-0.9472071,0.0974303
20,0.5277793,0.5258463,"('rough', 'thoughtful')",0.312881,0.419113,1.0389822,1.0266234,0.6265475,0.6571942,0.0306467
21,0.11012578,-0.030844394,"('immoral', 'moral')",0.6670445,0.5395362,-0.60710037,-0.67524046,0.05669,-0.0555162,-0.1122062
