,cry_male,cry_female,tuple,average_male,average_female,female-male
0,0.39862838,0.38779733,"('unsociable', 'sociable')",0.3986284,0.3877973,-0.0108311
1,1.0029504,1.1071436,"('unfriendly', 'friendly')",1.0029504,1.1071436,0.1041932
2,0.51345026,0.6631224,"('unlikable', 'likable')",0.5134503,0.6631224,0.1496721
3,1.009055,1.106414,"('repellent', 'pleasant')",1.009055,1.106414,0.097359
4,-7.321693,-7.2801557,"('disliked', 'liked')",-7.3216929,-7.2801557,0.0415372
5,-0.5556661,-0.36284617,"('distant', 'outgoing')",-0.5556661,-0.3628462,0.1928199
6,-0.25144923,-0.1541351,"('distant', 'open')",-0.2514492,-0.1541351,0.0973141
7,1.5400283,1.5628184,"('insensitive', 'sensitive')",1.5400283,1.5628184,0.0227901
8,1.0762392,0.976285,"('unaffectionate', 'affectionate')",1.0762392,0.976285,-0.0999542
9,1.3690385,1.3824521,"('unaffectionate', 'caring')",1.3690385,1.3824521,0.0134136
10,1.9177448,1.7471287,"('unsympathetic', 'sympathetic')",1.9177448,1.7471287,-0.1706161
11,2.0214267,2.0143645,"('unhelpful', 'helpful')",2.0214267,2.0143645,-0.0070622
12,-1.0202209,-0.95900005,"('unsupportive', 'supportive')",-1.0202209,-0.9590001,0.0612208
13,0.28850144,0.31711313,"('impolite', 'polite')",0.2885014,0.3171131,0.0286117
14,0.5453699,0.56854343,"('antisocial', 'social')",0.5453699,0.5685434,0.0231735
15,0.19334446,0.24653018,"('boring', 'funny')",0.1933445,0.2465302,0.0531857
16,-0.72974247,-0.543989,"('unpopular', 'popular')",-0.7297425,-0.543989,0.1857535
17,0.11661391,0.02201045,"('nasty', 'nice')",0.1166139,0.0220104,-0.0946035
18,-0.41076058,-0.3284185,"('disagreeable', 'welcoming')",-0.4107606,-0.3284185,0.0823421
19,-0.61322194,-0.55747056,"('inhospitable', 'hospitable')",-0.6132219,-0.5574706,0.0557513
20,0.79176015,0.66376656,"('rough', 'thoughtful')",0.7917601,0.6637666,-0.1279935
21,0.41057384,0.5034177,"('immoral', 'moral')",0.4105738,0.5034177,0.0928439
22,0.39919603,0.38253593,"('untrustworthy', 'trustworthy')",0.399196,0.3825359,-0.0166601
23,6.539925,6.6431775,"('insincere', 'sincere')",6.5399251,6.6431775,0.1032524
24,1.9455475,1.9663755,"('dishonest', 'honest')",1.9455475,1.9663755,0.020828
25,0.096014604,0.10039046,"('egoistic', 'altruistic')",0.0960146,0.1003905,0.0043759
26,0.28570068,0.14599088,"('hardhearted', 'benevolent')",0.2857007,0.1459909,-0.1397098
27,1.8671666,1.6731542,"('hardhearted', 'softhearted')",1.8671666,1.6731542,-0.1940124
28,1.0881374,0.9850284,"('disloyal', 'loyal')",1.0881374,0.9850284,-0.103109
29,-0.2423447,-0.3794322,"('unfair', 'fair')",-0.2423447,-0.3794322,-0.1370875
30,1.24124,1.1723344,"('intolerant', 'tolerant')",1.24124,1.1723344,-0.0689056
31,-1.2532206,-1.2219093,"('evil', 'good')",-1.2532206,-1.2219093,0.0313113
32,1.3819419,1.290523,"('unkind', 'kind')",1.3819419,1.2905231,-0.0914188
33,-1.090908,-0.9167229,"('wrong', 'right')",-1.0909081,-0.9167229,0.1741852
34,4.193426,4.4326425,"('mean', 'honorable')",4.1934261,4.4326425,0.2392164
35,-1.2338219,-1.3818308,"('corrupt', 'incorrupt')",-1.2338219,-1.3818308,-0.1480089
36,-1.0173255,-1.1745268,"('hostile', 'amicable')",-1.0173255,-1.1745268,-0.1572013
37,0.911913,0.86227876,"('fake', 'genuine')",0.911913,0.8622788,-0.0496342
38,-0.31565434,-0.22375202,"('untruthful', 'truthful')",-0.3156543,-0.223752,0.0919023
39,0.19652882,0.20039223,"('exploitative', 'cooperative')",0.1965288,0.2003922,0.0038634
40,-0.83529633,-0.9374365,"('stingy', 'generous')",-0.8352963,-0.9374365,-0.1021402
41,0.3170942,0.122889064,"('unforgiving', 'forgiving')",0.3170942,0.1228891,-0.1942051
42,-1.4603838,-1.5629108,"('unreliable', 'reliable')",-1.4603838,-1.5629108,-0.102527
43,1.7541943,1.7368284,"('irresponsible', 'responsible')",1.7541943,1.7368284,-0.0173659
44,-1.2400408,-1.3665535,"('prejudiced', 'unprejudiced')",-1.2400408,-1.3665535,-0.1265127
45,0.654987,0.56747735,"('incompetent', 'competent')",0.654987,0.5674773,-0.0875097
46,-0.0030774418,-0.012657791,"('uncompetitive', 'competitive')",-0.0030774,-0.0126578,-0.0095804
47,5.576478,5.806665,"('stupid', 'smart')",5.576478,5.8066649,0.2301869
48,1.0763153,1.0480031,"('unintelligent', 'intelligent')",1.0763153,1.0480031,-0.0283122
49,-0.20895316,0.022608988,"('unable', 'able')",-0.2089532,0.022609,0.2315622
50,-0.07199005,-0.08863155,"('clumsy', 'skillful')",-0.0719901,-0.0886315,-0.0166414
51,0.63125914,0.6766757,"('uneducated', 'educated')",0.6312591,0.6766757,0.0454166
52,-0.64877814,-0.6889263,"('irrational', 'rational')",-0.6487781,-0.6889263,-0.0401482
53,0.36636174,0.34531465,"('uncreative', 'creative')",0.3663617,0.3453147,-0.021047
54,0.8678486,1.054781,"('incapable', 'capable')",0.8678486,1.054781,0.1869324
55,1.2562268,1.2887087,"('incompetent', 'clever')",1.2562268,1.2887087,0.0324819
56,0.8660808,0.9635694,"('impractical', 'practical')",0.8660808,0.9635694,0.0974886
57,-2.1723304,-2.27401,"('unimaginative', 'imaginative')",-2.1723304,-2.2740099,-0.1016795
58,0.036929525,-0.070096165,"('undiscriminating', 'discriminating')",0.0369295,-0.0700962,-0.1070257
59,-0.0727814,0.01861947,"('foolish', 'wise')",-0.0727814,0.0186195,0.0914009
60,0.7156365,0.8997558,"('inefficient', 'efficient')",0.7156365,0.8997558,0.1841193
61,0.6537174,0.51437277,"('illogical', 'logical')",0.6537174,0.5143728,-0.1393446
