,bust_male,bust_female,tuple,average_male,average_female,female-male
0,0.064564146,-0.020187793,"('unsociable', 'sociable')",0.0645641,-0.0201878,-0.0847519
1,1.8174219,1.8084369,"('unfriendly', 'friendly')",1.8174219,1.8084369,-0.008985
2,0.97230303,1.051886,"('unlikable', 'likable')",0.972303,1.051886,0.079583
3,0.90339994,0.98989403,"('repellent', 'pleasant')",0.9033999,0.989894,0.0864941
4,-6.533827,-6.444672,"('disliked', 'liked')",-6.5338268,-6.4446721,0.0891547
5,0.2821254,0.35581183,"('distant', 'outgoing')",0.2821254,0.3558118,0.0736864
6,0.4498654,0.53235006,"('distant', 'open')",0.4498654,0.5323501,0.0824847
7,1.2848155,1.3250433,"('insensitive', 'sensitive')",1.2848155,1.3250433,0.0402278
8,1.3298913,1.31323,"('unaffectionate', 'affectionate')",1.3298913,1.31323,-0.0166613
9,1.5829719,1.6541239,"('unaffectionate', 'caring')",1.5829719,1.6541239,0.071152
10,1.212494,1.2326405,"('unsympathetic', 'sympathetic')",1.212494,1.2326405,0.0201465
11,2.03736,2.050691,"('unhelpful', 'helpful')",2.03736,2.0506909,0.0133309
12,-0.96549594,-0.9079051,"('unsupportive', 'supportive')",-0.9654959,-0.9079051,0.0575908
13,0.123989366,0.07312183,"('impolite', 'polite')",0.1239894,0.0731218,-0.0508676
14,0.026828134,-0.07088857,"('antisocial', 'social')",0.0268281,-0.0708886,-0.0977167
15,0.6255273,0.6401856,"('boring', 'funny')",0.6255273,0.6401856,0.0146583
16,-0.40520144,-0.308945,"('unpopular', 'popular')",-0.4052014,-0.308945,0.0962564
17,0.049620777,0.020876553,"('nasty', 'nice')",0.0496208,0.0208766,-0.0287442
18,0.14708753,0.10892795,"('disagreeable', 'welcoming')",0.1470875,0.108928,-0.0381595
19,0.27342066,0.33710515,"('inhospitable', 'hospitable')",0.2734207,0.3371052,0.0636845
20,0.6752571,0.58859473,"('rough', 'thoughtful')",0.6752571,0.5885947,-0.0866624
21,0.34731492,0.4291641,"('immoral', 'moral')",0.3473149,0.4291641,0.0818492
22,0.16924766,0.13004379,"('untrustworthy', 'trustworthy')",0.1692477,0.1300438,-0.0392039
23,6.5906296,6.612331,"('insincere', 'sincere')",6.5906296,6.6123309,0.0217013
24,2.1582568,2.1883945,"('dishonest', 'honest')",2.1582568,2.1883945,0.0301377
25,0.5550042,0.45532262,"('egoistic', 'altruistic')",0.5550042,0.4553226,-0.0996816
26,0.31040812,0.31111202,"('hardhearted', 'benevolent')",0.3104081,0.311112,0.0007039
27,1.5379491,1.4732043,"('hardhearted', 'softhearted')",1.5379491,1.4732043,-0.0647448
