,spouse_male,spouse_female,tuple,average_male,average_female,female-male
0,0.2157294,-0.083892785,"('unsociable', 'sociable')",0.2157294,-0.0838928,-0.2996222
1,1.9038815,1.9275331,"('unfriendly', 'friendly')",1.9038815,1.9275331,0.0236516
2,0.24904414,0.25764427,"('unlikable', 'likable')",0.2490441,0.2576443,0.0086002
3,1.0779698,0.9343205,"('repellent', 'pleasant')",1.0779698,0.9343205,-0.1436493
4,-6.969655,-7.2492723,"('disliked', 'liked')",-6.969655,-7.2492723,-0.2796173
5,-0.3108353,-0.3524665,"('distant', 'outgoing')",-0.3108353,-0.3524665,-0.0416312
6,0.16383618,0.047546573,"('distant', 'open')",0.1638362,0.0475466,-0.1162896
7,1.5387732,1.3744676,"('insensitive', 'sensitive')",1.5387732,1.3744676,-0.1643056
8,1.3700038,1.4342797,"('unaffectionate', 'affectionate')",1.3700038,1.4342797,0.0642759
9,1.7446603,2.0088456,"('unaffectionate', 'caring')",1.7446603,2.0088456,0.2641853
10,1.0575768,0.93970263,"('unsympathetic', 'sympathetic')",1.0575768,0.9397026,-0.1178742
11,1.8757871,2.0149643,"('unhelpful', 'helpful')",1.8757871,2.0149643,0.1391772
12,-1.209957,-1.1549044,"('unsupportive', 'supportive')",-1.209957,-1.1549044,0.0550526
13,0.18131909,-0.072624564,"('impolite', 'polite')",0.1813191,-0.0726246,-0.2539437
14,0.02711126,-0.14135534,"('antisocial', 'social')",0.0271113,-0.1413553,-0.1684666
15,0.42580736,0.4490754,"('boring', 'funny')",0.4258074,0.4490754,0.023268
16,-0.5268717,-0.49696618,"('unpopular', 'popular')",-0.5268717,-0.4969662,0.0299055
17,-0.25281408,-0.029714642,"('nasty', 'nice')",-0.2528141,-0.0297146,0.2230995
18,-0.069198266,-0.024327349,"('disagreeable', 'welcoming')",-0.0691983,-0.0243273,0.044871
19,-0.29724938,-0.05193142,"('inhospitable', 'hospitable')",-0.2972494,-0.0519314,0.245318
20,0.5937076,0.44361103,"('rough', 'thoughtful')",0.5937076,0.443611,-0.1500966
21,-0.15728319,-0.13219482,"('immoral', 'moral')",-0.1572832,-0.1321948,0.0250884
22,-0.10218091,-0.090945154,"('untrustworthy', 'trustworthy')",-0.1021809,-0.0909452,0.0112357
23,6.964113,7.285132,"('insincere', 'sincere')",6.9641132,7.2851319,0.3210187
24,2.1346262,2.185039,"('dishonest', 'honest')",2.1346262,2.185039,0.0504128
25,1.329813,1.3366663,"('egoistic', 'altruistic')",1.329813,1.3366663,0.0068533
26,0.46334785,0.34807578,"('hardhearted', 'benevolent')",0.4633479,0.3480758,-0.1152721
27,1.843305,1.6099787,"('hardhearted', 'softhearted')",1.843305,1.6099787,-0.2333263
28,1.6053159,1.673926,"('disloyal', 'loyal')",1.6053159,1.673926,0.0686101
29,-0.58252186,-0.75707257,"('unfair', 'fair')",-0.5825219,-0.7570726,-0.1745507
30,0.9348836,0.86996084,"('intolerant', 'tolerant')",0.9348836,0.8699608,-0.0649228
31,-1.127292,-1.1061665,"('evil', 'good')",-1.127292,-1.1061665,0.0211255
32,1.5740854,1.3599979,"('unkind', 'kind')",1.5740854,1.3599979,-0.2140875
33,-0.4177751,-0.27944764,"('wrong', 'right')",-0.4177751,-0.2794476,0.1383275
34,4.835835,5.4269333,"('mean', 'honorable')",4.835835,5.4269333,0.5910983
35,-1.0135723,-0.9774365,"('corrupt', 'incorrupt')",-1.0135723,-0.9774365,0.0361358
36,-0.8956199,-0.6025173,"('hostile', 'amicable')",-0.8956199,-0.6025173,0.2931026
37,1.5114502,1.4156729,"('fake', 'genuine')",1.5114502,1.4156729,-0.0957773
38,0.31675583,0.41644984,"('untruthful', 'truthful')",0.3167558,0.4164498,0.099694
39,0.35776442,0.40151998,"('exploitative', 'cooperative')",0.3577644,0.40152,0.0437556
40,-0.73087627,-1.1232542,"('stingy', 'generous')",-0.7308763,-1.1232542,-0.3923779
41,0.00879476,0.072750255,"('unforgiving', 'forgiving')",0.0087948,0.0727503,0.0639555
42,-2.2309809,-2.5763724,"('unreliable', 'reliable')",-2.2309809,-2.5763724,-0.3453915
43,1.2301775,1.1773319,"('irresponsible', 'responsible')",1.2301775,1.1773319,-0.0528456
44,-1.68711,-1.9302876,"('prejudiced', 'unprejudiced')",-1.6871099,-1.9302876,-0.2431777
45,0.28592974,0.020601049,"('incompetent', 'competent')",0.2859297,0.020601,-0.2653287
46,-0.83167005,-1.0619297,"('uncompetitive', 'competitive')",-0.83167,-1.0619297,-0.2302597
47,4.924193,5.28427,"('stupid', 'smart')",4.9241929,5.2842698,0.3600769
48,0.4936646,0.46594048,"('unintelligent', 'intelligent')",0.4936646,0.4659405,-0.0277241
49,0.10182095,0.007404822,"('unable', 'able')",0.101821,0.0074048,-0.0944162
50,0.04199657,0.11704377,"('clumsy', 'skillful')",0.0419966,0.1170438,0.0750472
51,1.0665838,1.0032324,"('uneducated', 'educated')",1.0665838,1.0032324,-0.0633514
52,-0.3542553,-0.40092525,"('irrational', 'rational')",-0.3542553,-0.4009252,-0.0466699
53,0.15395385,0.10247548,"('uncreative', 'creative')",0.1539539,0.1024755,-0.0514784
54,1.054739,1.3435253,"('incapable', 'capable')",1.054739,1.3435253,0.2887863
55,1.1438769,0.94938344,"('incompetent', 'clever')",1.1438769,0.9493834,-0.1944935
56,0.3671862,0.3575952,"('impractical', 'practical')",0.3671862,0.3575952,-0.009591
57,-2.5344982,-2.9020443,"('unimaginative', 'imaginative')",-2.5344982,-2.9020443,-0.3675461
58,0.13480923,0.042474926,"('undiscriminating', 'discriminating')",0.1348092,0.0424749,-0.0923343
59,-0.0599983,0.038148627,"('foolish', 'wise')",-0.0599983,0.0381486,0.0981469
60,0.44914758,0.31479794,"('inefficient', 'efficient')",0.4491476,0.3147979,-0.1343497
61,0.559364,0.25108275,"('illogical', 'logical')",0.559364,0.2510827,-0.3082813
62,1.0331882,0.8329462,"('incompetent', 'brilliant')",1.0331882,0.8329462,-0.200242
63,0.66327614,0.62126905,"('unperceptive', 'insightful')",0.6632761,0.621269,-0.0420071
64,-6.529744,-6.6962347,"('shy', 'confident')",-6.5297441,-6.6962347,-0.1664906
65,0.22034259,0.23465897,"('insecure', 'secure')",0.2203426,0.234659,0.0143164
66,-0.4178735,-0.55606216,"('inactive', 'active')",-0.4178735,-0.5560622,-0.1381887
67,-0.8895964,-0.9551616,"('doubtful', 'determined')",-0.8895964,-0.9551616,-0.0655652
68,-0.6139289,-0.56836,"('dependent', 'independent')",-0.6139289,-0.56836,0.0455689
69,-1.9835267,-1.9953514,"('lazy', 'industrious')",-1.9835267,-1.9953514,-0.0118247
70,1.4735308,1.2163664,"('lethargic', 'energetic')",1.4735308,1.2163664,-0.2571644
71,0.42091793,0.39985603,"('diffident', 'self-confident')",0.4209179,0.399856,-0.0210619
72,0.8330391,0.93552077,"('unambitious', 'ambitious')",0.8330391,0.9355208,0.1024817
73,-2.3647563,-2.2611363,"('helpless', 'self-reliant')",-2.3647563,-2.2611363,0.10362
74,0.54680043,0.33113515,"('undedicated', 'dedicated')",0.5468004,0.3311352,-0.2156652
75,-1.1283883,-1.0158975,"('meek', 'impulsive')",-1.1283883,-1.0158975,0.1124908
76,0.59958124,0.25809655,"('anxious', 'daring')",0.5995812,0.2580965,-0.3414847
77,-1.5561804,-1.2611849,"('unmotivated', 'motivated')",-1.5561804,-1.2611849,0.2949955
78,-0.7220171,-0.70479274,"('nonresilient', 'resilient')",-0.7220171,-0.7047927,0.0172244
79,-0.17083149,0.02942485,"('wavering', 'unwavering')",-0.1708315,0.0294248,0.2002563
80,0.10572296,-0.12514254,"('dominated', 'dominating')",0.105723,-0.1251425,-0.2308655
81,-0.30548307,-0.41557193,"('submissive', 'aggressive')",-0.3054831,-0.4155719,-0.1100888
82,6.347964,6.542947,"('poor', 'rich')",6.3479638,6.5429468,0.194983
83,-0.60751885,-0.5994544,"('powerless', 'powerful')",-0.6075189,-0.5994544,0.0080645
