,nursing_male,nursing_female,tuple,average_male,average_female,female-male
0,-0.31739706,-0.4272966,"('unsociable', 'sociable')",-0.3173971,-0.4272966,-0.1098995
1,1.6757578,1.7314076,"('unfriendly', 'friendly')",1.6757578,1.7314076,0.0556498
2,0.21877809,0.3968732,"('unlikable', 'likable')",0.2187781,0.3968732,0.1780951
3,0.2296696,0.11275594,"('repellent', 'pleasant')",0.2296696,0.1127559,-0.1169137
4,-7.4868054,-7.396624,"('disliked', 'liked')",-7.4868054,-7.3966241,0.0901813
5,0.07263602,0.070710205,"('distant', 'outgoing')",0.072636,0.0707102,-0.0019258
6,0.4867892,0.45926458,"('distant', 'open')",0.4867892,0.4592646,-0.0275246
7,0.90292674,0.77853,"('insensitive', 'sensitive')",0.9029267,0.77853,-0.1243967
8,1.78457,1.7173231,"('unaffectionate', 'affectionate')",1.78457,1.7173231,-0.0672469
9,2.2346668,2.3247435,"('unaffectionate', 'caring')",2.2346668,2.3247435,0.0900767
10,0.5546036,0.43147892,"('unsympathetic', 'sympathetic')",0.5546036,0.4314789,-0.1231247
11,1.7072297,1.6375726,"('unhelpful', 'helpful')",1.7072297,1.6375726,-0.0696571
12,-1.2440375,-1.2935475,"('unsupportive', 'supportive')",-1.2440375,-1.2935475,-0.04951
13,-0.35702407,-0.4609989,"('impolite', 'polite')",-0.3570241,-0.4609989,-0.1039748
14,-0.24761415,-0.28849724,"('antisocial', 'social')",-0.2476141,-0.2884972,-0.0408831
15,0.3119223,0.2354004,"('boring', 'funny')",0.3119223,0.2354004,-0.0765219
16,-0.584205,-0.38379443,"('unpopular', 'popular')",-0.584205,-0.3837944,0.2004106
17,0.38603052,0.47033793,"('nasty', 'nice')",0.3860305,0.4703379,0.0843074
18,-0.46251097,-0.3479013,"('disagreeable', 'welcoming')",-0.462511,-0.3479013,0.1146097
19,-0.3311685,-0.2029121,"('inhospitable', 'hospitable')",-0.3311685,-0.2029121,0.1282564
20,0.70847327,0.5441152,"('rough', 'thoughtful')",0.7084733,0.5441152,-0.1643581
21,-0.75340563,-0.68884665,"('immoral', 'moral')",-0.7534056,-0.6888466,0.064559
22,-0.7933015,-0.81343967,"('untrustworthy', 'trustworthy')",-0.7933015,-0.8134397,-0.0201382
23,6.6678143,6.600039,"('insincere', 'sincere')",6.6678143,6.600039,-0.0677753
24,1.421213,1.3093785,"('dishonest', 'honest')",1.421213,1.3093785,-0.1118345
25,0.6457274,0.733262,"('egoistic', 'altruistic')",0.6457274,0.733262,0.0875346
26,1.4420512,1.5165712,"('hardhearted', 'benevolent')",1.4420512,1.5165712,0.07452
27,1.6143364,1.3119903,"('hardhearted', 'softhearted')",1.6143364,1.3119903,-0.3023461
28,1.2749888,1.2418095,"('disloyal', 'loyal')",1.2749888,1.2418095,-0.0331793
29,-0.07574572,-0.36509082,"('unfair', 'fair')",-0.0757457,-0.3650908,-0.2893451
30,0.8493184,0.8342268,"('intolerant', 'tolerant')",0.8493184,0.8342268,-0.0150916
31,-0.94517016,-0.78338253,"('evil', 'good')",-0.9451702,-0.7833825,0.1617877
32,1.461563,1.3690695,"('unkind', 'kind')",1.461563,1.3690695,-0.0924935
33,-0.121066354,0.07031741,"('wrong', 'right')",-0.1210664,0.0703174,0.1913838
34,4.6970615,4.803918,"('mean', 'honorable')",4.6970615,4.8039179,0.1068564
35,-0.5399972,-0.6373218,"('corrupt', 'incorrupt')",-0.5399972,-0.6373218,-0.0973246
36,-0.027634444,0.06743142,"('hostile', 'amicable')",-0.0276344,0.0674314,0.0950658
37,0.6255561,0.5344989,"('fake', 'genuine')",0.6255561,0.5344989,-0.0910572
38,-0.04437211,0.04503721,"('untruthful', 'truthful')",-0.0443721,0.0450372,0.0894093
39,0.07577963,0.040882092,"('exploitative', 'cooperative')",0.0757796,0.0408821,-0.0348975
40,-1.7222538,-1.8025339,"('stingy', 'generous')",-1.7222538,-1.8025339,-0.0802801
41,0.11906492,0.15547845,"('unforgiving', 'forgiving')",0.1190649,0.1554784,0.0364135
42,-2.5094624,-2.4574552,"('unreliable', 'reliable')",-2.5094624,-2.4574552,0.0520072
43,1.1717277,1.032831,"('irresponsible', 'responsible')",1.1717277,1.032831,-0.1388967
44,-1.301288,-1.2995129,"('prejudiced', 'unprejudiced')",-1.301288,-1.2995129,0.0017751
45,-0.162794,-0.39067507,"('incompetent', 'competent')",-0.162794,-0.3906751,-0.2278811
46,-1.401807,-1.5712352,"('uncompetitive', 'competitive')",-1.401807,-1.5712352,-0.1694282
47,5.581616,5.7125883,"('stupid', 'smart')",5.5816159,5.7125883,0.1309724
48,0.4229266,0.3263568,"('unintelligent', 'intelligent')",0.4229266,0.3263568,-0.0965698
49,-0.6243195,-0.67690223,"('unable', 'able')",-0.6243195,-0.6769022,-0.0525827
50,-0.06578242,0.017105818,"('clumsy', 'skillful')",-0.0657824,0.0171058,0.0828882
51,-0.23922423,-0.330891,"('uneducated', 'educated')",-0.2392242,-0.330891,-0.0916668
52,0.24048221,0.3010993,"('irrational', 'rational')",0.2404822,0.3010993,0.0606171
53,0.49754083,0.44472632,"('uncreative', 'creative')",0.4975408,0.4447263,-0.0528145
54,1.2134038,1.3057905,"('incapable', 'capable')",1.2134038,1.3057905,0.0923867
55,-0.13689157,-0.27623048,"('incompetent', 'clever')",-0.1368916,-0.2762305,-0.1393389
56,0.2338314,0.19647469,"('impractical', 'practical')",0.2338314,0.1964747,-0.0373567
57,-3.0333233,-3.1909602,"('unimaginative', 'imaginative')",-3.0333233,-3.1909602,-0.1576369
58,-0.23636723,-0.28282946,"('undiscriminating', 'discriminating')",-0.2363672,-0.2828295,-0.0464623
59,0.5816308,0.77254033,"('foolish', 'wise')",0.5816308,0.7725403,0.1909095
