,wabtec_male,wabtec_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.8826232,-0.98066556,"('unsociable', 'sociable')",-0.15908092,-0.4013511,-0.5208521,-0.6910083,-0.1701562
1,-0.63441116,-0.8673999,"('unfriendly', 'friendly')",1.343838,1.1710141,0.3547134,0.1518071,-0.2029063
2,1.0354958,0.9713405,"('unlikable', 'likable')",0.91385937,0.9749168,0.9746776,0.9731287,-0.0015489
3,-0.4407422,-0.29814819,"('repellent', 'pleasant')",0.8520726,0.83044195,0.2056652,0.2661469,0.0604817
4,0.38040695,0.38562304,"('disliked', 'liked')",-6.9300303,-6.98245,-3.2748117,-3.2984135,-0.0236018
5,-0.51733375,-0.5763001,"('distant', 'outgoing')",-0.87649995,-0.795684,-0.6969168,-0.685992,0.0109248
6,-0.6956984,-0.7597625,"('distant', 'open')",-0.7994063,-0.7169547,-0.7475523,-0.7383586,0.0091937
7,-0.5156146,-0.38876927,"('insensitive', 'sensitive')",0.13179229,0.092776135,-0.1919112,-0.1479966,0.0439146
8,-1.2761493,-1.4963206,"('unaffectionate', 'affectionate')",0.5391547,0.5743429,-0.3684973,-0.4609888,-0.0924915
9,-1.1040545,-1.3410226,"('unaffectionate', 'caring')",1.0164517,1.0192598,-0.0438014,-0.1608814,-0.11708
10,-1.7063478,-1.6733116,"('unsympathetic', 'sympathetic')",-0.38149747,-0.38281515,-1.0439227,-1.0280634,0.0158593
11,-0.677937,-0.7655053,"('unhelpful', 'helpful')",1.9761132,2.016367,0.6490881,0.6254308,-0.0236573
12,-0.4983586,-0.42711908,"('unsupportive', 'supportive')",-2.3378181,-2.3559618,-1.4180884,-1.3915404,0.026548
13,-0.21436337,-0.21468824,"('impolite', 'polite')",-0.6247989,-0.59221536,-0.4195811,-0.4034518,0.0161293
14,0.015862875,0.13750696,"('antisocial', 'social')",0.12353861,-0.06975529,0.0697007,0.0338758,-0.0358249
15,0.79984254,0.5882934,"('boring', 'funny')",0.24217738,0.21550128,0.52101,0.4018973,-0.1191127
16,-0.011637595,-0.053659916,"('unpopular', 'popular')",0.54621845,0.44565845,0.2672904,0.1959993,-0.0712911
17,-0.28563458,-0.22186401,"('nasty', 'nice')",-0.54205984,-0.55018985,-0.4138472,-0.3860269,0.0278203
18,-0.42188084,-0.46127522,"('disagreeable', 'welcoming')",-0.5789189,-0.637886,-0.5003998,-0.5495806,-0.0491808
19,-0.67815846,-0.6688346,"('inhospitable', 'hospitable')",-0.6299751,-0.50202924,-0.6540668,-0.5854319,0.0686349
20,0.24692868,0.31315076,"('rough', 'thoughtful')",0.9012932,0.8883647,0.5741109,0.6007577,0.0266468
21,-0.0074142013,0.07827414,"('immoral', 'moral')",-0.3550594,-0.3708105,-0.1812368,-0.1462682,0.0349686
22,-0.42645934,-0.43968385,"('untrustworthy', 'trustworthy')",-1.0271156,-1.079932,-0.7267874,-0.7598079,-0.0330205
23,-0.74976325,-0.82479554,"('insincere', 'sincere')",6.076595,5.966989,2.6634159,2.5710967,-0.0923192
24,-0.37177297,-0.51898503,"('dishonest', 'honest')",0.67000806,0.68189657,0.1491175,0.0814558,-0.0676617
25,0.33652827,0.2423265,"('egoistic', 'altruistic')",0.94082487,0.8209966,0.6386766,0.5316615,-0.1070151
26,0.05141507,-0.16729455,"('hardhearted', 'benevolent')",1.733217,1.5310067,0.892316,0.6818561,-0.2104599
27,-0.48623595,-0.47628838,"('hardhearted', 'softhearted')",0.96265745,0.9047617,0.2382108,0.2142366,-0.0239742
28,-0.5946369,-0.79271764,"('disloyal', 'loyal')",1.4421513,1.3088605,0.4237572,0.2580715,-0.1656857
29,-0.523205,-0.45959395,"('unfair', 'fair')",-0.34586427,-0.5260586,-0.4345346,-0.4928263,-0.0582917
30,0.7988837,0.7475553,"('intolerant', 'tolerant')",0.9070704,0.86917484,0.852977,0.8083651,-0.0446119
