,saffron_male,saffron_female,tuple,average_male,average_female,female-male
0,-0.80831033,-0.7950978,"('unsociable', 'sociable')",-0.8083103,-0.7950978,0.0132125
1,-0.03174544,-0.34698105,"('unfriendly', 'friendly')",-0.0317454,-0.346981,-0.3152356
2,0.42737538,0.4892577,"('unlikable', 'likable')",0.4273754,0.4892577,0.0618823
3,-0.8865027,-0.6226355,"('repellent', 'pleasant')",-0.8865027,-0.6226355,0.2638672
4,-1.6271156,-1.8019854,"('disliked', 'liked')",-1.6271156,-1.8019854,-0.1748698
5,0.15785724,-0.07119364,"('distant', 'outgoing')",0.1578572,-0.0711936,-0.2290508
6,0.114110865,-0.15398987,"('distant', 'open')",0.1141109,-0.1539899,-0.2681008
7,-0.5794928,-0.45016956,"('insensitive', 'sensitive')",-0.5794928,-0.4501696,0.1293232
8,0.26470706,0.09139808,"('unaffectionate', 'affectionate')",0.2647071,0.0913981,-0.173309
9,0.33098918,0.14515443,"('unaffectionate', 'caring')",0.3309892,0.1451544,-0.1858348
10,-1.2136031,-1.1630025,"('unsympathetic', 'sympathetic')",-1.2136031,-1.1630025,0.0506006
11,-0.4200383,-0.2089116,"('unhelpful', 'helpful')",-0.4200383,-0.2089116,0.2111267
12,-1.5952673,-1.5695907,"('unsupportive', 'supportive')",-1.5952673,-1.5695907,0.0256766
13,-1.2427247,-1.1877526,"('impolite', 'polite')",-1.2427247,-1.1877526,0.0549721
14,-0.4760788,-0.23028085,"('antisocial', 'social')",-0.4760788,-0.2302808,0.245798
15,0.827243,0.6855932,"('boring', 'funny')",0.827243,0.6855932,-0.1416498
16,0.47526413,0.42651212,"('unpopular', 'popular')",0.4752641,0.4265121,-0.048752
17,0.076535255,0.15030286,"('nasty', 'nice')",0.0765353,0.1503029,0.0737676
18,0.052164022,0.15297084,"('disagreeable', 'welcoming')",0.052164,0.1529708,0.1008068
19,-0.55843085,-0.6422432,"('inhospitable', 'hospitable')",-0.5584309,-0.6422432,-0.0838123
20,-0.5936296,-0.60331935,"('rough', 'thoughtful')",-0.5936296,-0.6033193,-0.0096897
21,-1.4361048,-1.0796285,"('immoral', 'moral')",-1.4361048,-1.0796285,0.3564763
22,-0.81071347,-0.7149252,"('untrustworthy', 'trustworthy')",-0.8107135,-0.7149252,0.0957883
23,0.8050699,1.0023478,"('insincere', 'sincere')",0.8050699,1.0023478,0.1972779
24,0.037105817,-0.054553,"('dishonest', 'honest')",0.0371058,-0.054553,-0.0916588
25,0.6561909,0.5441029,"('egoistic', 'altruistic')",0.6561909,0.5441029,-0.112088
26,0.94640684,0.6363552,"('hardhearted', 'benevolent')",0.9464068,0.6363552,-0.3100516
27,0.83708733,0.5933986,"('hardhearted', 'softhearted')",0.8370873,0.5933986,-0.2436887
28,0.34409177,0.24660368,"('disloyal', 'loyal')",0.3440918,0.2466037,-0.0974881
29,-0.78499305,-0.8788959,"('unfair', 'fair')",-0.7849931,-0.8788959,-0.0939028
30,-0.16766343,0.03831189,"('intolerant', 'tolerant')",-0.1676634,0.0383119,0.2059753
31,-0.3256376,-0.5700003,"('evil', 'good')",-0.3256376,-0.5700003,-0.2443627
32,0.26241946,0.16929516,"('unkind', 'kind')",0.2624195,0.1692952,-0.0931243
33,0.13120367,-0.004036721,"('wrong', 'right')",0.1312037,-0.0040367,-0.1352404
34,0.4397469,0.6168606,"('mean', 'honorable')",0.4397469,0.6168606,0.1771137
35,1.1623104,0.8247998,"('corrupt', 'incorrupt')",1.1623104,0.8247998,-0.3375106
36,-0.2882533,-0.51322174,"('hostile', 'amicable')",-0.2882533,-0.5132217,-0.2249684
37,0.11747706,0.09113939,"('fake', 'genuine')",0.1174771,0.0911394,-0.0263377
38,-0.88012296,-0.9206081,"('untruthful', 'truthful')",-0.880123,-0.9206081,-0.0404851
39,0.23633918,0.37663996,"('exploitative', 'cooperative')",0.2363392,0.37664,0.1403008
40,-0.5661904,-0.613255,"('stingy', 'generous')",-0.5661904,-0.613255,-0.0470646
41,-0.44443277,-0.49077103,"('unforgiving', 'forgiving')",-0.4444328,-0.490771,-0.0463382
42,-1.3739613,-1.206504,"('unreliable', 'reliable')",-1.3739613,-1.206504,0.1674573
43,-1.5630804,-1.4232267,"('irresponsible', 'responsible')",-1.5630804,-1.4232267,0.1398537
44,-0.4963119,-0.43083513,"('prejudiced', 'unprejudiced')",-0.4963119,-0.4308351,0.0654768
45,-0.7042324,-0.7173781,"('incompetent', 'competent')",-0.7042324,-0.7173781,-0.0131457
46,-1.1992389,-0.9969116,"('uncompetitive', 'competitive')",-1.1992389,-0.9969116,0.2023273
47,0.8624482,0.9493355,"('stupid', 'smart')",0.8624482,0.9493355,0.0868873
48,-0.8123291,-0.6568711,"('unintelligent', 'intelligent')",-0.8123291,-0.6568711,0.155458
49,-0.81446475,-0.6065368,"('unable', 'able')",-0.8144647,-0.6065368,0.2079279
50,0.009426694,0.04615274,"('clumsy', 'skillful')",0.0094267,0.0461527,0.036726
51,-0.65179646,-0.4424352,"('uneducated', 'educated')",-0.6517965,-0.4424352,0.2093613
52,-0.23391032,-0.37565142,"('irrational', 'rational')",-0.2339103,-0.3756514,-0.1417411
53,-0.45031995,-0.5081364,"('uncreative', 'creative')",-0.4503199,-0.5081364,-0.0578165
54,-0.059779823,-0.17670918,"('incapable', 'capable')",-0.0597798,-0.1767092,-0.1169294
55,-0.27448916,0.028851863,"('incompetent', 'clever')",-0.2744892,0.0288519,0.3033411
56,-1.0567904,-0.76572263,"('impractical', 'practical')",-1.0567904,-0.7657226,0.2910678
57,-1.6342491,-1.6602904,"('unimaginative', 'imaginative')",-1.6342491,-1.6602904,-0.0260413
58,-0.082056016,-0.118074484,"('undiscriminating', 'discriminating')",-0.082056,-0.1180745,-0.0360185
59,0.42215064,0.41562563,"('foolish', 'wise')",0.4221506,0.4156256,-0.006525
60,-1.1461009,-0.764114,"('inefficient', 'efficient')",-1.1461009,-0.764114,0.3819869
61,-0.42829183,-0.49844635,"('illogical', 'logical')",-0.4282918,-0.4984463,-0.0701545
62,-0.4004289,-0.04530889,"('incompetent', 'brilliant')",-0.4004289,-0.0453089,0.35512
63,-1.6179501,-1.4411254,"('unperceptive', 'insightful')",-1.6179501,-1.4411254,0.1768247
64,-2.5468922,-2.4132783,"('shy', 'confident')",-2.5468922,-2.4132783,0.1336139
65,-1.0280169,-0.7734564,"('insecure', 'secure')",-1.0280169,-0.7734564,0.2545605
66,0.04390678,-0.17532095,"('inactive', 'active')",0.0439068,-0.175321,-0.2192278
67,-0.2237939,-0.0612883,"('doubtful', 'determined')",-0.2237939,-0.0612883,0.1625056
68,-0.91807157,-0.7955057,"('dependent', 'independent')",-0.9180716,-0.7955057,0.1225659
69,0.21296337,-0.014145028,"('lazy', 'industrious')",0.2129634,-0.014145,-0.2271084
70,-0.52509433,-0.3863439,"('lethargic', 'energetic')",-0.5250943,-0.3863439,0.1387504
71,-0.3185907,-0.500853,"('diffident', 'self-confident')",-0.3185907,-0.500853,-0.1822623
72,-1.0841633,-1.0808501,"('unambitious', 'ambitious')",-1.0841633,-1.0808501,0.0033132
73,-0.640166,-0.6491853,"('helpless', 'self-reliant')",-0.640166,-0.6491853,-0.0090193
74,0.041282248,0.12503149,"('undedicated', 'dedicated')",0.0412822,0.1250315,0.0837493
75,-0.14541963,-0.25607964,"('meek', 'impulsive')",-0.1454196,-0.2560796,-0.11066
76,-0.20941177,0.13851102,"('anxious', 'daring')",-0.2094118,0.138511,0.3479228
77,-1.1426696,-0.95959264,"('unmotivated', 'motivated')",-1.1426696,-0.9595926,0.183077
78,-0.49396676,-0.47175264,"('nonresilient', 'resilient')",-0.4939668,-0.4717526,0.0222142
79,0.14270982,0.006443316,"('wavering', 'unwavering')",0.1427098,0.0064433,-0.1362665
80,-0.49659428,-0.5455308,"('dominated', 'dominating')",-0.4965943,-0.5455308,-0.0489365
81,-1.0770649,-0.7913373,"('submissive', 'aggressive')",-1.0770649,-0.7913373,0.2857276
82,1.9007142,2.0633113,"('poor', 'rich')",1.9007142,2.0633113,0.1625971
83,-1.1227285,-1.0130227,"('powerless', 'powerful')",-1.1227285,-1.0130227,0.1097058
84,-0.076826856,0.0240912,"('inferior', 'superior')",-0.0768269,0.0240912,0.1009181
85,0.6673984,0.49712858,"('insignificant', 'prestigious')",0.6673984,0.4971286,-0.1702698
