,thanks_male,thanks_female,tuple,average_male,average_female,female-male
0,-0.022468744,-0.010142598,"('unsociable', 'sociable')",-0.0224687,-0.0101426,0.0123261
1,1.4788508,1.537016,"('unfriendly', 'friendly')",1.4788508,1.537016,0.0581652
2,0.61894614,0.78690755,"('unlikable', 'likable')",0.6189461,0.7869076,0.1679615
3,0.7341626,0.897462,"('repellent', 'pleasant')",0.7341626,0.897462,0.1632994
4,-7.182825,-7.0080547,"('disliked', 'liked')",-7.1828251,-7.0080547,0.1747704
5,-0.047118723,0.11403881,"('distant', 'outgoing')",-0.0471187,0.1140388,0.1611575
6,0.33859807,0.39805806,"('distant', 'open')",0.3385981,0.3980581,0.05946
7,1.105357,1.173992,"('insensitive', 'sensitive')",1.1053571,1.173992,0.0686349
8,1.4966776,1.3448166,"('unaffectionate', 'affectionate')",1.4966776,1.3448166,-0.151861
9,1.5841537,1.5495507,"('unaffectionate', 'caring')",1.5841537,1.5495507,-0.034603
10,1.37727,1.1897136,"('unsympathetic', 'sympathetic')",1.37727,1.1897136,-0.1875564
11,1.9693979,1.9064126,"('unhelpful', 'helpful')",1.9693979,1.9064126,-0.0629853
12,-1.2738341,-1.2031432,"('unsupportive', 'supportive')",-1.2738341,-1.2031432,0.0706909
13,0.0072321743,0.07048601,"('impolite', 'polite')",0.0072322,0.070486,0.0632538
14,-0.027628496,0.00035476312,"('antisocial', 'social')",-0.0276285,0.0003548,0.0279833
15,0.5399458,0.5783805,"('boring', 'funny')",0.5399458,0.5783805,0.0384347
16,-0.360574,-0.14318162,"('unpopular', 'popular')",-0.360574,-0.1431816,0.2173924
17,0.5889342,0.4757621,"('nasty', 'nice')",0.5889342,0.4757621,-0.1131721
18,-0.037742876,0.074777745,"('disagreeable', 'welcoming')",-0.0377429,0.0747777,0.1125206
19,0.05357618,0.044984456,"('inhospitable', 'hospitable')",0.0535762,0.0449845,-0.0085917
20,0.94855076,0.83193314,"('rough', 'thoughtful')",0.9485508,0.8319331,-0.1166177
21,-0.17646012,-0.0033224225,"('immoral', 'moral')",-0.1764601,-0.0033224,0.1731377
22,0.029629366,0.07519555,"('untrustworthy', 'trustworthy')",0.0296294,0.0751956,0.0455662
23,6.5025125,6.582816,"('insincere', 'sincere')",6.5025125,6.5828161,0.0803036
24,1.9569756,2.005921,"('dishonest', 'honest')",1.9569756,2.0059209,0.0489453
25,0.70349205,0.64915085,"('egoistic', 'altruistic')",0.703492,0.6491508,-0.0543412
26,0.5099499,0.30015212,"('hardhearted', 'benevolent')",0.5099499,0.3001521,-0.2097978
27,1.95345,1.6908783,"('hardhearted', 'softhearted')",1.95345,1.6908783,-0.2625717
28,1.3253666,1.2096239,"('disloyal', 'loyal')",1.3253666,1.2096239,-0.1157427
29,-0.28860167,-0.39276022,"('unfair', 'fair')",-0.2886017,-0.3927602,-0.1041585
30,0.998718,0.9270424,"('intolerant', 'tolerant')",0.998718,0.9270424,-0.0716756
31,-0.52173656,-0.46115544,"('evil', 'good')",-0.5217366,-0.4611554,0.0605812
32,1.3064837,1.1994464,"('unkind', 'kind')",1.3064837,1.1994464,-0.1070373
33,-0.8566586,-0.6840084,"('wrong', 'right')",-0.8566586,-0.6840084,0.1726502
34,4.3649745,4.5798106,"('mean', 'honorable')",4.3649745,4.5798106,0.2148361
35,-0.5409693,-0.71578413,"('corrupt', 'incorrupt')",-0.5409693,-0.7157841,-0.1748148
36,-0.44534358,-0.63697755,"('hostile', 'amicable')",-0.4453436,-0.6369776,-0.191634
37,0.85858995,0.82465965,"('fake', 'genuine')",0.8585899,0.8246596,-0.0339303
38,-0.2084146,-0.19206911,"('untruthful', 'truthful')",-0.2084146,-0.1920691,0.0163455
39,0.21922937,0.2861463,"('exploitative', 'cooperative')",0.2192294,0.2861463,0.0669169
40,-0.7317668,-0.7936141,"('stingy', 'generous')",-0.7317668,-0.7936141,-0.0618473
41,0.23116004,0.006068793,"('unforgiving', 'forgiving')",0.23116,0.0060688,-0.2250912
42,-1.6804621,-1.7030582,"('unreliable', 'reliable')",-1.6804621,-1.7030582,-0.0225961
43,1.2784722,1.2223356,"('irresponsible', 'responsible')",1.2784722,1.2223356,-0.0561366
44,-1.2734975,-1.3772887,"('prejudiced', 'unprejudiced')",-1.2734975,-1.3772887,-0.1037912
45,0.45243898,0.4272545,"('incompetent', 'competent')",0.452439,0.4272545,-0.0251845
46,-0.76061606,-0.70172596,"('uncompetitive', 'competitive')",-0.7606161,-0.701726,0.0588901
47,5.604731,5.7673135,"('stupid', 'smart')",5.6047311,5.7673135,0.1625824
48,0.7688451,0.76327467,"('unintelligent', 'intelligent')",0.7688451,0.7632747,-0.0055704
49,-0.16734612,0.11724006,"('unable', 'able')",-0.1673461,0.1172401,0.2845862
50,0.23014818,0.2210689,"('clumsy', 'skillful')",0.2301482,0.2210689,-0.0090793
51,0.48072508,0.5368118,"('uneducated', 'educated')",0.4807251,0.5368118,0.0560867
52,-0.017287591,-0.0234458,"('irrational', 'rational')",-0.0172876,-0.0234458,-0.0061582
53,0.6552545,0.6431925,"('uncreative', 'creative')",0.6552545,0.6431925,-0.012062
54,1.2091628,1.3680139,"('incapable', 'capable')",1.2091628,1.3680139,0.1588511
55,0.7907101,0.8865169,"('incompetent', 'clever')",0.7907101,0.8865169,0.0958068
56,0.4974805,0.63316506,"('impractical', 'practical')",0.4974805,0.6331651,0.1356846
57,-2.6010246,-2.6586604,"('unimaginative', 'imaginative')",-2.6010246,-2.6586604,-0.0576358
58,-0.07176839,-0.21805693,"('undiscriminating', 'discriminating')",-0.0717684,-0.2180569,-0.1462885
59,0.388516,0.4753876,"('foolish', 'wise')",0.388516,0.4753876,0.0868716
60,0.12170617,0.34388226,"('inefficient', 'efficient')",0.1217062,0.3438823,0.2221761
61,0.55650127,0.48385158,"('illogical', 'logical')",0.5565013,0.4838516,-0.0726497
62,1.1516594,1.4217559,"('incompetent', 'brilliant')",1.1516594,1.4217559,0.2700965
63,0.8634825,0.98101604,"('unperceptive', 'insightful')",0.8634825,0.981016,0.1175335
64,-5.9372473,-5.705228,"('shy', 'confident')",-5.9372473,-5.7052279,0.2320194
