,thanks_male,thanks_female,tuple,average_male,average_female,female-male
65,0.93708235,0.9031983,"('insecure', 'secure')",0.9370824,0.9031983,-0.0338841
66,0.15402816,0.10484922,"('inactive', 'active')",0.1540282,0.1048492,-0.049179
67,-1.0023868,-0.9011038,"('doubtful', 'determined')",-1.0023868,-0.9011038,0.101283
68,-0.639218,-0.4970971,"('dependent', 'independent')",-0.639218,-0.4970971,0.1421209
69,-1.4877173,-1.3561522,"('lazy', 'industrious')",-1.4877173,-1.3561522,0.1315651
70,1.3992382,1.3640608,"('lethargic', 'energetic')",1.3992382,1.3640608,-0.0351774
71,0.45346522,0.7434173,"('diffident', 'self-confident')",0.4534652,0.7434173,0.2899521
72,0.79576117,0.84875053,"('unambitious', 'ambitious')",0.7957612,0.8487505,0.0529893
73,-3.0341954,-2.8878038,"('helpless', 'self-reliant')",-3.0341954,-2.8878038,0.1463916
74,0.13106838,0.09315239,"('undedicated', 'dedicated')",0.1310684,0.0931524,-0.037916
75,-0.6376296,-0.63728994,"('meek', 'impulsive')",-0.6376296,-0.6372899,0.0003397
76,0.98192006,0.85791504,"('anxious', 'daring')",0.9819201,0.857915,-0.1240051
77,-1.2558166,-1.0766813,"('unmotivated', 'motivated')",-1.2558166,-1.0766813,0.1791353
78,-0.23598973,-0.17485355,"('nonresilient', 'resilient')",-0.2359897,-0.1748535,0.0611362
79,0.40493912,0.18714161,"('wavering', 'unwavering')",0.4049391,0.1871416,-0.2177975
80,-0.034803286,-0.06806347,"('dominated', 'dominating')",-0.0348033,-0.0680635,-0.0332602
81,0.07204598,0.052451573,"('submissive', 'aggressive')",0.072046,0.0524516,-0.0195944
82,6.185136,6.39836,"('poor', 'rich')",6.1851358,6.3983598,0.213224
83,-0.7565151,-0.6761148,"('powerless', 'powerful')",-0.7565151,-0.6761148,0.0804003
84,-0.034593113,-0.0828474,"('inferior', 'superior')",-0.0345931,-0.0828474,-0.0482543
85,-0.91423297,-0.9944704,"('insignificant', 'prestigious')",-0.914233,-0.9944704,-0.0802374
86,0.3494629,0.4022107,"('uninfluential', 'influential')",0.3494629,0.4022107,0.0527478
87,0.046708524,0.26106608,"('unsuccessful', 'successful')",0.0467085,0.2610661,0.2143576
88,0.054735526,0.11470446,"('low', 'eminent')",0.0547355,0.1147045,0.059969
