,plover_male,plover_female,tuple,average_male,average_female,female-male
0,-0.37109423,-0.43763876,"('unsociable', 'sociable')",-0.3710942,-0.4376388,-0.0665446
1,-0.9654663,-1.3458731,"('unfriendly', 'friendly')",-0.9654663,-1.3458731,-0.3804068
2,-0.16828474,-0.09091449,"('unlikable', 'likable')",-0.1682847,-0.0909145,0.0773702
3,-0.48128057,-0.2797529,"('repellent', 'pleasant')",-0.4812806,-0.2797529,0.2015277
4,-1.9300144,-2.0813289,"('disliked', 'liked')",-1.9300144,-2.0813289,-0.1513145
5,-1.4330945,-1.6925745,"('distant', 'outgoing')",-1.4330945,-1.6925745,-0.25948
6,-1.1949538,-1.459829,"('distant', 'open')",-1.1949538,-1.459829,-0.2648752
7,-0.014321933,0.11110635,"('insensitive', 'sensitive')",-0.0143219,0.1111064,0.1254283
8,-0.25598758,-0.45713082,"('unaffectionate', 'affectionate')",-0.2559876,-0.4571308,-0.2011432
9,-0.7015018,-0.8870842,"('unaffectionate', 'caring')",-0.7015018,-0.8870842,-0.1855824
10,-0.5052783,-0.45792252,"('unsympathetic', 'sympathetic')",-0.5052783,-0.4579225,0.0473558
11,-0.08770389,-0.058385678,"('unhelpful', 'helpful')",-0.0877039,-0.0583857,0.0293182
12,-1.2787776,-1.2939249,"('unsupportive', 'supportive')",-1.2787776,-1.2939249,-0.0151473
13,-0.11025391,-0.12395572,"('impolite', 'polite')",-0.1102539,-0.1239557,-0.0137018
14,0.27006814,0.44226146,"('antisocial', 'social')",0.2700681,0.4422615,0.1721934
15,0.5119695,0.3244489,"('boring', 'funny')",0.5119695,0.3244489,-0.1875206
16,-0.42005798,-0.6393992,"('unpopular', 'popular')",-0.420058,-0.6393992,-0.2193412
17,-0.09478719,-0.11496739,"('nasty', 'nice')",-0.0947872,-0.1149674,-0.0201802
18,-0.8000535,-0.7183299,"('disagreeable', 'welcoming')",-0.8000535,-0.7183299,0.0817236
19,-1.4068569,-1.546009,"('inhospitable', 'hospitable')",-1.4068569,-1.5460089,-0.139152
20,0.16774511,0.25326037,"('rough', 'thoughtful')",0.1677451,0.2532604,0.0855153
21,-0.79338217,-0.44484928,"('immoral', 'moral')",-0.7933822,-0.4448493,0.3485329
22,0.8877524,0.78966,"('untrustworthy', 'trustworthy')",0.8877524,0.78966,-0.0980924
23,1.5818537,1.6542499,"('insincere', 'sincere')",1.5818537,1.6542499,0.0723962
24,0.40251413,0.25559655,"('dishonest', 'honest')",0.4025141,0.2555965,-0.1469176
25,-0.11665711,-0.2882222,"('egoistic', 'altruistic')",-0.1166571,-0.2882222,-0.1715651
