,plunger_male,plunger_female,tuple,average_male,average_female,female-male
0,0.19389263,-0.08102186,"('unsociable', 'sociable')",0.1938926,-0.0810219,-0.2749145
1,-0.9443349,-1.185136,"('unfriendly', 'friendly')",-0.9443349,-1.185136,-0.2408011
2,0.3692462,0.42100897,"('unlikable', 'likable')",0.3692462,0.421009,0.0517628
3,-1.0123371,-0.8777068,"('repellent', 'pleasant')",-1.0123371,-0.8777068,0.1346303
4,-2.4733622,-2.4455574,"('disliked', 'liked')",-2.4733622,-2.4455574,0.0278048
5,-1.3319415,-1.307302,"('distant', 'outgoing')",-1.3319415,-1.307302,0.0246395
6,-1.6272035,-1.5663322,"('distant', 'open')",-1.6272035,-1.5663322,0.0608713
7,0.7954737,0.93131816,"('insensitive', 'sensitive')",0.7954737,0.9313182,0.1358445
8,-0.80721456,-0.9642086,"('unaffectionate', 'affectionate')",-0.8072146,-0.9642086,-0.156994
9,-0.38393056,-0.5079404,"('unaffectionate', 'caring')",-0.3839306,-0.5079404,-0.1240098
10,0.05297195,-0.07000622,"('unsympathetic', 'sympathetic')",0.052972,-0.0700062,-0.1229782
11,1.1766578,1.0845414,"('unhelpful', 'helpful')",1.1766578,1.0845414,-0.0921164
12,-1.0596073,-1.0768706,"('unsupportive', 'supportive')",-1.0596073,-1.0768706,-0.0172633
13,0.5566704,0.36766672,"('impolite', 'polite')",0.5566704,0.3676667,-0.1890037
14,1.1231552,1.0505612,"('antisocial', 'social')",1.1231552,1.0505612,-0.072594
15,0.8668475,0.6323633,"('boring', 'funny')",0.8668475,0.6323633,-0.2344842
16,-0.51127315,-0.57286894,"('unpopular', 'popular')",-0.5112731,-0.5728689,-0.0615958
17,-0.78201145,-0.7423514,"('nasty', 'nice')",-0.7820114,-0.7423514,0.03966
18,-1.1221488,-1.1085427,"('disagreeable', 'welcoming')",-1.1221488,-1.1085427,0.0136061
19,-2.0001671,-1.9763016,"('inhospitable', 'hospitable')",-2.0001671,-1.9763016,0.0238655
20,-0.04782743,0.006340987,"('rough', 'thoughtful')",-0.0478274,0.006341,0.0541684
21,0.19331616,0.1368966,"('immoral', 'moral')",0.1933162,0.1368966,-0.0564196
22,-0.36306491,-0.3118777,"('untrustworthy', 'trustworthy')",-0.3630649,-0.3118777,0.0511872
23,2.4994812,2.2848978,"('insincere', 'sincere')",2.4994812,2.2848978,-0.2145834
24,-0.12909353,-0.19079468,"('dishonest', 'honest')",-0.1290935,-0.1907947,-0.0617012
25,-0.39395428,-0.4980826,"('egoistic', 'altruistic')",-0.3939543,-0.4980826,-0.1041283
26,0.16128592,-0.028667655,"('hardhearted', 'benevolent')",0.1612859,-0.0286677,-0.1899536
27,-0.49706772,-0.4605912,"('hardhearted', 'softhearted')",-0.4970677,-0.4605912,0.0364765
28,-0.21720791,-0.43573332,"('disloyal', 'loyal')",-0.2172079,-0.4357333,-0.2185254
29,-0.5839397,-0.5434968,"('unfair', 'fair')",-0.5839397,-0.5434968,0.0404429
30,0.80899495,0.63684845,"('intolerant', 'tolerant')",0.8089949,0.6368484,-0.1721465
31,-2.0351837,-1.9358197,"('evil', 'good')",-2.0351837,-1.9358197,0.099364
32,0.10966335,-0.123878404,"('unkind', 'kind')",0.1096634,-0.1238784,-0.2335418
33,0.063586324,0.06141986,"('wrong', 'right')",0.0635863,0.0614199,-0.0021664
34,0.7531253,0.8075269,"('mean', 'honorable')",0.7531253,0.8075269,0.0544016
35,-0.8683934,-0.81397855,"('corrupt', 'incorrupt')",-0.8683934,-0.8139786,0.0544148
36,-1.8329339,-1.7790226,"('hostile', 'amicable')",-1.8329339,-1.7790226,0.0539113
37,0.05755303,0.02303148,"('fake', 'genuine')",0.057553,0.0230315,-0.0345215
38,0.74133563,0.6165526,"('untruthful', 'truthful')",0.7413356,0.6165526,-0.124783
39,-0.083847344,-0.00026865024,"('exploitative', 'cooperative')",-0.0838473,-0.0002687,0.0835786
40,-1.6705155,-1.570773,"('stingy', 'generous')",-1.6705155,-1.570773,0.0997425
41,0.4179235,0.2959559,"('unforgiving', 'forgiving')",0.4179235,0.2959559,-0.1219676
42,-0.8221034,-0.7937957,"('unreliable', 'reliable')",-0.8221034,-0.7937957,0.0283077
43,0.32688436,0.09915118,"('irresponsible', 'responsible')",0.3268844,0.0991512,-0.2277332
44,-0.9634691,-0.88697493,"('prejudiced', 'unprejudiced')",-0.9634691,-0.8869749,0.0764942
45,0.23476896,0.15583305,"('incompetent', 'competent')",0.234769,0.1558331,-0.0789359
46,0.10076904,0.015461024,"('uncompetitive', 'competitive')",0.100769,0.015461,-0.085308
47,1.5308521,1.5748332,"('stupid', 'smart')",1.5308521,1.5748332,0.0439811
48,0.35320613,0.17405859,"('unintelligent', 'intelligent')",0.3532061,0.1740586,-0.1791475
49,-0.4227357,-0.37647998,"('unable', 'able')",-0.4227357,-0.37648,0.0462557
50,-0.32950124,-0.31661433,"('clumsy', 'skillful')",-0.3295012,-0.3166143,0.0128869
51,0.6117723,0.5275963,"('uneducated', 'educated')",0.6117723,0.5275963,-0.084176
52,-1.4015858,-1.4021146,"('irrational', 'rational')",-1.4015858,-1.4021146,-0.0005288
53,-1.5895646,-1.7350339,"('uncreative', 'creative')",-1.5895646,-1.7350339,-0.1454693
54,-0.5451127,-0.5698602,"('incapable', 'capable')",-0.5451127,-0.5698602,-0.0247475
55,1.2961409,1.2304454,"('incompetent', 'clever')",1.2961409,1.2304454,-0.0656955
56,1.6838726,1.4292266,"('impractical', 'practical')",1.6838726,1.4292266,-0.254646
57,-1.6011947,-1.7443705,"('unimaginative', 'imaginative')",-1.6011947,-1.7443705,-0.1431758
58,0.4791295,0.36157933,"('undiscriminating', 'discriminating')",0.4791295,0.3615793,-0.1175502
59,-0.3904717,-0.28715396,"('foolish', 'wise')",-0.3904717,-0.287154,0.1033177
60,1.7330325,1.5239931,"('inefficient', 'efficient')",1.7330325,1.5239931,-0.2090394
61,0.047561407,-0.07298921,"('illogical', 'logical')",0.0475614,-0.0729892,-0.1205506
62,1.5521847,1.5645158,"('incompetent', 'brilliant')",1.5521847,1.5645158,0.0123311
63,0.2713856,0.21703058,"('unperceptive', 'insightful')",0.2713856,0.2170306,-0.054355
64,-1.704032,-1.6696713,"('shy', 'confident')",-1.7040319,-1.6696713,0.0343606
65,0.38264528,0.34065074,"('insecure', 'secure')",0.3826453,0.3406507,-0.0419946
66,-1.0291142,-0.9382049,"('inactive', 'active')",-1.0291142,-0.9382049,0.0909093
67,1.2056625,1.1132542,"('doubtful', 'determined')",1.2056625,1.1132542,-0.0924083
68,-0.57443285,-0.5653374,"('dependent', 'independent')",-0.5744328,-0.5653374,0.0090954
69,-0.71712774,-0.6053137,"('lazy', 'industrious')",-0.7171277,-0.6053137,0.111814
70,0.27809423,0.3098659,"('lethargic', 'energetic')",0.2780942,0.3098659,0.0317717
71,-0.635269,-0.71448654,"('diffident', 'self-confident')",-0.635269,-0.7144865,-0.0792175
72,0.2184766,0.1791049,"('unambitious', 'ambitious')",0.2184766,0.1791049,-0.0393717
73,-1.4188288,-1.3388574,"('helpless', 'self-reliant')",-1.4188288,-1.3388574,0.0799714
74,0.14390582,-0.028436303,"('undedicated', 'dedicated')",0.1439058,-0.0284363,-0.1723421
75,-0.50741416,-0.39888662,"('meek', 'impulsive')",-0.5074142,-0.3988866,0.1085276
76,0.2582248,0.15484507,"('anxious', 'daring')",0.2582248,0.1548451,-0.1033797
77,0.20681271,0.17139861,"('unmotivated', 'motivated')",0.2068127,0.1713986,-0.0354141
78,-0.20118487,-0.2776276,"('nonresilient', 'resilient')",-0.2011849,-0.2776276,-0.0764427
79,-1.5607034,-1.576841,"('wavering', 'unwavering')",-1.5607034,-1.576841,-0.0161376
80,1.2119913,1.325112,"('dominated', 'dominating')",1.2119913,1.325112,0.1131207
81,0.8837546,0.7901746,"('submissive', 'aggressive')",0.8837546,0.7901746,-0.09358
82,1.551742,1.4836036,"('poor', 'rich')",1.551742,1.4836036,-0.0681384
83,0.4330421,0.23376563,"('powerless', 'powerful')",0.4330421,0.2337656,-0.1992765
84,0.1371837,0.10492857,"('inferior', 'superior')",0.1371837,0.1049286,-0.0322551
85,-1.0906367,-1.2418699,"('insignificant', 'prestigious')",-1.0906367,-1.2418699,-0.1512332
86,-0.14054394,-0.33233282,"('uninfluential', 'influential')",-0.1405439,-0.3323328,-0.1917889
87,0.108945444,0.16683723,"('unsuccessful', 'successful')",0.1089454,0.1668372,0.0578918
88,-0.18399696,-0.40356493,"('low', 'eminent')",-0.183997,-0.4035649,-0.2195679
