,tjx_male,tjx_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.3626794,-0.665504,"('unsociable', 'sociable')",1.1708167,0.902535,-0.19234443,-0.32447827,0.2052643,-0.0291491,-0.2344134
1,-2.0752692,-2.1118917,"('unfriendly', 'friendly')",-1.358142,-1.5212322,1.492479,1.379298,-0.6469774,-0.7512753,-0.1042979
2,1.1496363,1.1743369,"('unlikable', 'likable')",1.3499962,1.3851082,0.69617623,0.8154322,1.0652695,1.1249592,0.0596897
3,0.035390627,0.087389335,"('repellent', 'pleasant')",0.7133336,0.7597253,0.25545293,0.33284584,0.3347257,0.3933202,0.0585945
4,0.13046461,0.12983671,"('disliked', 'liked')",0.077125475,-0.008516682,-5.811465,-5.7968903,-1.8679582,-1.8918567,-0.0238985
5,-0.65931195,-0.5353623,"('distant', 'outgoing')",-1.6304036,-1.493085,-0.19533941,-0.15153784,-0.8283517,-0.7266618,0.1016899
6,-0.98574233,-0.8024705,"('distant', 'open')",-2.5569751,-2.410503,0.423087,0.440278,-1.0398768,-0.9242318,0.115645
7,0.11870511,0.013784125,"('insensitive', 'sensitive')",0.6302275,0.6009588,0.7972707,0.8234285,0.5154011,0.4793905,-0.0360106
8,-1.491489,-1.3903524,"('unaffectionate', 'affectionate')",-1.104387,-1.1578562,0.37353674,0.3354523,-0.7407798,-0.7375855,0.0031943
9,-1.3377005,-1.3341172,"('unaffectionate', 'caring')",-0.4496291,-0.5480939,1.0936654,1.0888171,-0.2312214,-0.2644647,-0.0332433
10,-0.7780501,-1.0012541,"('unsympathetic', 'sympathetic')",0.8144069,0.67817825,0.2331787,0.18488896,0.0898452,-0.0460623,-0.1359075
11,0.21320972,0.09684492,"('unhelpful', 'helpful')",1.6499699,1.51503,2.3317673,2.3099775,1.3983157,1.3072842,-0.0910315
12,-0.22760409,-0.12562656,"('unsupportive', 'supportive')",1.1811997,1.3273597,-1.5533683,-1.4562228,-0.1999243,-0.0848299,0.1150944
13,0.6692901,0.5341067,"('impolite', 'polite')",1.442297,1.439652,0.14083692,0.13810632,0.750808,0.703955,-0.046853
14,0.44337773,0.31316242,"('antisocial', 'social')",2.2633145,2.1123931,-0.27381787,-0.30062637,0.8109581,0.7083097,-0.1026484
15,0.24415016,0.14457072,"('boring', 'funny')",-0.1865322,-0.31350526,0.34155455,0.2911306,0.1330575,0.040732,-0.0923255
16,-0.052633163,0.021042723,"('unpopular', 'popular')",-0.6565203,-0.63479996,0.80914295,0.8521387,0.0333298,0.0794605,0.0461307
