,infrastructure_male,infrastructure_female,tuple,average_male,average_female,female-male
0,0.03120656,-0.059385385,"('unsociable', 'sociable')",0.0312066,-0.0593854,-0.090592
1,1.1798229,0.9430148,"('unfriendly', 'friendly')",1.1798229,0.9430148,-0.2368081
2,0.27213442,0.33568886,"('unlikable', 'likable')",0.2721344,0.3356889,0.0635545
3,0.10890832,0.22558932,"('repellent', 'pleasant')",0.1089083,0.2255893,0.116681
4,-5.9161096,-6.212854,"('disliked', 'liked')",-5.9161096,-6.2128539,-0.2967443
5,-0.44919688,-0.44719636,"('distant', 'outgoing')",-0.4491969,-0.4471964,0.0020005
6,-0.21063593,-0.20576346,"('distant', 'open')",-0.2106359,-0.2057635,0.0048724
7,0.72205234,0.7324144,"('insensitive', 'sensitive')",0.7220523,0.7324144,0.0103621
8,0.49624744,0.44301867,"('unaffectionate', 'affectionate')",0.4962474,0.4430187,-0.0532287
9,1.4266447,1.4133595,"('unaffectionate', 'caring')",1.4266447,1.4133595,-0.0132852
10,0.2619158,0.3939558,"('unsympathetic', 'sympathetic')",0.2619158,0.3939558,0.13204
11,2.9509492,2.9551766,"('unhelpful', 'helpful')",2.9509492,2.9551766,0.0042274
12,-0.7486489,-0.86143124,"('unsupportive', 'supportive')",-0.7486489,-0.8614312,-0.1127823
13,-0.33835152,-0.348785,"('impolite', 'polite')",-0.3383515,-0.348785,-0.0104335
14,0.24244153,0.31141767,"('antisocial', 'social')",0.2424415,0.3114177,0.0689762
15,0.50514305,0.4351636,"('boring', 'funny')",0.505143,0.4351636,-0.0699794
16,0.6281825,0.482405,"('unpopular', 'popular')",0.6281825,0.482405,-0.1457775
17,-0.15725884,-0.12415725,"('nasty', 'nice')",-0.1572588,-0.1241572,0.0331016
18,-1.1471113,-1.1651074,"('disagreeable', 'welcoming')",-1.1471113,-1.1651074,-0.0179961
19,-0.53340936,-0.5562341,"('inhospitable', 'hospitable')",-0.5334094,-0.5562341,-0.0228247
20,0.4666707,0.43115166,"('rough', 'thoughtful')",0.4666707,0.4311517,-0.035519
21,-0.21553841,-0.13200413,"('immoral', 'moral')",-0.2155384,-0.1320041,0.0835343
22,-0.7904265,-0.7251888,"('untrustworthy', 'trustworthy')",-0.7904265,-0.7251888,0.0652377
23,6.155365,6.225146,"('insincere', 'sincere')",6.155365,6.2251458,0.0697808
24,0.9354432,1.0393003,"('dishonest', 'honest')",0.9354432,1.0393003,0.1038571
25,0.9053078,0.78553987,"('egoistic', 'altruistic')",0.9053078,0.7855399,-0.1197679
26,1.3411287,1.2032176,"('hardhearted', 'benevolent')",1.3411287,1.2032176,-0.1379111
27,0.49399978,0.53160214,"('hardhearted', 'softhearted')",0.4939998,0.5316021,0.0376023
28,1.2125107,1.1345006,"('disloyal', 'loyal')",1.2125107,1.1345006,-0.0780101
29,-0.97270906,-1.0448871,"('unfair', 'fair')",-0.9727091,-1.0448871,-0.072178
30,1.3963964,1.3939675,"('intolerant', 'tolerant')",1.3963964,1.3939675,-0.0024289
31,-1.6038649,-1.7164197,"('evil', 'good')",-1.6038649,-1.7164197,-0.1125548
32,1.0285723,0.98699737,"('unkind', 'kind')",1.0285723,0.9869974,-0.0415749
33,0.13008648,-0.050528683,"('wrong', 'right')",0.1300865,-0.0505287,-0.1806152
34,5.0066066,5.192551,"('mean', 'honorable')",5.0066066,5.1925511,0.1859445
35,-0.9381698,-1.128769,"('corrupt', 'incorrupt')",-0.9381698,-1.128769,-0.1905992
36,-0.23754077,-0.5191769,"('hostile', 'amicable')",-0.2375408,-0.5191769,-0.2816361
37,0.37945879,0.37775797,"('fake', 'genuine')",0.3794588,0.377758,-0.0017008
38,1.1019734,1.0026212,"('untruthful', 'truthful')",1.1019734,1.0026212,-0.0993522
39,0.09147307,0.16156386,"('exploitative', 'cooperative')",0.0914731,0.1615639,0.0700908
40,-2.2633293,-2.3938076,"('stingy', 'generous')",-2.2633293,-2.3938076,-0.1304783
41,-0.113937974,-0.18340446,"('unforgiving', 'forgiving')",-0.113938,-0.1834045,-0.0694665
42,-2.7386205,-2.666284,"('unreliable', 'reliable')",-2.7386205,-2.6662841,0.0723364
43,0.74778175,0.88334143,"('irresponsible', 'responsible')",0.7477818,0.8833414,0.1355596
44,-1.3582,-1.2632427,"('prejudiced', 'unprejudiced')",-1.3582,-1.2632427,0.0949573
45,0.23041598,0.24535227,"('incompetent', 'competent')",0.230416,0.2453523,0.0149363
46,-0.80925894,-0.820148,"('uncompetitive', 'competitive')",-0.8092589,-0.820148,-0.0108891
47,5.0775504,5.309683,"('stupid', 'smart')",5.0775504,5.3096828,0.2321324
48,0.23078519,0.15959367,"('unintelligent', 'intelligent')",0.2307852,0.1595937,-0.0711915
49,-0.32311967,-0.18303114,"('unable', 'able')",-0.3231197,-0.1830311,0.1400886
50,-0.39543232,-0.4246715,"('clumsy', 'skillful')",-0.3954323,-0.4246715,-0.0292392
51,0.3196382,0.21012853,"('uneducated', 'educated')",0.3196382,0.2101285,-0.1095097
52,-0.26688096,-0.44489273,"('irrational', 'rational')",-0.266881,-0.4448927,-0.1780117
53,0.30481508,0.18101974,"('uncreative', 'creative')",0.3048151,0.1810197,-0.1237954
54,0.7790052,0.76408994,"('incapable', 'capable')",0.7790052,0.7640899,-0.0149153
55,0.047225602,0.15239859,"('incompetent', 'clever')",0.0472256,0.1523986,0.105173
56,0.9642856,1.0380875,"('impractical', 'practical')",0.9642856,1.0380875,0.0738019
57,-2.2811942,-2.4177425,"('unimaginative', 'imaginative')",-2.2811942,-2.4177425,-0.1365483
58,-0.10473185,-0.119094215,"('undiscriminating', 'discriminating')",-0.1047319,-0.1190942,-0.0143623
59,0.43210882,0.3676073,"('foolish', 'wise')",0.4321088,0.3676073,-0.0645015
60,0.42115122,0.57082224,"('inefficient', 'efficient')",0.4211512,0.5708222,0.149671
61,0.19740835,0.097424805,"('illogical', 'logical')",0.1974083,0.0974248,-0.0999835
62,0.9354792,1.0654529,"('incompetent', 'brilliant')",0.9354792,1.0654529,0.1299737
63,0.82751995,0.78550345,"('unperceptive', 'insightful')",0.82752,0.7855034,-0.0420166
64,-5.7225814,-5.810395,"('shy', 'confident')",-5.7225814,-5.8103948,-0.0878134
65,-0.49108022,-0.31138933,"('insecure', 'secure')",-0.4910802,-0.3113893,0.1796909
66,-0.23549531,-0.29848486,"('inactive', 'active')",-0.2354953,-0.2984849,-0.0629896
67,0.03489975,0.108544655,"('doubtful', 'determined')",0.0348997,0.1085447,0.073645
68,-1.1444378,-1.1291517,"('dependent', 'independent')",-1.1444378,-1.1291517,0.0152861
69,-0.7647544,-0.8924901,"('lazy', 'industrious')",-0.7647544,-0.8924901,-0.1277357
70,0.6126519,0.73360527,"('lethargic', 'energetic')",0.6126519,0.7336053,0.1209534
71,1.4017991,1.2281733,"('diffident', 'self-confident')",1.4017991,1.2281733,-0.1736258
72,0.25000006,0.3139956,"('unambitious', 'ambitious')",0.2500001,0.3139956,0.0639955
73,-3.101231,-3.1464682,"('helpless', 'self-reliant')",-3.1012311,-3.1464682,-0.0452371
74,0.022810636,0.07971497,"('undedicated', 'dedicated')",0.0228106,0.079715,0.0569044
75,-0.35486355,-0.4061836,"('meek', 'impulsive')",-0.3548636,-0.4061836,-0.05132
76,-0.47028396,-0.36826405,"('anxious', 'daring')",-0.470284,-0.368264,0.10202
77,-0.70815337,-0.69716465,"('unmotivated', 'motivated')",-0.7081534,-0.6971647,0.0109887
78,-0.10669725,-0.22549559,"('nonresilient', 'resilient')",-0.1066972,-0.2254956,-0.1187984
79,0.39688647,0.3112281,"('wavering', 'unwavering')",0.3968865,0.3112281,-0.0856584
80,-0.2427634,-0.15987015,"('dominated', 'dominating')",-0.2427634,-0.1598701,0.0828933
81,-0.09241566,0.027821794,"('submissive', 'aggressive')",-0.0924157,0.0278218,0.1202375
82,5.6347,5.8178635,"('poor', 'rich')",5.6346998,5.8178635,0.1831637
83,-0.0570779,-0.15125117,"('powerless', 'powerful')",-0.0570779,-0.1512512,-0.0941733
84,0.010570141,-0.03789906,"('inferior', 'superior')",0.0105701,-0.0378991,-0.0484692
85,0.6893192,0.40991938,"('insignificant', 'prestigious')",0.6893192,0.4099194,-0.2793998
86,0.27128026,0.16796662,"('uninfluential', 'influential')",0.2712803,0.1679666,-0.1033137
87,0.25346714,0.2781289,"('unsuccessful', 'successful')",0.2534671,0.2781289,0.0246618
88,1.5207702,1.30386,"('low', 'eminent')",1.5207702,1.3038599,-0.2169103
