,mylan_male,mylan_female,tuple,nv_male,nv_female,average_male,average_female,female-male
0,0.899075,0.9014149,"('unsociable', 'sociable')",0.13668624,0.04734088,0.5178806,0.4743779,-0.0435027
1,-0.57591915,-0.77087975,"('unfriendly', 'friendly')",-1.1436172,-1.2385273,-0.8597682,-1.0047035,-0.1449353
2,0.8277229,0.89293814,"('unlikable', 'likable')",1.1921582,1.2037199,1.0099406,1.048329,0.0383884
3,0.74200803,0.91291994,"('repellent', 'pleasant')",1.4687825,1.5223703,1.1053953,1.2176452,0.1122499
4,0.27415016,0.16896601,"('disliked', 'liked')",-2.486744,-2.554747,-1.1062969,-1.1928905,-0.0865936
5,-1.4558672,-1.4002788,"('distant', 'outgoing')",-1.6431552,-1.5463976,-1.5495112,-1.4733381,0.0761731
6,-2.0943184,-2.0407267,"('distant', 'open')",-1.7634237,-1.5667306,-1.928871,-1.8037286,0.1251424
7,0.14070083,0.17283449,"('insensitive', 'sensitive')",-0.3425539,-0.35916898,-0.1009265,-0.0931672,0.0077593
8,-0.019770436,-0.182639,"('unaffectionate', 'affectionate')",-0.9879958,-0.9871032,-0.5038831,-0.5848711,-0.080988
9,-0.3576725,-0.48748708,"('unaffectionate', 'caring')",-0.7560476,-0.8040609,-0.5568601,-0.645774,-0.0889139
10,-0.3096762,-0.25354555,"('unsympathetic', 'sympathetic')",-0.040840752,-0.026739396,-0.1752585,-0.1401425,0.035116
11,1.0944068,1.0134043,"('unhelpful', 'helpful')",1.6304954,1.5681525,1.3624511,1.2907784,-0.0716727
12,0.46204233,0.53807575,"('unsupportive', 'supportive')",-0.86360884,-0.84071296,-0.2007833,-0.1513186,0.0494647
13,-0.2122418,-0.17182998,"('impolite', 'polite')",-0.0073163575,-0.055534355,-0.1097791,-0.1136822,-0.0039031
14,1.2818003,1.404622,"('antisocial', 'social')",0.5683183,0.4597235,0.9250593,0.9321727,0.0071134
15,0.034512173,-0.10132256,"('boring', 'funny')",1.250848,1.1347384,0.6426801,0.516708,-0.1259721
16,-0.15632883,-0.30505887,"('unpopular', 'popular')",-0.019428764,-0.12102638,-0.0878788,-0.2130426,-0.1251638
17,0.61630386,0.57699156,"('nasty', 'nice')",0.10734867,0.07465932,0.3618263,0.3258255,-0.0360008
18,0.69870615,0.7484789,"('disagreeable', 'welcoming')",-0.8377605,-0.8239044,-0.0695272,-0.0377128,0.0318144
19,-1.1626526,-1.1532847,"('inhospitable', 'hospitable')",-0.48420182,-0.42553654,-0.8234272,-0.7894106,0.0340166
20,-0.5519471,-0.548438,"('rough', 'thoughtful')",-0.04414606,-0.01589787,-0.2980466,-0.2821679,0.0158787
21,0.3492393,0.40160453,"('immoral', 'moral')",0.4655834,0.4160554,0.4074113,0.40883,0.0014187
22,0.45415303,0.64070624,"('untrustworthy', 'trustworthy')",0.27622885,0.34273368,0.3651909,0.49172,0.1265291
23,0.81315196,0.7256723,"('insincere', 'sincere')",2.7056637,2.682247,1.7594078,1.7039596,-0.0554482
24,-0.11995287,-0.044273566,"('dishonest', 'honest')",-0.14614642,-0.1212063,-0.1330496,-0.0827399,0.0503097
25,0.10882515,0.071660064,"('egoistic', 'altruistic')",-0.29590178,-0.29619747,-0.0935383,-0.1122687,-0.0187304
26,0.30599487,0.16903207,"('hardhearted', 'benevolent')",0.2964846,0.19592677,0.3012397,0.1824794,-0.1187603
27,-0.86954033,-0.7960605,"('hardhearted', 'softhearted')",-0.43239498,-0.45285618,-0.6509677,-0.6244583,0.0265094
28,0.026051244,-0.10208933,"('disloyal', 'loyal')",0.47374845,0.39188728,0.2498998,0.144899,-0.1050008
29,-0.7894612,-0.78680825,"('unfair', 'fair')",0.044200055,0.023459073,-0.3726306,-0.3816746,-0.009044
30,0.95018286,0.96335745,"('intolerant', 'tolerant')",0.8644675,0.8029679,0.9073251,0.8831627,-0.0241624
31,-1.5088528,-1.3394561,"('evil', 'good')",-2.0225585,-1.9182689,-1.7657056,-1.6288625,0.1368431
32,0.42142057,0.20610148,"('unkind', 'kind')",0.5370948,0.2617455,0.4792577,0.2339235,-0.2453342
33,-0.46643096,-0.5287222,"('wrong', 'right')",-0.24932559,-0.35766357,-0.3578783,-0.4431929,-0.0853146
34,-0.60387385,-0.4307857,"('mean', 'honorable')",1.7401596,1.948292,0.5681429,0.7587532,0.1906103
35,-1.2443169,-1.3768035,"('corrupt', 'incorrupt')",-1.3938984,-1.4751858,-1.3191077,-1.4259946,-0.1068869
36,-1.2561969,-1.3257861,"('hostile', 'amicable')",-1.4573413,-1.4743556,-1.3567691,-1.4000709,-0.0433018
37,-0.5542497,-0.62967455,"('fake', 'genuine')",-0.119512156,-0.15925007,-0.3368809,-0.3944623,-0.0575814
38,0.004357042,0.0853073,"('untruthful', 'truthful')",-0.49983394,-0.41653955,-0.2477385,-0.1656161,0.0821224
39,0.54417497,0.5643725,"('exploitative', 'cooperative')",0.2781384,0.28650033,0.4111567,0.4254364,0.0142797
40,0.6264006,0.7064867,"('stingy', 'generous')",-0.9421817,-0.84051806,-0.1578906,-0.0670157,0.0908749
41,0.2878922,0.39806756,"('unforgiving', 'forgiving')",-0.5009669,-0.5356262,-0.1065374,-0.0687793,0.0377581
42,0.015664335,0.14851151,"('unreliable', 'reliable')",-0.73758,-0.6340796,-0.3609578,-0.242784,0.1181738
43,0.009196017,0.21527618,"('irresponsible', 'responsible')",0.22464469,0.38622713,0.1169204,0.3007517,0.1838313
44,-0.5145302,-0.42004785,"('prejudiced', 'unprejudiced')",0.15956937,0.16973163,-0.1774804,-0.1251581,0.0523223
45,0.30511174,0.47838166,"('incompetent', 'competent')",0.5655113,0.585646,0.4353115,0.5320138,0.0967023
46,0.5600071,0.6088725,"('uncompetitive', 'competitive')",-0.35457262,-0.34401283,0.1027172,0.1324298,0.0297126
47,-0.020226195,0.16282678,"('stupid', 'smart')",2.2308567,2.311155,1.1053152,1.2369909,0.1316757
48,0.4805909,0.4479515,"('unintelligent', 'intelligent')",-0.1817733,-0.21663699,0.1494088,0.1156573,-0.0337515
49,-0.12479396,-0.005293969,"('unable', 'able')",-0.059957325,0.02940226,-0.0923756,0.0120541,0.1044297
50,0.02853111,-0.068199486,"('clumsy', 'skillful')",0.38199517,0.25297,0.2052631,0.0923853,-0.1128778
51,0.65145576,0.46157825,"('uneducated', 'educated')",0.64838725,0.48438346,0.6499215,0.4729809,-0.1769406
52,-0.4486813,-0.5670355,"('irrational', 'rational')",0.21871515,0.1481083,-0.1149831,-0.2094636,-0.0944805
53,-0.7928998,-0.83953005,"('uncreative', 'creative')",-0.58964735,-0.6254436,-0.6912736,-0.7324868,-0.0412132
54,-0.7241988,-0.8835752,"('incapable', 'capable')",0.6679737,0.5676307,-0.0281126,-0.1579722,-0.1298596
55,1.1891608,1.3615146,"('incompetent', 'clever')",0.9080195,0.9404607,1.0485902,1.1509876,0.1023974
56,0.8482903,0.8825218,"('impractical', 'practical')",1.2329429,1.2519865,1.0406166,1.0672542,0.0266376
57,0.30734754,0.23977275,"('unimaginative', 'imaginative')",-0.6937992,-0.80295444,-0.1932258,-0.2815908,-0.088365
58,-0.59478605,-0.46707967,"('undiscriminating', 'discriminating')",-0.81302047,-0.7749959,-0.7039033,-0.6210378,0.0828655
59,0.2534392,0.27893865,"('foolish', 'wise')",-0.12757276,-0.1418654,0.0629332,0.0685366,0.0056034
60,0.466979,0.5614048,"('inefficient', 'efficient')",0.5907873,0.6254591,0.5288832,0.5934319,0.0645487
61,-0.64287084,-0.6186312,"('illogical', 'logical')",0.27831867,0.17771341,-0.1822761,-0.2204589,-0.0381828
62,1.0733839,1.1643456,"('incompetent', 'brilliant')",1.5619739,1.6283498,1.3176789,1.3963478,0.0786689
63,0.4079094,0.42495516,"('unperceptive', 'insightful')",-0.0055987965,0.01912045,0.2011553,0.2220378,0.0208825
64,-0.5264638,-0.57379013,"('shy', 'confident')",-1.6803694,-1.7769183,-1.1034166,-1.1753542,-0.0719376
65,0.38420132,0.5298684,"('insecure', 'secure')",1.0187902,1.0920515,0.7014958,0.8109599,0.1094641
66,-1.2576944,-1.2580634,"('inactive', 'active')",-0.6775967,-0.65994966,-0.9676455,-0.9590065,0.008639
67,0.25304118,0.2216323,"('doubtful', 'determined')",0.13400307,0.0022717118,0.1935221,0.111952,-0.0815701
68,-0.24107526,-0.27547222,"('dependent', 'independent')",-0.718902,-0.8068316,-0.4799886,-0.5411519,-0.0611633
69,-1.1447337,-1.0895137,"('lazy', 'industrious')",-1.0999392,-1.105206,-1.1223364,-1.0973599,0.0249765
70,-0.29206,-0.12897706,"('lethargic', 'energetic')",0.9653827,1.0826797,0.3366613,0.4768513,0.14019
71,-0.49657056,-0.57548,"('diffident', 'self-confident')",-0.8928182,-0.8536427,-0.6946944,-0.7145613,-0.0198669
72,-0.66722363,-0.5792893,"('unambitious', 'ambitious')",-0.93049526,-0.909211,-0.7988595,-0.7442502,0.0546093
73,0.30781764,0.23406361,"('helpless', 'self-reliant')",-1.0924706,-1.1158323,-0.3923265,-0.4408844,-0.0485579
74,0.57266366,0.5843487,"('undedicated', 'dedicated')",0.33330956,0.3634468,0.4529866,0.4738978,0.0209112
75,-0.0044833794,-0.07055162,"('meek', 'impulsive')",-0.483715,-0.46880454,-0.2440992,-0.2696781,-0.0255789
76,-0.031346895,0.04634697,"('anxious', 'daring')",1.0512064,1.106582,0.5099297,0.5764645,0.0665348
77,-0.6133858,-0.63619107,"('unmotivated', 'motivated')",-1.0539372,-1.0065739,-0.8336615,-0.8213825,0.012279
78,-0.5095327,-0.55685455,"('nonresilient', 'resilient')",-0.3867197,-0.3138983,-0.4481262,-0.4353764,0.0127498
79,-1.0579928,-1.1883211,"('wavering', 'unwavering')",-0.50767916,-0.44600064,-0.782836,-0.8171608,-0.0343248
80,0.8067913,0.8013118,"('dominated', 'dominating')",1.0557063,1.0434718,0.9312488,0.9223918,-0.008857
81,1.2790093,1.2138302,"('submissive', 'aggressive')",1.0107167,0.8905739,1.144863,1.0522021,-0.0926609
82,0.99282485,0.9265036,"('poor', 'rich')",2.4329743,2.4481893,1.7128996,1.6873465,-0.0255531
83,-0.5286172,-0.5386111,"('powerless', 'powerful')",-1.062185,-1.0750754,-0.7954011,-0.8068433,-0.0114422
84,0.021040838,-0.068622835,"('inferior', 'superior')",-0.033969298,-0.061139,-0.0064642,-0.0648809,-0.0584167
85,-0.1237127,-0.26985073,"('insignificant', 'prestigious')",-0.9940403,-1.0056982,-0.5588765,-0.6377745,-0.078898
86,-0.29547784,-0.3661668,"('uninfluential', 'influential')",-0.5202379,-0.5568267,-0.4078579,-0.4614968,-0.0536389
