,ambassador_male,ambassador_female,tuple,average_male,average_female,female-male
0,0.41730568,0.36377972,"('unsociable', 'sociable')",0.4173057,0.3637797,-0.053526
1,0.96505654,1.0079626,"('unfriendly', 'friendly')",0.9650565,1.0079626,0.0429061
2,0.113950744,0.16101721,"('unlikable', 'likable')",0.1139507,0.1610172,0.0470665
3,0.343843,0.41502768,"('repellent', 'pleasant')",0.343843,0.4150277,0.0711847
4,-7.9143763,-8.03844,"('disliked', 'liked')",-7.9143763,-8.0384398,-0.1240635
5,-1.2353832,-1.2463723,"('distant', 'outgoing')",-1.2353832,-1.2463723,-0.0109891
6,-0.70118237,-0.6812784,"('distant', 'open')",-0.7011824,-0.6812784,0.019904
7,1.6007597,1.6999352,"('insensitive', 'sensitive')",1.6007597,1.6999352,0.0991755
8,1.1940374,1.0984241,"('unaffectionate', 'affectionate')",1.1940374,1.0984241,-0.0956133
9,2.1739113,2.2359192,"('unaffectionate', 'caring')",2.1739113,2.2359192,0.0620079
10,1.4197577,1.5087132,"('unsympathetic', 'sympathetic')",1.4197577,1.5087132,0.0889555
11,2.5560486,2.743504,"('unhelpful', 'helpful')",2.5560486,2.743504,0.1874554
12,-1.079888,-1.0024263,"('unsupportive', 'supportive')",-1.079888,-1.0024263,0.0774617
13,0.29765746,0.28282386,"('impolite', 'polite')",0.2976575,0.2828239,-0.0148336
14,0.32496035,0.19543336,"('antisocial', 'social')",0.3249604,0.1954334,-0.129527
15,-0.032263108,-0.14242089,"('boring', 'funny')",-0.0322631,-0.1424209,-0.1101578
16,-0.65898156,-0.6630565,"('unpopular', 'popular')",-0.6589816,-0.6630565,-0.0040749
17,-0.37931505,-0.40398914,"('nasty', 'nice')",-0.379315,-0.4039891,-0.0246741
18,-0.38301954,-0.4410168,"('disagreeable', 'welcoming')",-0.3830195,-0.4410168,-0.0579973
19,-0.9034376,-0.7949801,"('inhospitable', 'hospitable')",-0.9034376,-0.7949801,0.1084575
20,1.0780593,1.1183196,"('rough', 'thoughtful')",1.0780593,1.1183196,0.0402603
21,0.080771424,0.19030169,"('immoral', 'moral')",0.0807714,0.1903017,0.1095303
22,-0.14948243,-0.16331577,"('untrustworthy', 'trustworthy')",-0.1494824,-0.1633158,-0.0138334
23,7.216418,7.3726163,"('insincere', 'sincere')",7.2164178,7.3726163,0.1561985
24,1.8738067,1.7902774,"('dishonest', 'honest')",1.8738067,1.7902774,-0.0835293
25,0.36026672,0.27859887,"('egoistic', 'altruistic')",0.3602667,0.2785989,-0.0816678
26,1.0573804,0.9977104,"('hardhearted', 'benevolent')",1.0573804,0.9977104,-0.05967
27,1.5287795,1.464702,"('hardhearted', 'softhearted')",1.5287795,1.464702,-0.0640775
28,1.9527078,1.941482,"('disloyal', 'loyal')",1.9527078,1.9414819,-0.0112259
29,-0.8144819,-0.9184966,"('unfair', 'fair')",-0.8144819,-0.9184966,-0.1040147
30,1.3290547,1.3390176,"('intolerant', 'tolerant')",1.3290547,1.3390176,0.0099629
31,-2.009516,-2.0196722,"('evil', 'good')",-2.009516,-2.0196722,-0.0101562
32,1.6903895,1.6737218,"('unkind', 'kind')",1.6903895,1.6737218,-0.0166677
33,-0.47299346,-0.5550117,"('wrong', 'right')",-0.4729935,-0.5550117,-0.0820182
34,5.2531734,5.464263,"('mean', 'honorable')",5.2531734,5.464263,0.2110896
35,-0.78282195,-0.98696345,"('corrupt', 'incorrupt')",-0.782822,-0.9869635,-0.2041415
36,-0.9864277,-1.01623,"('hostile', 'amicable')",-0.9864277,-1.01623,-0.0298023
37,0.92498934,0.89373535,"('fake', 'genuine')",0.9249893,0.8937353,-0.031254
38,0.6008819,0.7221923,"('untruthful', 'truthful')",0.6008819,0.7221923,0.1213104
