,sibling_male,sibling_female,tuple,average_male,average_female,female-male
0,0.46912146,0.18908015,"('unsociable', 'sociable')",0.4691215,0.1890801,-0.2800414
1,1.0943675,1.129112,"('unfriendly', 'friendly')",1.0943675,1.129112,0.0347445
2,0.406242,0.52915233,"('unlikable', 'likable')",0.406242,0.5291523,0.1229103
3,0.8545872,0.900576,"('repellent', 'pleasant')",0.8545872,0.900576,0.0459888
4,-7.3547983,-7.433709,"('disliked', 'liked')",-7.3547983,-7.4337091,-0.0789108
5,-0.9735368,-0.72485197,"('distant', 'outgoing')",-0.9735368,-0.724852,0.2486848
6,-0.7853441,-0.5688321,"('distant', 'open')",-0.7853441,-0.5688321,0.216512
7,0.74877685,0.79838365,"('insensitive', 'sensitive')",0.7487769,0.7983837,0.0496068
8,0.76529956,0.8597107,"('unaffectionate', 'affectionate')",0.7652996,0.8597107,0.0944111
9,1.2055613,1.3590602,"('unaffectionate', 'caring')",1.2055613,1.3590602,0.1534989
10,1.5254632,1.4548453,"('unsympathetic', 'sympathetic')",1.5254632,1.4548453,-0.0706179
11,2.2606833,2.3565638,"('unhelpful', 'helpful')",2.2606833,2.3565638,0.0958805
12,-1.5792351,-1.6397384,"('unsupportive', 'supportive')",-1.5792351,-1.6397384,-0.0605033
13,0.84879375,0.64067537,"('impolite', 'polite')",0.8487937,0.6406754,-0.2081183
14,0.17027931,-0.17364857,"('antisocial', 'social')",0.1702793,-0.1736486,-0.3439279
15,0.25564522,0.23608588,"('boring', 'funny')",0.2556452,0.2360859,-0.0195593
16,-0.6377158,-0.49667555,"('unpopular', 'popular')",-0.6377158,-0.4966756,0.1410402
17,-0.35082236,-0.35497144,"('nasty', 'nice')",-0.3508224,-0.3549714,-0.004149
18,-0.6628037,-0.8686902,"('disagreeable', 'welcoming')",-0.6628037,-0.8686902,-0.2058865
19,-1.145136,-0.87763166,"('inhospitable', 'hospitable')",-1.145136,-0.8776317,0.2675043
20,0.89758396,0.7323988,"('rough', 'thoughtful')",0.897584,0.7323988,-0.1651852
21,0.27083087,0.223292,"('immoral', 'moral')",0.2708309,0.223292,-0.0475389
22,-0.08448372,-0.17404076,"('untrustworthy', 'trustworthy')",-0.0844837,-0.1740408,-0.0895571
23,6.431004,6.6074567,"('insincere', 'sincere')",6.431004,6.6074567,0.1764527
24,1.5617293,1.5380201,"('dishonest', 'honest')",1.5617293,1.5380201,-0.0237092
25,0.24081914,0.13828148,"('egoistic', 'altruistic')",0.2408191,0.1382815,-0.1025376
26,0.22496605,-0.04893797,"('hardhearted', 'benevolent')",0.224966,-0.048938,-0.273904
27,1.4618313,1.3256055,"('hardhearted', 'softhearted')",1.4618313,1.3256055,-0.1362258
28,1.2356532,1.2508711,"('disloyal', 'loyal')",1.2356532,1.2508711,0.0152179
29,-0.8541793,-0.9831977,"('unfair', 'fair')",-0.8541793,-0.9831977,-0.1290184
30,0.98538285,0.92061347,"('intolerant', 'tolerant')",0.9853829,0.9206135,-0.0647694
31,-2.1227517,-1.955519,"('evil', 'good')",-2.1227517,-1.955519,0.1672327
32,1.4197578,1.2876835,"('unkind', 'kind')",1.4197578,1.2876835,-0.1320743
33,-0.71053255,-0.72238684,"('wrong', 'right')",-0.7105325,-0.7223868,-0.0118543
34,4.3531055,4.7816753,"('mean', 'honorable')",4.3531055,4.7816753,0.4285698
35,-1.8318144,-1.7915118,"('corrupt', 'incorrupt')",-1.8318144,-1.7915118,0.0403026
36,-1.3314978,-1.1666505,"('hostile', 'amicable')",-1.3314978,-1.1666505,0.1648473
37,1.0434538,1.082832,"('fake', 'genuine')",1.0434538,1.082832,0.0393782
38,0.0022918656,0.11799553,"('untruthful', 'truthful')",0.0022919,0.1179955,0.1157036
39,0.26848936,0.23622796,"('exploitative', 'cooperative')",0.2684894,0.236228,-0.0322614
40,-1.8178455,-2.163638,"('stingy', 'generous')",-1.8178455,-2.1636381,-0.3457926
41,0.24423769,0.15707949,"('unforgiving', 'forgiving')",0.2442377,0.1570795,-0.0871582
42,-2.1267686,-2.386698,"('unreliable', 'reliable')",-2.1267686,-2.386698,-0.2599294
43,1.3897692,1.3799406,"('irresponsible', 'responsible')",1.3897692,1.3799406,-0.0098286
44,-0.9195073,-1.020383,"('prejudiced', 'unprejudiced')",-0.9195073,-1.020383,-0.1008757
45,0.5416156,0.572441,"('incompetent', 'competent')",0.5416156,0.572441,0.0308254
46,0.21039069,0.1062537,"('uncompetitive', 'competitive')",0.2103907,0.1062537,-0.104137
47,5.1384087,5.4493327,"('stupid', 'smart')",5.1384087,5.4493327,0.310924
48,0.7757951,0.64665365,"('unintelligent', 'intelligent')",0.7757951,0.6466537,-0.1291414
49,0.11120364,0.3678473,"('unable', 'able')",0.1112036,0.3678473,0.2566437
50,-0.31783995,-0.22509667,"('clumsy', 'skillful')",-0.31784,-0.2250967,0.0927433
51,0.83647925,0.77226424,"('uneducated', 'educated')",0.8364792,0.7722642,-0.064215
52,-1.0206727,-0.927241,"('irrational', 'rational')",-1.0206727,-0.927241,0.0934317
53,-0.1961213,-0.065262035,"('uncreative', 'creative')",-0.1961213,-0.065262,0.1308593
54,0.96766055,1.220753,"('incapable', 'capable')",0.9676605,1.220753,0.2530925
55,1.2234172,1.0896778,"('incompetent', 'clever')",1.2234172,1.0896778,-0.1337394
56,0.8615767,0.73532337,"('impractical', 'practical')",0.8615767,0.7353234,-0.1262533
57,-2.379612,-2.5350342,"('unimaginative', 'imaginative')",-2.379612,-2.5350342,-0.1554222
58,-0.047277994,-0.12685283,"('undiscriminating', 'discriminating')",-0.047278,-0.1268528,-0.0795748
59,-0.5907715,-0.42860064,"('foolish', 'wise')",-0.5907715,-0.4286006,0.1621709
60,1.5351584,1.4106288,"('inefficient', 'efficient')",1.5351584,1.4106288,-0.1245296
61,0.16036344,0.045160547,"('illogical', 'logical')",0.1603634,0.0451605,-0.1152029
62,1.4688385,1.4723425,"('incompetent', 'brilliant')",1.4688385,1.4723425,0.003504
63,0.55790746,0.6155351,"('unperceptive', 'insightful')",0.5579075,0.6155351,0.0576276
64,-5.679145,-5.9008627,"('shy', 'confident')",-5.6791449,-5.9008627,-0.2217178
65,1.0176034,0.8491297,"('insecure', 'secure')",1.0176034,0.8491297,-0.1684737
66,-0.5376577,-0.5255344,"('inactive', 'active')",-0.5376577,-0.5255344,0.0121233
67,-0.3845499,-0.33661136,"('doubtful', 'determined')",-0.3845499,-0.3366114,0.0479385
68,-0.6521595,-0.62247807,"('dependent', 'independent')",-0.6521595,-0.6224781,0.0296814
69,-2.4573863,-2.3068404,"('lazy', 'industrious')",-2.4573863,-2.3068404,0.1505459
70,1.4672656,1.4149585,"('lethargic', 'energetic')",1.4672656,1.4149585,-0.0523071
71,0.027945537,0.10837971,"('diffident', 'self-confident')",0.0279455,0.1083797,0.0804342
72,0.97128755,0.91591096,"('unambitious', 'ambitious')",0.9712875,0.915911,-0.0553765
73,-3.0670927,-3.163518,"('helpless', 'self-reliant')",-3.0670927,-3.163518,-0.0964253
74,0.07933436,-0.14933689,"('undedicated', 'dedicated')",0.0793344,-0.1493369,-0.2286713
75,-0.9146181,-0.6228633,"('meek', 'impulsive')",-0.9146181,-0.6228633,0.2917548
