,premeditation_male,premeditation_female,tuple,average_male,average_female,female-male
0,-0.370548,-0.58062136,"('unsociable', 'sociable')",-0.370548,-0.5806214,-0.2100734
1,-0.5599668,-0.635246,"('unfriendly', 'friendly')",-0.5599668,-0.635246,-0.0752792
2,0.5487925,0.60074997,"('unlikable', 'likable')",0.5487925,0.60075,0.0519575
3,-0.50110286,-0.47830367,"('repellent', 'pleasant')",-0.5011029,-0.4783037,0.0227992
4,-1.3796617,-1.4913384,"('disliked', 'liked')",-1.3796617,-1.4913384,-0.1116767
5,-0.14273,-0.0849503,"('distant', 'outgoing')",-0.14273,-0.0849503,0.0577797
6,-0.15954341,-0.07955074,"('distant', 'open')",-0.1595434,-0.0795507,0.0799927
7,-0.67754406,-0.69953597,"('insensitive', 'sensitive')",-0.6775441,-0.699536,-0.0219919
8,-0.53289896,-0.542713,"('unaffectionate', 'affectionate')",-0.532899,-0.542713,-0.009814
9,-1.0990931,-1.126437,"('unaffectionate', 'caring')",-1.0990931,-1.1264369,-0.0273438
10,-1.5512297,-1.6005126,"('unsympathetic', 'sympathetic')",-1.5512297,-1.6005126,-0.0492829
11,-0.195196,-0.1803727,"('unhelpful', 'helpful')",-0.195196,-0.1803727,0.0148233
12,-1.3311114,-1.3306477,"('unsupportive', 'supportive')",-1.3311114,-1.3306477,0.0004637
13,-1.321375,-1.3864605,"('impolite', 'polite')",-1.321375,-1.3864605,-0.0650855
14,0.06806036,0.011937102,"('antisocial', 'social')",0.0680604,0.0119371,-0.0561233
15,1.0531328,0.9983244,"('boring', 'funny')",1.0531328,0.9983244,-0.0548084
16,0.6981703,0.64915234,"('unpopular', 'popular')",0.6981703,0.6491523,-0.049018
17,-0.40148982,-0.42425847,"('nasty', 'nice')",-0.4014898,-0.4242585,-0.0227687
18,0.12697706,0.07036561,"('disagreeable', 'welcoming')",0.1269771,0.0703656,-0.0566115
19,0.018589277,-0.035268392,"('inhospitable', 'hospitable')",0.0185893,-0.0352684,-0.0538577
20,0.9549815,0.98489755,"('rough', 'thoughtful')",0.9549815,0.9848976,0.0299161
21,-0.34775332,-0.37074515,"('immoral', 'moral')",-0.3477533,-0.3707452,-0.0229919
22,0.11684945,0.06456405,"('untrustworthy', 'trustworthy')",0.1168495,0.064564,-0.0522855
23,1.6135421,1.5030907,"('insincere', 'sincere')",1.6135421,1.5030907,-0.1104514
24,-0.30411562,-0.31298107,"('dishonest', 'honest')",-0.3041156,-0.3129811,-0.0088655
25,1.1533556,1.0665903,"('egoistic', 'altruistic')",1.1533556,1.0665903,-0.0867653
26,0.94376576,0.88009316,"('hardhearted', 'benevolent')",0.9437658,0.8800932,-0.0636726
27,-0.44974387,-0.4090602,"('hardhearted', 'softhearted')",-0.4497439,-0.4090602,0.0406837
28,-0.2930333,-0.39045444,"('disloyal', 'loyal')",-0.2930333,-0.3904544,-0.0974211
29,-0.27191445,-0.23718348,"('unfair', 'fair')",-0.2719145,-0.2371835,0.034731
30,0.3686118,0.29743195,"('intolerant', 'tolerant')",0.3686118,0.2974319,-0.0711799
31,0.058730893,0.13533658,"('evil', 'good')",0.0587309,0.1353366,0.0766057
32,0.23132466,0.15181687,"('unkind', 'kind')",0.2313247,0.1518169,-0.0795078
33,-0.18014999,-0.18964696,"('wrong', 'right')",-0.18015,-0.189647,-0.009497
34,2.638259,2.687315,"('mean', 'honorable')",2.6382589,2.687315,0.0490561
35,0.8783683,0.8234398,"('corrupt', 'incorrupt')",0.8783683,0.8234398,-0.0549285
36,0.6632625,0.48914063,"('hostile', 'amicable')",0.6632625,0.4891406,-0.1741219
37,-0.23588616,-0.21910414,"('fake', 'genuine')",-0.2358862,-0.2191041,0.0167821
38,-0.21421953,-0.22206438,"('untruthful', 'truthful')",-0.2142195,-0.2220644,-0.0078449
39,0.16164824,0.28985864,"('exploitative', 'cooperative')",0.1616482,0.2898586,0.1282104
40,-0.5778774,-0.6799718,"('stingy', 'generous')",-0.5778774,-0.6799718,-0.1020944
41,-0.047713824,-0.17779857,"('unforgiving', 'forgiving')",-0.0477138,-0.1777986,-0.1300848
42,-0.27049786,-0.27252656,"('unreliable', 'reliable')",-0.2704979,-0.2725266,-0.0020287
43,-0.72780627,-0.61728466,"('irresponsible', 'responsible')",-0.7278063,-0.6172847,0.1105216
44,0.017801704,0.20895763,"('prejudiced', 'unprejudiced')",0.0178017,0.2089576,0.1911559
45,-0.05199893,-0.14556076,"('incompetent', 'competent')",-0.0519989,-0.1455608,-0.0935619
46,-1.4320912,-1.462535,"('uncompetitive', 'competitive')",-1.4320912,-1.462535,-0.0304438
47,1.7746329,1.857409,"('stupid', 'smart')",1.7746329,1.857409,0.0827761
48,-0.8793576,-0.7860087,"('unintelligent', 'intelligent')",-0.8793576,-0.7860087,0.0933489
49,0.030807685,0.22582535,"('unable', 'able')",0.0308077,0.2258254,0.1950177
50,1.1916337,1.1658988,"('clumsy', 'skillful')",1.1916337,1.1658988,-0.0257349
51,-0.1242676,-0.2952741,"('uneducated', 'educated')",-0.1242676,-0.2952741,-0.1710065
52,0.22164828,0.121861875,"('irrational', 'rational')",0.2216483,0.1218619,-0.0997864
53,-0.3553678,-0.4095712,"('uncreative', 'creative')",-0.3553678,-0.4095712,-0.0542034
54,1.2748215,1.2035869,"('incapable', 'capable')",1.2748215,1.2035869,-0.0712346
55,-0.6755534,-0.6252772,"('incompetent', 'clever')",-0.6755534,-0.6252772,0.0502762
56,0.07450201,0.019519277,"('impractical', 'practical')",0.074502,0.0195193,-0.0549827
57,-1.1921804,-1.334266,"('unimaginative', 'imaginative')",-1.1921804,-1.3342659,-0.1420855
58,-0.16051924,-0.22801025,"('undiscriminating', 'discriminating')",-0.1605192,-0.2280103,-0.0674911
59,0.1189389,0.2148382,"('foolish', 'wise')",0.1189389,0.2148382,0.0958993
60,-0.7707831,-0.68557584,"('inefficient', 'efficient')",-0.7707831,-0.6855758,0.0852073
61,-0.32170323,-0.29311,"('illogical', 'logical')",-0.3217032,-0.29311,0.0285932
62,0.21453811,0.22866805,"('incompetent', 'brilliant')",0.2145381,0.228668,0.0141299
63,-0.27731565,-0.2941282,"('unperceptive', 'insightful')",-0.2773156,-0.2941282,-0.0168126
64,-2.77247,-2.793578,"('shy', 'confident')",-2.77247,-2.7935779,-0.0211079
65,-0.70806307,-0.70644915,"('insecure', 'secure')",-0.7080631,-0.7064492,0.0016139
