,s&p_male,s&p_female,tuple,global_male,global_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.61220384,-0.8819851,"('unsociable', 'sociable')",-2.5836427,-2.885844,-0.1444695,-0.2869626,-1.1134387,-1.3515973,-0.2381586
1,-1.2338614,-1.3335851,"('unfriendly', 'friendly')",-0.5928813,-0.56587833,-0.9416022,-1.133049,-0.9227816,-1.0108375,-0.0880559
2,1.5432347,1.5976958,"('unlikable', 'likable')",1.3886819,1.4097105,1.651764,1.6637816,1.5278935,1.5570626,0.0291691
3,0.24539661,0.1456214,"('repellent', 'pleasant')",-1.3604373,-1.350122,-0.23856929,-0.22320466,-0.4512033,-0.4759017,-0.0246984
4,0.06933559,0.02175352,"('disliked', 'liked')",0.6103923,0.74268067,0.88898534,0.8859654,0.5229044,0.5501332,0.0272288
5,0.28399384,0.48922986,"('distant', 'outgoing')",1.0091016,1.2407951,0.4540512,0.52926993,0.5823822,0.7530983,0.1707161
6,0.84620917,1.0544498,"('distant', 'open')",1.3883747,1.6927907,0.28681132,0.34920186,0.8404651,1.0321475,0.1916824
7,-0.26027521,-0.360385,"('insensitive', 'sensitive')",-1.6141052,-1.7931346,-0.75174725,-0.7891653,-0.8753759,-0.980895,-0.1055191
8,-0.7493322,-0.72890306,"('unaffectionate', 'affectionate')",0.037613727,0.15555663,-0.7374265,-0.8273928,-0.4830483,-0.4669131,0.0161352
9,-0.032486886,-0.06475616,"('unaffectionate', 'caring')",-0.42161962,-0.42417765,-0.17265283,-0.3026092,-0.2089198,-0.2638477,-0.0549279
10,-0.98670715,-1.2500956,"('unsympathetic', 'sympathetic')",-2.287075,-2.5545971,-1.236931,-1.3499949,-1.503571,-1.7182293,-0.2146583
11,-0.18916216,-0.24106085,"('unhelpful', 'helpful')",-2.0351496,-2.3025439,-0.7595006,-0.8104388,-0.9946041,-1.1180146,-0.1234105
12,0.4445273,0.38594568,"('unsupportive', 'supportive')",-0.7888208,-0.8321135,0.6393754,0.5855104,0.0983606,0.0464475,-0.0519131
13,-0.39193732,-0.53812796,"('impolite', 'polite')",-1.6613729,-1.9385474,0.5480122,0.5161782,-0.501766,-0.653499,-0.151733
14,-0.1125606,-0.2671711,"('antisocial', 'social')",-1.3473605,-1.5532193,-0.10415454,-0.11111778,-0.5213586,-0.6438361,-0.1224775
15,0.9488114,1.0084715,"('boring', 'funny')",1.0284884,1.0363672,-0.23045775,-0.22717148,0.5822807,0.6058891,0.0236084
16,0.6965699,0.7172635,"('unpopular', 'popular')",0.9822138,1.1627641,0.51678365,0.58428395,0.7318558,0.8214372,0.0895814
17,-0.2904142,-0.19250406,"('nasty', 'nice')",-0.17262024,-0.017277673,0.6357834,0.75084144,0.057583,0.1803532,0.1227702
18,-0.6713019,-0.59150594,"('disagreeable', 'welcoming')",0.58886564,0.69168884,-0.33995664,-0.406232,-0.1407976,-0.1020164,0.0387812
19,0.121520296,0.2023978,"('inhospitable', 'hospitable')",0.52640456,0.6813183,-0.15699613,-0.14069697,0.1636429,0.247673,0.0840301
20,-0.811406,-0.8225339,"('rough', 'thoughtful')",-1.0702848,-1.0623204,-0.2934518,-0.26745805,-0.7250476,-0.7174374,0.0076102
21,0.33313918,0.18967384,"('immoral', 'moral')",-0.6924538,-0.9108323,-0.2765746,-0.30379444,-0.2119631,-0.341651,-0.1296879
22,-0.7442795,-0.78695476,"('untrustworthy', 'trustworthy')",-0.42749044,-0.51701564,-0.97434145,-0.9566871,-0.7153705,-0.7535524,-0.0381819
23,-1.2250577,-1.308955,"('insincere', 'sincere')",-2.2264419,-2.4948552,-0.7305227,-0.87125456,-1.3940074,-1.5583549,-0.1643475
24,-0.40348238,-0.44174296,"('dishonest', 'honest')",-1.0013299,-1.1572018,-0.7314873,-0.81707746,-0.7120999,-0.8053407,-0.0932408
25,-0.40696096,-0.42515287,"('egoistic', 'altruistic')",0.07098961,0.18969133,0.3098517,0.24900371,-0.0087065,0.0045141,0.0132206
26,-0.58627295,-0.60288334,"('hardhearted', 'benevolent')",1.4294041,1.4439656,-0.6210796,-0.70233214,0.0740172,0.04625,-0.0277672
27,-0.3179624,-0.21552409,"('hardhearted', 'softhearted')",-1.4828755,-1.3357221,-0.5087817,-0.46829024,-0.7698731,-0.6731788,0.0966943
28,-1.1162511,-1.3187697,"('disloyal', 'loyal')",-1.1625967,-1.3253058,-1.4374261,-1.5954701,-1.2387579,-1.4131818,-0.1744239
29,-0.23109338,-0.22600287,"('unfair', 'fair')",0.06786914,0.12587777,-0.9536439,-0.9697611,-0.3722894,-0.3566287,0.0156607
30,-0.14620422,-0.24743986,"('intolerant', 'tolerant')",-1.7130785,-2.0069878,-0.41689104,-0.50527173,-0.7587246,-0.9198998,-0.1611752
31,-0.4431677,-0.32969573,"('evil', 'good')",1.2457787,1.6094089,0.54304266,0.58892393,0.4485512,0.622879,0.1743278
32,-0.39383817,-0.49106526,"('unkind', 'kind')",-0.117744,-0.2367054,-0.5064975,-0.6231085,-0.3393599,-0.4502931,-0.1109332
33,0.81603223,0.8716132,"('wrong', 'right')",0.8566379,0.8892408,1.2640097,1.2190686,0.9788933,0.9933076,0.0144143
34,-0.023697473,0.017053097,"('mean', 'honorable')",-0.63039774,-0.62095267,0.20535317,0.26689017,-0.1495807,-0.1123365,0.0372442
35,-0.20952022,-0.03516422,"('corrupt', 'incorrupt')",1.0547913,1.3500704,0.02100785,0.064382516,0.2887596,0.4597629,0.1710033
36,0.15001906,0.16134016,"('hostile', 'amicable')",0.480525,0.704116,0.33668575,0.21370743,0.3224099,0.3597212,0.0373113
37,-0.14558545,-0.106244035,"('fake', 'genuine')",-0.9129482,-1.011906,-0.41466725,-0.38175815,-0.491067,-0.4999694,-0.0089024
38,-0.44485146,-0.47068986,"('untruthful', 'truthful')",-1.0331674,-1.1021184,0.0737769,-0.042636365,-0.4680806,-0.5384816,-0.070401
39,0.3800666,0.46073416,"('exploitative', 'cooperative')",-0.4205827,-0.50223106,0.41644683,0.4810055,0.1253102,0.1465029,0.0211927
40,-0.19151688,-0.28737116,"('stingy', 'generous')",-1.0533745,-1.0258142,0.034238614,0.03334453,-0.4035509,-0.4266136,-0.0230627
41,-0.47321105,-0.61202013,"('unforgiving', 'forgiving')",-1.6489074,-1.6976105,-0.21810795,-0.31684467,-0.7800755,-0.8754918,-0.0954163
42,1.0103984,1.0390539,"('unreliable', 'reliable')",1.0877793,1.0491,0.74809533,0.71745074,0.9487576,0.9352015,-0.0135561
43,-0.09865805,-0.104727775,"('irresponsible', 'responsible')",-2.0632422,-2.2716641,-0.26120347,-0.28956902,-0.8077013,-0.8886536,-0.0809523
44,0.35838783,0.4788757,"('prejudiced', 'unprejudiced')",0.18794523,0.2863761,0.26004997,0.38248798,0.2687943,0.3825799,0.1137856
45,0.21175312,0.054838028,"('incompetent', 'competent')",-2.1890159,-2.3174465,-0.29454064,-0.27545846,-0.7572678,-0.8460223,-0.0887545
46,-0.067188375,-0.31295544,"('uncompetitive', 'competitive')",-1.424483,-1.6792475,-0.2646402,-0.24449721,-0.5854372,-0.7455668,-0.1601296
47,-0.7876423,-0.72235703,"('stupid', 'smart')",-1.1005483,-1.142958,-0.4579684,-0.38001326,-0.782053,-0.7484428,0.0336102
