,danaher_male,danaher_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.55410457,0.46912745,"('unsociable', 'sociable')",-0.15041934,-0.28537136,0.2018426,0.091878,-0.1099646
1,-2.2717445,-2.3616176,"('unfriendly', 'friendly')",1.0881462,0.96797585,-0.5917991,-0.6968209,-0.1050218
2,0.21339194,0.044755075,"('unlikable', 'likable')",0.48960498,0.4650029,0.3514985,0.254879,-0.0966195
3,0.4002095,0.6499212,"('repellent', 'pleasant')",0.40508258,0.4449259,0.402646,0.5474235,0.1447775
4,-1.3307997,-1.5106975,"('disliked', 'liked')",-6.16181,-6.294877,-3.7463048,-3.9027872,-0.1564824
5,-2.5248432,-2.5484767,"('distant', 'outgoing')",-0.46457264,-0.46242946,-1.4947079,-1.5054531,-0.0107452
6,-2.9437735,-2.8825736,"('distant', 'open')",-0.79594153,-0.7695266,-1.8698575,-1.82605,0.0438075
7,0.81680596,0.94593555,"('insensitive', 'sensitive')",0.08558578,0.088609055,0.4511959,0.5172723,0.0660764
8,-2.5200589,-2.6947203,"('unaffectionate', 'affectionate')",0.20279856,0.15446697,-1.1586301,-1.2701267,-0.1114966
9,-1.7345192,-1.7016664,"('unaffectionate', 'caring')",0.76649034,0.78830564,-0.4840145,-0.4566804,0.0273341
10,1.0227898,1.2209436,"('unsympathetic', 'sympathetic')",-0.57755506,-0.64742666,0.2226174,0.2867585,0.0641411
11,1.372838,1.3522453,"('unhelpful', 'helpful')",2.0733914,2.1225948,1.7231147,1.7374201,0.0143054
12,0.080194294,0.278099,"('unsupportive', 'supportive')",-1.9464589,-1.9411557,-0.9331323,-0.8315283,0.101604
13,1.1435702,1.0862365,"('impolite', 'polite')",-0.32902262,-0.28904974,0.4072738,0.3985934,-0.0086804
14,1.6731917,1.6150053,"('antisocial', 'social')",0.004976418,-0.051721714,0.839084,0.7816418,-0.0574422
15,-0.11067505,-0.24411598,"('boring', 'funny')",0.05478093,0.052807838,-0.0279471,-0.0956541,-0.067707
16,-1.4198532,-1.4641523,"('unpopular', 'popular')",0.27095327,0.21792376,-0.57445,-0.6231143,-0.0486643
17,-0.5369468,-0.50630903,"('nasty', 'nice')",-0.46966755,-0.42675602,-0.5033072,-0.4665325,0.0367747
18,-0.7877091,-0.8735257,"('disagreeable', 'welcoming')",-0.38506243,-0.47860625,-0.5863858,-0.676066,-0.0896802
19,-1.9360365,-1.9832355,"('inhospitable', 'hospitable')",-0.6091725,-0.61983126,-1.2726045,-1.3015333,-0.0289288
20,0.1334098,0.13598005,"('rough', 'thoughtful')",0.6679319,0.6278315,0.4006709,0.3819058,-0.0187651
21,1.8775313,1.8819611,"('immoral', 'moral')",-0.28960553,-0.34514531,0.7939629,0.7684079,-0.025555
22,0.9283756,0.8965709,"('untrustworthy', 'trustworthy')",-1.1512735,-1.143286,-0.1114489,-0.1233575,-0.0119086
23,0.840613,0.8178949,"('insincere', 'sincere')",5.447124,5.4990983,3.1438684,3.1584966,0.0146282
24,0.5677012,0.52456284,"('dishonest', 'honest')",0.5366057,0.5785814,0.5521535,0.5515721,-0.0005814
25,-0.99524325,-1.0242757,"('egoistic', 'altruistic')",0.8368063,0.81805015,-0.0792185,-0.1031128,-0.0238943
26,-1.0409418,-1.1634407,"('hardhearted', 'benevolent')",1.0752648,0.96084434,0.0171615,-0.1012982,-0.1184597
27,-0.20809342,-0.052909944,"('hardhearted', 'softhearted')",0.5213946,0.47502944,0.1566506,0.2110597,0.0544091
28,-0.26930973,-0.33948243,"('disloyal', 'loyal')",1.0348815,0.9842111,0.3827859,0.3223643,-0.0604216
29,-0.48126915,-0.61153907,"('unfair', 'fair')",-0.4575537,-0.559763,-0.4694114,-0.585651,-0.1162396
30,1.2127134,1.048448,"('intolerant', 'tolerant')",1.1905959,1.1421025,1.2016547,1.0952752,-0.1063795
31,-3.0515163,-3.1176763,"('evil', 'good')",-0.93579775,-1.0003713,-1.993657,-2.0590239,-0.0653669
32,0.3482748,0.28675514,"('unkind', 'kind')",0.4850909,0.3962492,0.4166828,0.3415022,-0.0751806
33,-0.53373533,-0.52743757,"('wrong', 'right')",-0.7634167,-0.728776,-0.648576,-0.6281068,0.0204692
34,-0.25946552,-0.2070562,"('mean', 'honorable')",5.6285973,5.748984,2.6845658,2.7709639,0.0863981
