,activision_male,activision_female,tuple,blizzard_male,blizzard_female,inc_male,inc_female,average_male,average_female,female-male
0,-2.5775566,-2.7245355,"('unsociable', 'sociable')",-0.92676383,-1.0831487,-0.98038125,-1.2140216,-1.4949005,-1.6739019,-0.1790014
1,-0.9167139,-1.0900565,"('unfriendly', 'friendly')",0.85885763,0.72760856,1.5619408,1.3106984,0.5013615,0.3160835,-0.185278
2,-0.16548687,-0.17125988,"('unlikable', 'likable')",-0.6942088,-0.6818459,0.28338206,0.39011455,-0.1921045,-0.1543304,0.0377741
3,-1.2121508,-1.0964246,"('repellent', 'pleasant')",-1.0709559,-1.0533451,0.19312948,0.20352061,-0.6966591,-0.6487497,0.0479094
4,0.16553928,0.16355705,"('disliked', 'liked')",-1.4559469,-1.4907352,-5.7722473,-5.834894,-2.3542183,-2.3873574,-0.0331391
5,0.9222073,0.957103,"('distant', 'outgoing')",1.1130058,1.2052577,0.046571627,0.12876227,0.6939282,0.7637076,0.0697794
6,0.43661815,0.483234,"('distant', 'open')",0.30411667,0.39384586,0.34293252,0.42704257,0.3612224,0.4347075,0.0734851
7,-2.009317,-2.0153892,"('insensitive', 'sensitive')",-0.8030453,-0.81429857,0.1578923,0.09003815,-0.8848233,-0.9132166,-0.0283933
8,-0.5752503,-0.7060921,"('unaffectionate', 'affectionate')",0.8962324,0.86276907,0.39311203,0.24949983,0.2380314,0.1353923,-0.1026391
9,-0.8390589,-1.0030092,"('unaffectionate', 'caring')",1.0235618,0.95853007,0.8513154,0.73040426,0.3452728,0.2286417,-0.1166311
10,-3.4445841,-3.4994423,"('unsympathetic', 'sympathetic')",-1.7976826,-1.9047823,-1.2638332,-1.402709,-2.1686999,-2.2689778,-0.1002779
11,-1.7979103,-1.7878635,"('unhelpful', 'helpful')",0.03247208,0.07207222,1.3433878,1.3380778,-0.1406835,-0.1259045,0.014779
12,-1.6799887,-1.6567532,"('unsupportive', 'supportive')",0.5754998,0.6117358,-1.8055657,-1.8876568,-0.9700182,-0.9775581,-0.0075399
13,-2.495218,-2.4859812,"('impolite', 'polite')",-1.273059,-1.2912269,-0.745983,-0.76284117,-1.5047534,-1.5133497,-0.0085963
14,-2.174098,-2.2102628,"('antisocial', 'social')",-1.0051105,-1.0805032,-1.2018768,-1.2838888,-1.4603618,-1.5248849,-0.0645231
15,0.302906,0.20509312,"('boring', 'funny')",0.48906395,0.5100026,0.44184604,0.42488402,0.411272,0.3799933,-0.0312787
16,0.33479884,0.40194717,"('unpopular', 'popular')",-0.6359311,-0.63269925,0.8355112,0.8998806,0.1781263,0.2230428,0.0449165
17,-0.585131,-0.53836364,"('nasty', 'nice')",-1.508279,-1.4040557,-0.6254174,-0.49692944,-0.9062758,-0.8131162,0.0931596
18,-0.2504525,-0.2604093,"('disagreeable', 'welcoming')",-0.52450997,-0.50666887,-0.24125516,-0.2783447,-0.3387392,-0.3484743,-0.0097351
19,-0.2683852,-0.24135204,"('inhospitable', 'hospitable')",-0.3650685,-0.33541942,0.33248723,0.47802332,-0.1003222,-0.032916,0.0674062
20,-0.57235235,-0.61013615,"('rough', 'thoughtful')",-0.40651184,-0.45263705,0.8135963,0.751242,-0.0550893,-0.1038437,-0.0487544
21,-2.01505,-2.1140242,"('immoral', 'moral')",-1.078693,-1.2020904,-1.1518964,-1.2401482,-1.4152131,-1.5187542,-0.1035411
22,-2.0232086,-2.0397391,"('untrustworthy', 'trustworthy')",-0.92531675,-1.012153,-1.0149685,-1.1843504,-1.3211646,-1.4120809,-0.0909163
23,-1.7432156,-1.8529378,"('insincere', 'sincere')",0.16846335,0.1307501,4.959466,4.800151,1.1282379,1.0259877,-0.1022502
24,-1.5203325,-1.5964682,"('dishonest', 'honest')",0.023394108,-0.0343609,0.17743066,0.02011068,-0.4398359,-0.5369061,-0.0970702
25,0.850402,0.7453075,"('egoistic', 'altruistic')",0.96976846,0.922931,1.9891938,1.9058415,1.2697881,1.19136,-0.0784281
26,0.5553303,0.43975317,"('hardhearted', 'benevolent')",1.3964239,1.3041902,1.2961541,1.1000468,1.0826361,0.9479967,-0.1346394
27,-1.2654749,-1.3788878,"('hardhearted', 'softhearted')",-0.8221086,-0.95510125,0.5864736,0.4294772,-0.50037,-0.6348373,-0.1344673
28,-0.94960594,-1.1021404,"('disloyal', 'loyal')",0.09332645,0.025629573,0.78901243,0.54801095,-0.0224224,-0.1761667,-0.1537443
29,0.15367246,0.12687224,"('unfair', 'fair')",-0.7710998,-0.7969936,-0.28073576,-0.4541511,-0.2993877,-0.3747575,-0.0753698
