,itinerary_male,itinerary_female,tuple,average_male,average_female,female-male
0,-0.15345928,-0.49277872,"('unsociable', 'sociable')",-0.1534593,-0.4927787,-0.3393194
1,-0.692504,-0.40644553,"('unfriendly', 'friendly')",-0.692504,-0.4064455,0.2860585
2,-0.34360725,-0.05286614,"('unlikable', 'likable')",-0.3436072,-0.0528661,0.2907411
3,-1.0461845,-0.71098816,"('repellent', 'pleasant')",-1.0461845,-0.7109882,0.3351963
4,-1.4811727,-1.3408782,"('disliked', 'liked')",-1.4811727,-1.3408782,0.1402945
5,0.1953111,0.15125173,"('distant', 'outgoing')",0.1953111,0.1512517,-0.0440594
6,0.2556248,0.1861105,"('distant', 'open')",0.2556248,0.1861105,-0.0695143
7,-0.5152909,-0.32105494,"('insensitive', 'sensitive')",-0.5152909,-0.3210549,0.194236
8,-0.6236382,-0.6003239,"('unaffectionate', 'affectionate')",-0.6236382,-0.6003239,0.0233143
9,-0.87193567,-0.82422495,"('unaffectionate', 'caring')",-0.8719357,-0.8242249,0.0477108
10,-1.564226,-1.9381312,"('unsympathetic', 'sympathetic')",-1.564226,-1.9381312,-0.3739052
11,-0.7864889,-0.7765033,"('unhelpful', 'helpful')",-0.7864889,-0.7765033,0.0099856
12,-1.2304513,-1.2665567,"('unsupportive', 'supportive')",-1.2304513,-1.2665567,-0.0361054
13,-0.69601184,-0.75648504,"('impolite', 'polite')",-0.6960118,-0.756485,-0.0604732
14,-0.32757342,-0.25410384,"('antisocial', 'social')",-0.3275734,-0.2541038,0.0734696
15,-0.7158741,-0.8693714,"('boring', 'funny')",-0.7158741,-0.8693714,-0.1534973
16,0.14145489,0.6322127,"('unpopular', 'popular')",0.1414549,0.6322127,0.4907578
17,-1.2263553,-1.2481775,"('nasty', 'nice')",-1.2263553,-1.2481775,-0.0218222
18,-0.7106358,-0.2593552,"('disagreeable', 'welcoming')",-0.7106358,-0.2593552,0.4512806
19,-0.80987334,-0.80110973,"('inhospitable', 'hospitable')",-0.8098733,-0.8011097,0.0087636
20,0.005538907,0.082064636,"('rough', 'thoughtful')",0.0055389,0.0820646,0.0765257
21,-0.9835323,-0.90978193,"('immoral', 'moral')",-0.9835323,-0.9097819,0.0737504
22,-0.2666885,-0.15050739,"('untrustworthy', 'trustworthy')",-0.2666885,-0.1505074,0.1161811
23,0.30877414,0.4542017,"('insincere', 'sincere')",0.3087741,0.4542017,0.1454276
24,-0.83228236,-0.7991393,"('dishonest', 'honest')",-0.8322824,-0.7991393,0.0331431
25,0.37477583,0.56847334,"('egoistic', 'altruistic')",0.3747758,0.5684733,0.1936975
26,0.9988273,0.753734,"('hardhearted', 'benevolent')",0.9988273,0.753734,-0.2450933
27,-0.0012457706,-0.055294283,"('hardhearted', 'softhearted')",-0.0012458,-0.0552943,-0.0540485
28,-0.2676473,-0.58735305,"('disloyal', 'loyal')",-0.2676473,-0.5873531,-0.3197058
29,-0.039467297,-0.03327925,"('unfair', 'fair')",-0.0394673,-0.0332793,0.006188
30,-1.0493523,-1.2891585,"('intolerant', 'tolerant')",-1.0493523,-1.2891585,-0.2398062
31,-0.90253747,-0.7917387,"('evil', 'good')",-0.9025375,-0.7917387,0.1107988
32,-0.23004508,-0.22352387,"('unkind', 'kind')",-0.2300451,-0.2235239,0.0065212
33,0.2906501,0.38834518,"('wrong', 'right')",0.2906501,0.3883452,0.0976951
34,0.22711146,0.47855428,"('mean', 'honorable')",0.2271115,0.4785543,0.2514428
35,1.0216694,0.93023956,"('corrupt', 'incorrupt')",1.0216694,0.9302396,-0.0914298
36,0.27793285,0.18607636,"('hostile', 'amicable')",0.2779329,0.1860764,-0.0918565
37,-0.47750324,-0.5239384,"('fake', 'genuine')",-0.4775032,-0.5239384,-0.0464352
38,-0.13438144,-0.19710599,"('untruthful', 'truthful')",-0.1343814,-0.197106,-0.0627246
39,-1.121222,-0.9518997,"('exploitative', 'cooperative')",-1.121222,-0.9518997,0.1693223
40,-1.1811025,-1.0159073,"('stingy', 'generous')",-1.1811025,-1.0159073,0.1651952
41,0.4550156,0.27501228,"('unforgiving', 'forgiving')",0.4550156,0.2750123,-0.1800033
42,-0.5265959,-0.5157732,"('unreliable', 'reliable')",-0.5265959,-0.5157732,0.0108227
43,-0.644731,-0.67217904,"('irresponsible', 'responsible')",-0.644731,-0.672179,-0.027448
44,0.34618843,0.5348189,"('prejudiced', 'unprejudiced')",0.3461884,0.5348189,0.1886305
45,-1.1257514,-1.3426229,"('incompetent', 'competent')",-1.1257514,-1.3426229,-0.2168715
46,-1.2358121,-1.2542973,"('uncompetitive', 'competitive')",-1.2358121,-1.2542973,-0.0184852
47,2.4141033,2.3630693,"('stupid', 'smart')",2.4141033,2.3630693,-0.051034
48,-1.8319095,-1.9072368,"('unintelligent', 'intelligent')",-1.8319095,-1.9072368,-0.0753273
49,-1.7586132,-1.6462312,"('unable', 'able')",-1.7586132,-1.6462312,0.112382
50,0.5980106,0.6976211,"('clumsy', 'skillful')",0.5980106,0.6976211,0.0996105
51,-0.7832758,-0.9557369,"('uneducated', 'educated')",-0.7832758,-0.9557369,-0.1724611
52,0.020371862,-0.13203457,"('irrational', 'rational')",0.0203719,-0.1320346,-0.1524065
53,-1.0431405,-0.94769174,"('uncreative', 'creative')",-1.0431405,-0.9476917,0.0954488
54,0.080059454,0.059326917,"('incapable', 'capable')",0.0800595,0.0593269,-0.0207326
55,-1.4654523,-1.4868258,"('incompetent', 'clever')",-1.4654523,-1.4868258,-0.0213735
56,0.028810354,-0.13968514,"('impractical', 'practical')",0.0288104,-0.1396851,-0.1684955
57,-1.3227394,-1.5279348,"('unimaginative', 'imaginative')",-1.3227394,-1.5279348,-0.2051954
58,0.23486502,0.07488458,"('undiscriminating', 'discriminating')",0.234865,0.0748846,-0.1599804
59,0.6204417,0.563836,"('foolish', 'wise')",0.6204417,0.563836,-0.0566057
60,-1.1615112,-1.023673,"('inefficient', 'efficient')",-1.1615112,-1.0236731,0.1378381
61,-0.8657574,-1.1053354,"('illogical', 'logical')",-0.8657574,-1.1053354,-0.239578
62,-1.676471,-1.5276161,"('incompetent', 'brilliant')",-1.676471,-1.5276161,0.1488549
63,-0.12276212,-0.061984874,"('unperceptive', 'insightful')",-0.1227621,-0.0619849,0.0607772
64,-2.2233717,-2.1117764,"('shy', 'confident')",-2.2233717,-2.1117764,0.1115953
65,-0.9258541,-0.97143406,"('insecure', 'secure')",-0.9258541,-0.9714341,-0.04558
66,0.19631198,0.12112337,"('inactive', 'active')",0.196312,0.1211234,-0.0751886
67,0.5225451,0.30991554,"('doubtful', 'determined')",0.5225451,0.3099155,-0.2126296
68,-0.42477277,-0.40637362,"('dependent', 'independent')",-0.4247728,-0.4063736,0.0183992
69,0.8916453,1.0581539,"('lazy', 'industrious')",0.8916453,1.0581539,0.1665086
70,0.27819481,0.312021,"('lethargic', 'energetic')",0.2781948,0.312021,0.0338262
71,-0.6950158,-0.4909622,"('diffident', 'self-confident')",-0.6950158,-0.4909622,0.2040536
72,0.4975186,0.5836178,"('unambitious', 'ambitious')",0.4975186,0.5836178,0.0860992
73,-0.345699,-0.24046442,"('helpless', 'self-reliant')",-0.345699,-0.2404644,0.1052346
74,0.09046134,0.03584689,"('undedicated', 'dedicated')",0.0904613,0.0358469,-0.0546144
75,1.3091439,1.509904,"('meek', 'impulsive')",1.3091439,1.509904,0.2007601
76,-0.6444851,-0.53705394,"('anxious', 'daring')",-0.6444851,-0.5370539,0.1074312
77,-0.77433187,-0.677481,"('unmotivated', 'motivated')",-0.7743319,-0.677481,0.0968509
78,-0.28508514,-0.13184375,"('nonresilient', 'resilient')",-0.2850851,-0.1318437,0.1532414
79,0.81122774,0.5461429,"('wavering', 'unwavering')",0.8112277,0.5461429,-0.2650848
80,0.39808863,0.37354124,"('dominated', 'dominating')",0.3980886,0.3735412,-0.0245474
81,-0.18505386,-0.38539293,"('submissive', 'aggressive')",-0.1850539,-0.3853929,-0.200339
82,1.0219979,0.983857,"('poor', 'rich')",1.0219979,0.983857,-0.0381409
83,-0.4952064,-0.675295,"('powerless', 'powerful')",-0.4952064,-0.675295,-0.1800886
84,-1.1807938,-1.3384103,"('inferior', 'superior')",-1.1807938,-1.3384103,-0.1576165
85,-0.27509308,-0.071328305,"('insignificant', 'prestigious')",-0.2750931,-0.0713283,0.2037648
86,-1.8208572,-2.1656363,"('uninfluential', 'influential')",-1.8208572,-2.1656363,-0.3447791
87,-1.0235534,-0.9083064,"('unsuccessful', 'successful')",-1.0235534,-0.9083064,0.115247
88,0.07735066,0.054038256,"('low', 'eminent')",0.0773507,0.0540383,-0.0233124
