,costco_male,costco_female,tuple,wholesale_male,wholesale_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.35608363,-0.46770167,"('unsociable', 'sociable')",1.5240642,1.5333353,0.37547797,0.23330498,0.5144862,0.4329795,-0.0815067
1,-1.5216006,-1.5161179,"('unfriendly', 'friendly')",0.21397969,0.20881589,0.99031174,0.86527395,-0.1057697,-0.1473427,-0.041573
2,1.2764206,1.2804757,"('unlikable', 'likable')",0.7870959,0.7991751,0.90179974,0.88850904,0.9884388,0.9893866,0.0009478
3,-0.05277708,-0.05862887,"('repellent', 'pleasant')",-0.42055643,-0.2930006,1.0664619,1.1022563,0.1977095,0.2502089,0.0524994
4,-0.09542659,-0.099773824,"('disliked', 'liked')",-0.23350957,-0.2149502,-7.204093,-7.3641477,-2.5110097,-2.5596239,-0.0486142
5,-1.2584736,-1.1655968,"('distant', 'outgoing')",-0.9775613,-0.89532727,-1.0320554,-1.1004587,-1.0893634,-1.0537942,0.0355692
6,-1.7194424,-1.6062559,"('distant', 'open')",-0.7273149,-0.6510161,-0.95102334,-1.0309006,-1.1325936,-1.0960576,0.036536
7,-0.14540517,-0.17220113,"('insensitive', 'sensitive')",0.8086052,0.857447,0.6642125,0.68661183,0.4424709,0.4572859,0.014815
8,-1.0701003,-1.0776479,"('unaffectionate', 'affectionate')",-0.24797061,-0.30082646,0.03153884,-0.019080147,-0.428844,-0.4658515,-0.0370075
9,-0.701524,-0.7802846,"('unaffectionate', 'caring')",0.5148045,0.50193644,0.66044897,0.6483444,0.1579098,0.1233321,-0.0345777
10,-0.214754,-0.3589841,"('unsympathetic', 'sympathetic')",0.048272956,0.12522733,0.07822426,0.1273928,-0.0294189,-0.0354547,-0.0060358
11,0.051775064,-0.016672261,"('unhelpful', 'helpful')",0.24392633,0.26433587,2.0994906,2.1990159,0.7983974,0.8155599,0.0171625
12,-0.07253357,-0.03270834,"('unsupportive', 'supportive')",0.64138895,0.79854417,-1.9516634,-1.9571455,-0.460936,-0.3971032,0.0638328
13,-0.085308164,-0.100529715,"('impolite', 'polite')",1.7018287,1.7513944,-0.22809905,-0.19902824,0.4628072,0.4839455,0.0211383
14,0.91927475,0.8946468,"('antisocial', 'social')",2.094023,2.1090295,0.81800103,0.725055,1.2770996,1.2429105,-0.0341891
15,0.09610146,0.019501325,"('boring', 'funny')",0.539874,0.42509216,-0.22699712,-0.28909802,0.1363261,0.0518318,-0.0844943
16,-1.0667342,-1.1183717,"('unpopular', 'popular')",-1.2894135,-1.3136874,-0.09194957,-0.15987414,-0.8160324,-0.8639778,-0.0479454
17,0.102585755,0.13614133,"('nasty', 'nice')",-0.2515275,-0.22202435,-0.7422245,-0.68546075,-0.2970554,-0.2571146,0.0399408
18,-1.0933601,-1.0483248,"('disagreeable', 'welcoming')",-0.7149087,-0.65030926,-0.7236253,-0.79944146,-0.8439647,-0.8326918,0.0112729
19,-1.1903584,-1.1874435,"('inhospitable', 'hospitable')",-0.7239964,-0.6943392,-0.9520931,-0.91765213,-0.9554826,-0.933145,0.0223376
