,steris_male,steris_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.82105255,-0.8534243,"('unsociable', 'sociable')",-0.24760707,-0.274795,-0.5343298,-0.5641097,-0.0297799
1,-1.5428418,-1.7215521,"('unfriendly', 'friendly')",2.0396569,1.7769707,0.2484075,0.0277093,-0.2206982
2,0.23321944,0.19258785,"('unlikable', 'likable')",0.45660073,0.48614335,0.3449101,0.3393656,-0.0055445
3,-0.94602734,-0.73030376,"('repellent', 'pleasant')",-0.16644107,-0.12485966,-0.5562342,-0.4275817,0.1286525
4,-0.2982385,-0.2989204,"('disliked', 'liked')",-4.338607,-4.3156743,-2.3184226,-2.3072972,0.0111254
5,-1.6926528,-1.7797891,"('distant', 'outgoing')",0.24099258,0.11046279,-0.7258301,-0.8346632,-0.1088331
6,-1.7129313,-1.7855585,"('distant', 'open')",0.25114748,0.08062972,-0.7308919,-0.8524644,-0.1215725
7,-0.20246889,-0.09367338,"('insensitive', 'sensitive')",0.5145341,0.54424244,0.1560326,0.2252845,0.0692519
8,-0.6827841,-0.8449691,"('unaffectionate', 'affectionate')",0.78559387,0.4940669,0.0514049,-0.1754511,-0.226856
9,-0.9826244,-1.0621667,"('unaffectionate', 'caring')",1.2109486,0.9951604,0.1141621,-0.0335031,-0.1476652
10,-0.43531108,-0.28248155,"('unsympathetic', 'sympathetic')",-0.23807234,-0.17741388,-0.3366917,-0.2299477,0.106744
11,-0.5195496,-0.5157192,"('unhelpful', 'helpful')",1.1613858,1.1451175,0.3209181,0.3146992,-0.0062189
12,-0.44389704,-0.44229323,"('unsupportive', 'supportive')",-0.8033396,-0.7376859,-0.6236183,-0.5899895,0.0336288
13,-0.6046277,-0.63561946,"('impolite', 'polite')",-0.45558494,-0.3830639,-0.5301063,-0.5093417,0.0207646
14,0.23834406,0.3528758,"('antisocial', 'social')",0.59056735,0.7204592,0.4144557,0.5366675,0.1222118
15,0.19658887,0.019775372,"('boring', 'funny')",0.033909313,0.0138219,0.1152491,0.0167986,-0.0984505
16,-0.6223799,-0.54673505,"('unpopular', 'popular')",-0.23015606,-0.25967622,-0.426268,-0.4032056,0.0230624
17,-0.17202643,-0.2352951,"('nasty', 'nice')",-0.9406531,-1.0008409,-0.5563397,-0.618068,-0.0617283
18,-1.0276332,-0.9849744,"('disagreeable', 'welcoming')",-0.9532417,-1.0204206,-0.9904374,-1.0026975,-0.0122601
19,-1.3136209,-1.3643913,"('inhospitable', 'hospitable')",-0.4065943,-0.5566254,-0.8601076,-0.9605083,-0.1004007
20,0.1611047,0.2152234,"('rough', 'thoughtful')",1.1384358,1.161326,0.6497703,0.6882747,0.0385044
21,-0.428217,-0.2911746,"('immoral', 'moral')",-1.1222875,-0.9667102,-0.7752522,-0.6289424,0.1463098
22,-0.48718196,-0.44526726,"('untrustworthy', 'trustworthy')",-0.31875485,-0.31736213,-0.4029684,-0.3813147,0.0216537
23,-0.85754484,-0.87784666,"('insincere', 'sincere')",4.1862373,3.9969158,1.6643462,1.5595345,-0.1048117
24,-0.7787994,-0.78383243,"('dishonest', 'honest')",0.88465506,0.8180124,0.0529278,0.01709,-0.0358378
25,-0.35557753,-0.38559085,"('egoistic', 'altruistic')",1.2985667,1.1409025,0.4714946,0.3776558,-0.0938388
26,0.14822301,-0.018437453,"('hardhearted', 'benevolent')",2.5400002,2.4144785,1.3441116,1.1980206,-0.146091
27,-0.13376278,-0.10826132,"('hardhearted', 'softhearted')",0.43430042,0.23415862,0.1502688,0.0629487,-0.0873201
28,-0.21522348,-0.185288,"('disloyal', 'loyal')",1.0250708,0.8965356,0.4049236,0.3556238,-0.0492998
29,-0.9525167,-0.9395232,"('unfair', 'fair')",-0.5334025,-0.6392778,-0.7429596,-0.7894005,-0.0464409
30,0.2870802,0.30284542,"('intolerant', 'tolerant')",0.80383635,0.8517082,0.5454583,0.5772768,0.0318185
31,-1.1235424,-1.1653842,"('evil', 'good')",-0.10014527,-0.25952977,-0.6118438,-0.7124569,-0.1006131
32,-0.004008444,-0.054154404,"('unkind', 'kind')",0.60134125,0.43019617,0.2986664,0.1880209,-0.1106455
33,-0.15080433,-0.23290999,"('wrong', 'right')",0.2312596,0.10736327,0.0402276,-0.0627734,-0.103001
34,0.057297897,0.12232414,"('mean', 'honorable')",3.6366694,3.6838942,1.8469837,1.9031092,0.0561255
35,-0.41260892,-0.5479163,"('corrupt', 'incorrupt')",-0.4813871,-0.6796167,-0.446998,-0.6137665,-0.1667685
36,-1.1631794,-1.2573972,"('hostile', 'amicable')",0.7726869,0.46330765,-0.1952462,-0.3970448,-0.2017986
37,0.34623542,0.33342052,"('fake', 'genuine')",0.5236169,0.4802328,0.4349262,0.4068267,-0.0280995
38,-1.3811301,-1.444946,"('untruthful', 'truthful')",0.2662038,0.21512684,-0.5574632,-0.6149096,-0.0574464
39,0.33515242,0.3671724,"('exploitative', 'cooperative')",0.3945349,0.38138327,0.3648437,0.3742778,0.0094341
40,-0.10601513,-0.03089274,"('stingy', 'generous')",-1.2941124,-1.3799772,-0.7000638,-0.705435,-0.0053712
41,-0.5166625,-0.56066895,"('unforgiving', 'forgiving')",0.49440593,0.5008013,-0.0111283,-0.0299338,-0.0188055
42,0.10496998,0.20552027,"('unreliable', 'reliable')",-1.6903317,-1.5997691,-0.7926809,-0.6971244,0.0955565
43,-0.8059791,-0.78832453,"('irresponsible', 'responsible')",1.1405971,1.2045225,0.167309,0.208099,0.04079
44,-0.10304196,-0.106500566,"('prejudiced', 'unprejudiced')",-1.7456076,-1.7317914,-0.9243248,-0.9191459,0.0051789
45,-0.41310447,-0.3038221,"('incompetent', 'competent')",1.0918666,1.1857127,0.3393811,0.4409453,0.1015642
46,-0.16807634,-0.021307707,"('uncompetitive', 'competitive')",-0.36029515,-0.27508128,-0.2641857,-0.1481945,0.1159912
47,-0.034364402,0.013515136,"('stupid', 'smart')",4.357227,4.4396434,2.1614313,2.2265792,0.0651479
48,0.08188686,0.057675175,"('unintelligent', 'intelligent')",0.21469891,0.2985432,0.1482929,0.1781092,0.0298163
49,0.1233039,0.25379565,"('unable', 'able')",-0.4789397,-0.34151477,-0.1778179,-0.0438596,0.1339583
50,0.085827924,0.10885638,"('clumsy', 'skillful')",-0.3942433,-0.54256207,-0.1542077,-0.2168528,-0.0626451
51,-0.86105096,-0.8663116,"('uneducated', 'educated')",-0.064647965,-0.05697698,-0.4628495,-0.4616443,0.0012052
52,-0.85225236,-0.9946567,"('irrational', 'rational')",-0.25857174,-0.41181478,-0.5554121,-0.7032357,-0.1478236
53,-1.6525167,-1.6448019,"('uncreative', 'creative')",0.8247364,0.71177983,-0.4138902,-0.466511,-0.0526208
54,-1.0964574,-1.2282424,"('incapable', 'capable')",0.6428938,0.52030736,-0.2267818,-0.3539675,-0.1271857
55,0.2016776,0.29772726,"('incompetent', 'clever')",0.07387083,0.2606956,0.1377742,0.2792114,0.1414372
56,0.06311792,0.049574763,"('impractical', 'practical')",0.787114,0.9819781,0.425116,0.5157765,0.0906605
57,-0.96468663,-0.95173,"('unimaginative', 'imaginative')",-1.1615119,-1.0381496,-1.0630993,-0.9949398,0.0681595
58,-0.022517115,-0.015509352,"('undiscriminating', 'discriminating')",0.68205833,0.73873883,0.3297706,0.3616147,0.0318441
59,-0.4506694,-0.48893934,"('foolish', 'wise')",0.12292276,0.030199014,-0.1638733,-0.2293702,-0.0654969
60,0.26148662,0.3412384,"('inefficient', 'efficient')",0.07311009,0.3443488,0.1672983,0.3427936,0.1754953
61,-0.3655943,-0.4532279,"('illogical', 'logical')",0.8960471,0.77102625,0.2652264,0.1588992,-0.1063272
62,0.34403852,0.4749456,"('incompetent', 'brilliant')",0.74438226,0.9302395,0.5442104,0.7025926,0.1583822
63,-1.0218649,-0.95812595,"('unperceptive', 'insightful')",1.0288951,1.0974854,0.0035151,0.0696797,0.0661646
64,-0.8068,-0.8351325,"('shy', 'confident')",-4.358507,-4.1846776,-2.5826535,-2.5099051,0.0727484
65,0.27479076,0.2716626,"('insecure', 'secure')",0.18953009,0.32868093,0.2321604,0.3001718,0.0680114
66,-0.79118377,-0.8461833,"('inactive', 'active')",0.8167458,0.69818133,0.012781,-0.074001,-0.086782
67,0.6974299,0.670382,"('doubtful', 'determined')",-0.38297847,-0.2989758,0.1572257,0.1857031,0.0284774
68,-0.4016016,-0.29776752,"('dependent', 'independent')",-0.8276632,-0.7920951,-0.6146324,-0.5449313,0.0697011
69,0.5207207,0.4029684,"('lazy', 'industrious')",0.1881285,0.11519778,0.3544246,0.2590831,-0.0953415
70,-0.11636743,-0.0121591035,"('lethargic', 'energetic')",0.2697357,0.35680667,0.0766841,0.1723238,0.0956397
71,0.14475018,0.09676589,"('diffident', 'self-confident')",0.5767199,0.4803919,0.360735,0.2885789,-0.0721561
72,-0.9290298,-0.94428355,"('unambitious', 'ambitious')",0.60644406,0.638393,-0.1612929,-0.1529453,0.0083476
73,0.53699684,0.51650006,"('helpless', 'self-reliant')",-2.0303876,-2.0359375,-0.7466954,-0.7597188,-0.0130234
74,-0.17146248,-0.07824254,"('undedicated', 'dedicated')",0.83578545,0.8148854,0.3321615,0.3683214,0.0361599
75,-0.4512736,-0.53063935,"('meek', 'impulsive')",-0.89998287,-0.8797012,-0.6756282,-0.7051703,-0.0295421
76,0.24330355,0.41300222,"('anxious', 'daring')",-0.23451465,-0.084547356,0.0043944,0.1642274,0.159833
77,-0.7410968,-0.6716588,"('unmotivated', 'motivated')",-0.8200733,-0.6856424,-0.7805851,-0.6786506,0.1019345
78,0.31023857,0.41384816,"('nonresilient', 'resilient')",0.5303468,0.5139397,0.4202927,0.4638939,0.0436012
79,-0.77179533,-0.86122745,"('wavering', 'unwavering')",-0.09255528,-0.24544093,-0.4321753,-0.5533342,-0.1211589
80,0.36256367,0.4343068,"('dominated', 'dominating')",0.20942675,0.4496938,0.2859952,0.4420003,0.1560051
81,0.09778822,0.11852169,"('submissive', 'aggressive')",-0.617686,-0.32702208,-0.2599489,-0.1042502,0.1556987
82,-0.6706922,-0.5905313,"('poor', 'rich')",4.5357456,4.537438,1.9325267,1.9734533,0.0409266
83,-0.27907866,-0.2955718,"('powerless', 'powerful')",-0.59363604,-0.53426445,-0.4363573,-0.4149181,0.0214392
84,0.45277238,0.48831815,"('inferior', 'superior')",0.54530215,0.59096724,0.4990373,0.5396427,0.0406054
85,-0.32541823,-0.43357912,"('insignificant', 'prestigious')",0.11624561,-0.12878634,-0.1045863,-0.2811827,-0.1765964
86,-1.5804862,-1.5912682,"('uninfluential', 'influential')",0.331608,0.35614863,-0.6244391,-0.6175598,0.0068793
87,-0.043254275,-0.016774649,"('unsuccessful', 'successful')",1.509046,1.6091557,0.7328959,0.7961905,0.0632946
88,-0.61997247,-0.6748219,"('low', 'eminent')",0.46179894,0.4549055,-0.0790868,-0.1099582,-0.0308714
