,instinct_male,instinct_female,tuple,average_male,average_female,female-male
0,0.35183102,0.26465094,"('unsociable', 'sociable')",0.351831,0.2646509,-0.0871801
1,1.4048207,1.417227,"('unfriendly', 'friendly')",1.4048207,1.417227,0.0124063
2,0.8085444,0.86093545,"('unlikable', 'likable')",0.8085444,0.8609354,0.052391
3,1.2642097,1.3643124,"('repellent', 'pleasant')",1.2642097,1.3643124,0.1001027
4,-6.8854527,-6.9601574,"('disliked', 'liked')",-6.8854527,-6.9601574,-0.0747047
5,-0.18042544,-0.149099,"('distant', 'outgoing')",-0.1804254,-0.149099,0.0313264
6,-0.018698119,0.042928293,"('distant', 'open')",-0.0186981,0.0429283,0.0616264
7,1.6683571,1.6760354,"('insensitive', 'sensitive')",1.6683571,1.6760354,0.0076783
8,0.9359011,0.9373749,"('unaffectionate', 'affectionate')",0.9359011,0.9373749,0.0014738
9,1.3740044,1.4645721,"('unaffectionate', 'caring')",1.3740044,1.4645721,0.0905677
10,1.7572883,1.7653699,"('unsympathetic', 'sympathetic')",1.7572883,1.7653699,0.0080816
11,2.262504,2.2948027,"('unhelpful', 'helpful')",2.2625041,2.2948027,0.0322986
12,-0.79127663,-0.8142892,"('unsupportive', 'supportive')",-0.7912766,-0.8142892,-0.0230126
13,0.48431674,0.45945102,"('impolite', 'polite')",0.4843167,0.459451,-0.0248657
14,0.28049228,0.14212096,"('antisocial', 'social')",0.2804923,0.142121,-0.1383713
15,0.35744062,0.44462073,"('boring', 'funny')",0.3574406,0.4446207,0.0871801
16,-0.55857104,-0.5403632,"('unpopular', 'popular')",-0.558571,-0.5403632,0.0182078
17,-0.08831619,-0.15105493,"('nasty', 'nice')",-0.0883162,-0.1510549,-0.0627387
18,-0.107719555,-0.20692047,"('disagreeable', 'welcoming')",-0.1077196,-0.2069205,-0.0992009
19,-0.16123891,-0.081285626,"('inhospitable', 'hospitable')",-0.1612389,-0.0812856,0.0799533
20,0.87732196,0.804362,"('rough', 'thoughtful')",0.877322,0.804362,-0.07296
21,0.72374874,0.76139385,"('immoral', 'moral')",0.7237487,0.7613938,0.0376451
22,0.2542032,0.18048997,"('untrustworthy', 'trustworthy')",0.2542032,0.18049,-0.0737132
23,6.8783627,6.958452,"('insincere', 'sincere')",6.8783627,6.9584522,0.0800895
24,2.4020321,2.384206,"('dishonest', 'honest')",2.4020321,2.3842061,-0.017826
25,0.24587694,0.14185686,"('egoistic', 'altruistic')",0.2458769,0.1418569,-0.10402
26,-0.07266264,-0.04922854,"('hardhearted', 'benevolent')",-0.0726626,-0.0492285,0.0234341
27,1.5541645,1.5077324,"('hardhearted', 'softhearted')",1.5541645,1.5077324,-0.0464321
28,1.3489615,1.3700268,"('disloyal', 'loyal')",1.3489615,1.3700268,0.0210653
29,-0.24145773,-0.34013516,"('unfair', 'fair')",-0.2414577,-0.3401352,-0.0986775
30,1.175648,1.1365204,"('intolerant', 'tolerant')",1.175648,1.1365204,-0.0391276
31,-1.5356256,-1.5843784,"('evil', 'good')",-1.5356256,-1.5843784,-0.0487528
32,1.4796299,1.4375885,"('unkind', 'kind')",1.4796299,1.4375885,-0.0420414
33,-0.67262,-0.62227297,"('wrong', 'right')",-0.67262,-0.622273,0.050347
34,4.527299,4.7432427,"('mean', 'honorable')",4.5272989,4.7432427,0.2159438
35,-1.1351924,-1.2397655,"('corrupt', 'incorrupt')",-1.1351924,-1.2397655,-0.1045731
36,-1.4147482,-1.382415,"('hostile', 'amicable')",-1.4147482,-1.3824151,0.0323331
37,1.1091008,1.104689,"('fake', 'genuine')",1.1091008,1.104689,-0.0044118
38,0.2550951,0.20861708,"('untruthful', 'truthful')",0.2550951,0.2086171,-0.046478
39,0.10527832,0.067575455,"('exploitative', 'cooperative')",0.1052783,0.0675755,-0.0377028
40,-0.8857166,-0.94216627,"('stingy', 'generous')",-0.8857166,-0.9421663,-0.0564497
41,-0.04536294,-0.10549924,"('unforgiving', 'forgiving')",-0.0453629,-0.1054992,-0.0601363
