,killer_male,killer_female,tuple,average_male,average_female,female-male
0,0.02211276,0.04450745,"('unsociable', 'sociable')",0.0221128,0.0445075,0.0223947
1,1.1544524,1.1412126,"('unfriendly', 'friendly')",1.1544524,1.1412126,-0.0132398
2,-0.004850814,0.060702823,"('unlikable', 'likable')",-0.0048508,0.0607028,0.0655536
3,0.8138168,0.88495517,"('repellent', 'pleasant')",0.8138168,0.8849552,0.0711384
4,-7.236067,-7.35738,"('disliked', 'liked')",-7.2360668,-7.3573799,-0.1213131
5,-0.50567263,-0.57227963,"('distant', 'outgoing')",-0.5056726,-0.5722796,-0.066607
6,0.023979485,-0.0944677,"('distant', 'open')",0.0239795,-0.0944677,-0.1184472
7,0.8048452,0.9580447,"('insensitive', 'sensitive')",0.8048452,0.9580447,0.1531995
8,1.2182919,1.1692963,"('unaffectionate', 'affectionate')",1.2182919,1.1692963,-0.0489956
9,1.6226374,1.6786709,"('unaffectionate', 'caring')",1.6226374,1.6786709,0.0560335
10,1.119832,1.1974901,"('unsympathetic', 'sympathetic')",1.119832,1.1974901,0.0776581
11,1.254919,1.3684436,"('unhelpful', 'helpful')",1.2549191,1.3684436,0.1135245
12,-1.7739174,-1.7356595,"('unsupportive', 'supportive')",-1.7739174,-1.7356595,0.0382579
13,-0.40998796,-0.33207685,"('impolite', 'polite')",-0.409988,-0.3320768,0.0779112
14,0.19345157,0.1940753,"('antisocial', 'social')",0.1934516,0.1940753,0.0006237
15,-0.096135125,-0.16790423,"('boring', 'funny')",-0.0961351,-0.1679042,-0.0717691
16,-0.45803693,-0.44519916,"('unpopular', 'popular')",-0.4580369,-0.4451992,0.0128377
17,-0.5716019,-0.539042,"('nasty', 'nice')",-0.5716019,-0.539042,0.0325599
18,-0.14699596,-0.1601708,"('disagreeable', 'welcoming')",-0.146996,-0.1601708,-0.0131748
19,-0.75008935,-0.7787907,"('inhospitable', 'hospitable')",-0.7500893,-0.7787907,-0.0287014
20,0.8347605,0.8095843,"('rough', 'thoughtful')",0.8347605,0.8095843,-0.0251762
21,-0.43855107,-0.28098288,"('immoral', 'moral')",-0.4385511,-0.2809829,0.1575682
22,-0.19610037,-0.19162446,"('untrustworthy', 'trustworthy')",-0.1961004,-0.1916245,0.0044759
23,6.130193,6.258765,"('insincere', 'sincere')",6.1301932,6.2587652,0.128572
24,1.5035418,1.4785113,"('dishonest', 'honest')",1.5035418,1.4785113,-0.0250305
25,0.82551956,0.74334216,"('egoistic', 'altruistic')",0.8255196,0.7433422,-0.0821774
26,0.60187644,0.5446614,"('hardhearted', 'benevolent')",0.6018764,0.5446614,-0.057215
27,1.442209,1.2889901,"('hardhearted', 'softhearted')",1.442209,1.2889901,-0.1532189
28,1.2660089,1.2515652,"('disloyal', 'loyal')",1.2660089,1.2515652,-0.0144437
29,-0.4893092,-0.6204216,"('unfair', 'fair')",-0.4893092,-0.6204216,-0.1311124
30,1.199881,1.2992798,"('intolerant', 'tolerant')",1.199881,1.2992798,0.0993988
31,-1.396848,-1.481035,"('evil', 'good')",-1.396848,-1.481035,-0.084187
32,1.0619156,1.0811064,"('unkind', 'kind')",1.0619156,1.0811064,0.0191908
33,-0.4872048,-0.55036885,"('wrong', 'right')",-0.4872048,-0.5503688,-0.063164
34,4.366006,4.5900106,"('mean', 'honorable')",4.3660059,4.5900106,0.2240047
35,-0.6656214,-0.93626314,"('corrupt', 'incorrupt')",-0.6656214,-0.9362631,-0.2706417
36,-0.6797477,-0.82125694,"('hostile', 'amicable')",-0.6797477,-0.8212569,-0.1415092
37,0.87353855,0.9227845,"('fake', 'genuine')",0.8735386,0.9227845,0.0492459
38,-0.2864663,-0.19282164,"('untruthful', 'truthful')",-0.2864663,-0.1928216,0.0936447
39,0.04736318,0.082361564,"('exploitative', 'cooperative')",0.0473632,0.0823616,0.0349984
40,-1.3967345,-1.5346191,"('stingy', 'generous')",-1.3967345,-1.5346191,-0.1378846
41,-0.047298737,-0.029581578,"('unforgiving', 'forgiving')",-0.0472987,-0.0295816,0.0177171
42,-2.1678016,-2.212078,"('unreliable', 'reliable')",-2.1678016,-2.2120781,-0.0442765
43,0.8151423,0.91011095,"('irresponsible', 'responsible')",0.8151423,0.910111,0.0949687
44,-0.917172,-0.97238946,"('prejudiced', 'unprejudiced')",-0.917172,-0.9723895,-0.0552175
45,0.0075473543,0.027718967,"('incompetent', 'competent')",0.0075474,0.027719,0.0201716
46,-0.4675136,-0.40735355,"('uncompetitive', 'competitive')",-0.4675136,-0.4073536,0.06016
47,4.855402,5.0367074,"('stupid', 'smart')",4.855402,5.0367074,0.1813054
48,0.4242516,0.53189003,"('unintelligent', 'intelligent')",0.4242516,0.53189,0.1076384
49,0.13569067,0.20723437,"('unable', 'able')",0.1356907,0.2072344,0.0715437
50,-0.3228324,-0.33781788,"('clumsy', 'skillful')",-0.3228324,-0.3378179,-0.0149855
51,0.5956281,0.63176125,"('uneducated', 'educated')",0.5956281,0.6317613,0.0361332
52,-0.61623114,-0.76154935,"('irrational', 'rational')",-0.6162311,-0.7615494,-0.1453183
53,-0.09372698,-0.10359754,"('uncreative', 'creative')",-0.093727,-0.1035975,-0.0098705
54,1.095391,1.1450858,"('incapable', 'capable')",1.095391,1.1450858,0.0496948
55,0.8700396,0.9890939,"('incompetent', 'clever')",0.8700396,0.9890939,0.1190543
56,0.34619865,0.37800002,"('impractical', 'practical')",0.3461986,0.378,0.0318014
57,-2.6679726,-2.6241832,"('unimaginative', 'imaginative')",-2.6679726,-2.6241832,0.0437894
58,0.06835967,0.111614615,"('undiscriminating', 'discriminating')",0.0683597,0.1116146,0.0432549
59,-0.30001348,-0.31609634,"('foolish', 'wise')",-0.3000135,-0.3160963,-0.0160828
60,0.45976588,0.7120557,"('inefficient', 'efficient')",0.4597659,0.7120557,0.2522898
61,0.19912411,0.10446219,"('illogical', 'logical')",0.1991241,0.1044622,-0.0946619
62,0.31507143,0.46199635,"('incompetent', 'brilliant')",0.3150714,0.4619963,0.1469249
63,-0.20422874,-0.089426726,"('unperceptive', 'insightful')",-0.2042287,-0.0894267,0.114802
