,wells_male,wells_female,tuple,fargo_male,fargo_female,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,-1.7377008,-1.7856044,"('unsociable', 'sociable')",-1.0141605,-1.0973057,-0.46390837,-0.47470048,-0.35723415,-0.462057,-0.893251,-0.9549168,-0.0616658
1,1.4649335,1.2831882,"('unfriendly', 'friendly')",1.6159992,1.5045897,1.1658664,1.0615214,1.5552317,1.233979,1.4505076,1.2708197,-0.1796879
2,1.0737168,1.248656,"('unlikable', 'likable')",0.6424248,0.7410066,1.4510802,1.5580804,0.75764924,0.9036479,0.9812177,1.1128478,0.1316301
3,-0.6757518,-0.5933343,"('repellent', 'pleasant')",-1.3230985,-1.2475034,-0.9023448,-0.8353624,0.52331877,0.59507346,-0.5944691,-0.5202817,0.0741874
4,0.42584333,0.37060937,"('disliked', 'liked')",0.4904311,0.49959835,0.4565317,0.4361166,-5.8018675,-5.3900757,-1.1072654,-1.0209378,0.0863276
5,1.4853363,1.4753822,"('distant', 'outgoing')",2.159506,2.1002421,1.5763075,1.5858706,0.62948006,0.6292107,1.4626575,1.4476764,-0.0149811
6,1.1072444,1.1156323,"('distant', 'open')",2.0101774,1.9790621,1.4611473,1.4514351,0.53326535,0.44463742,1.2779586,1.2476916,-0.030267
7,-0.8287965,-0.72389203,"('insensitive', 'sensitive')",-1.1677353,-1.0814303,-0.9147511,-0.83412915,-0.6761614,-0.7170752,-0.8968611,-0.8391317,0.0577294
8,0.3075261,0.16899906,"('unaffectionate', 'affectionate')",1.1897261,1.0600606,0.6631101,0.5213866,0.5527334,0.17752753,0.6782739,0.4819935,-0.1962804
9,0.92917424,0.8405217,"('unaffectionate', 'caring')",1.4176419,1.3305947,0.7087627,0.5566243,1.0286187,0.7293166,1.0210494,0.8642644,-0.156785
10,-1.3616053,-1.2942382,"('unsympathetic', 'sympathetic')",-1.6088665,-1.6246878,-1.1605664,-1.2421082,-0.45453373,-0.57092255,-1.1463929,-1.1829891,-0.0365962
11,-0.74865663,-0.7905063,"('unhelpful', 'helpful')",-0.71617585,-0.77521396,-1.1371384,-1.2159461,1.5818388,1.4873209,-0.255033,-0.3235863,-0.0685533
12,0.5056019,0.50543296,"('unsupportive', 'supportive')",0.7034153,0.6607102,1.1688429,1.1275464,-1.618265,-1.603816,0.1898988,0.1724684,-0.0174304
13,-1.3253875,-1.3280716,"('impolite', 'polite')",-0.87116736,-0.914649,-0.8070555,-0.8071437,-0.4399956,-0.4223526,-0.8609015,-0.8680542,-0.0071527
14,-1.6262559,-1.5197065,"('antisocial', 'social')",-1.1027668,-1.0505711,-0.35723037,-0.277045,-1.2568426,-1.2049881,-1.0857739,-1.0130777,0.0726962
15,1.0064685,0.97403127,"('boring', 'funny')",1.2370477,1.1838135,1.041892,1.0206867,0.48975274,0.5395407,0.9437903,0.9295181,-0.0142722
16,0.6814508,0.7523456,"('unpopular', 'popular')",-0.16075736,-0.060613617,0.7601598,0.89743376,0.59163815,0.6122937,0.4681228,0.5503649,0.0822421
17,0.5234837,0.6673763,"('nasty', 'nice')",-0.31744775,-0.3198065,0.38828024,0.5388495,0.08685032,0.2365289,0.1702916,0.280737,0.1104454
18,0.08176475,0.15575695,"('disagreeable', 'welcoming')",0.05965373,0.024643475,0.49170867,0.6078769,-1.0862918,-1.2266853,-0.1132912,-0.109602,0.0036892
19,-0.08962971,-0.08794065,"('inhospitable', 'hospitable')",0.3772721,0.33320487,-0.2001076,-0.19205803,0.2791887,0.25086063,0.0916809,0.0760167,-0.0156642
20,-0.68305385,-0.5229979,"('rough', 'thoughtful')",-1.1381419,-0.98112863,0.051347885,0.19238931,-0.2346115,-0.17099565,-0.5011148,-0.3706833,0.1304315
21,-1.0693003,-1.00132,"('immoral', 'moral')",-1.2828965,-1.270215,-0.7644799,-0.6904663,-1.7681661,-1.7148793,-1.2212107,-1.1692202,0.0519905
22,-1.4222833,-1.3694184,"('untrustworthy', 'trustworthy')",-1.5059003,-1.5141201,-1.5308325,-1.5303686,-2.1434832,-2.0529702,-1.6506248,-1.6167192,0.0339056
