,pay_male,pay_female,tuple,average_male,average_female,female-male
0,0.05465628,-0.032461867,"('unsociable', 'sociable')",0.0546563,-0.0324619,-0.0871182
1,1.4645671,1.508701,"('unfriendly', 'friendly')",1.4645671,1.508701,0.0441339
2,-0.091395184,-0.04797736,"('unlikable', 'likable')",-0.0913952,-0.0479774,0.0434178
3,0.22562627,0.2683282,"('repellent', 'pleasant')",0.2256263,0.2683282,0.0427019
4,-7.6007924,-7.675184,"('disliked', 'liked')",-7.6007924,-7.6751838,-0.0743914
5,-0.6688707,-0.612712,"('distant', 'outgoing')",-0.6688707,-0.612712,0.0561587
6,0.012129277,0.04131204,"('distant', 'open')",0.0121293,0.041312,0.0291827
7,0.8333511,0.8743757,"('insensitive', 'sensitive')",0.8333511,0.8743757,0.0410246
8,1.268699,1.2429388,"('unaffectionate', 'affectionate')",1.268699,1.2429388,-0.0257602
9,1.8885114,1.9275129,"('unaffectionate', 'caring')",1.8885114,1.9275129,0.0390015
10,0.9249161,0.90586144,"('unsympathetic', 'sympathetic')",0.9249161,0.9058614,-0.0190547
11,1.6548902,1.6955453,"('unhelpful', 'helpful')",1.6548902,1.6955453,0.0406551
12,-1.7651882,-1.7460452,"('unsupportive', 'supportive')",-1.7651882,-1.7460452,0.019143
13,-0.1087116,-0.1769059,"('impolite', 'polite')",-0.1087116,-0.1769059,-0.0681943
14,0.2776515,0.17419505,"('antisocial', 'social')",0.2776515,0.1741951,-0.1034564
15,0.09970127,0.052543905,"('boring', 'funny')",0.0997013,0.0525439,-0.0471574
16,-0.63412666,-0.5242942,"('unpopular', 'popular')",-0.6341267,-0.5242942,0.1098325
17,-0.25237864,-0.19042748,"('nasty', 'nice')",-0.2523786,-0.1904275,0.0619511
18,-0.22253874,-0.2485915,"('disagreeable', 'welcoming')",-0.2225387,-0.2485915,-0.0260528
19,-0.5698026,-0.51000524,"('inhospitable', 'hospitable')",-0.5698026,-0.5100052,0.0597974
20,0.97180486,0.89185536,"('rough', 'thoughtful')",0.9718049,0.8918554,-0.0799495
21,-0.4206911,-0.38123885,"('immoral', 'moral')",-0.4206911,-0.3812388,0.0394523
22,-0.61058575,-0.61204004,"('untrustworthy', 'trustworthy')",-0.6105857,-0.61204,-0.0014543
23,6.8011003,6.851325,"('insincere', 'sincere')",6.8011003,6.851325,0.0502247
24,1.5760142,1.4763714,"('dishonest', 'honest')",1.5760142,1.4763714,-0.0996428
25,0.9413847,0.91112036,"('egoistic', 'altruistic')",0.9413847,0.9111204,-0.0302643
26,1.2025208,1.150988,"('hardhearted', 'benevolent')",1.2025208,1.150988,-0.0515328
27,1.7006295,1.5665474,"('hardhearted', 'softhearted')",1.7006295,1.5665474,-0.1340821
28,1.2686131,1.2814504,"('disloyal', 'loyal')",1.2686131,1.2814504,0.0128373
29,-0.897688,-0.9597104,"('unfair', 'fair')",-0.897688,-0.9597104,-0.0620224
30,0.73261416,0.71332806,"('intolerant', 'tolerant')",0.7326142,0.7133281,-0.0192861
31,-1.4752907,-1.3643517,"('evil', 'good')",-1.4752907,-1.3643517,0.110939
32,0.84860283,0.8507339,"('unkind', 'kind')",0.8486028,0.8507339,0.0021311
33,-0.33892217,-0.35515636,"('wrong', 'right')",-0.3389222,-0.3551564,-0.0162342
34,5.254616,5.433479,"('mean', 'honorable')",5.2546158,5.4334788,0.178863
35,-0.70914114,-0.8557982,"('corrupt', 'incorrupt')",-0.7091411,-0.8557982,-0.1466571
36,-0.22571525,-0.24920408,"('hostile', 'amicable')",-0.2257152,-0.2492041,-0.0234889
37,0.77526206,0.7669573,"('fake', 'genuine')",0.7752621,0.7669573,-0.0083048
38,-0.13587835,-0.073705696,"('untruthful', 'truthful')",-0.1358784,-0.0737057,0.0621727
39,0.3308531,0.3117056,"('exploitative', 'cooperative')",0.3308531,0.3117056,-0.0191475
40,-1.5213661,-1.6715797,"('stingy', 'generous')",-1.5213661,-1.6715797,-0.1502136
41,0.12338868,0.114167094,"('unforgiving', 'forgiving')",0.1233887,0.1141671,-0.0092216
42,-2.7396665,-2.8137789,"('unreliable', 'reliable')",-2.7396665,-2.8137789,-0.0741124
43,1.0018665,0.98754704,"('irresponsible', 'responsible')",1.0018665,0.987547,-0.0143195
44,-1.387231,-1.42237,"('prejudiced', 'unprejudiced')",-1.387231,-1.42237,-0.035139
45,-0.40485996,-0.40485603,"('incompetent', 'competent')",-0.40486,-0.404856,4e-06
46,-0.9019583,-0.9831394,"('uncompetitive', 'competitive')",-0.9019583,-0.9831394,-0.0811811
47,5.873471,6.0211086,"('stupid', 'smart')",5.8734708,6.0211086,0.1476378
48,0.4410932,0.37719417,"('unintelligent', 'intelligent')",0.4410932,0.3771942,-0.063899
49,0.4163281,0.45673075,"('unable', 'able')",0.4163281,0.4567308,0.0404027
50,-0.32431972,-0.3479944,"('clumsy', 'skillful')",-0.3243197,-0.3479944,-0.0236747
51,0.32486188,0.2348752,"('uneducated', 'educated')",0.3248619,0.2348752,-0.0899867
52,-0.22304106,-0.27920005,"('irrational', 'rational')",-0.2230411,-0.2792,-0.0561589
53,0.030637095,0.02376813,"('uncreative', 'creative')",0.0306371,0.0237681,-0.006869
54,1.4211862,1.4989457,"('incapable', 'capable')",1.4211862,1.4989457,0.0777595
55,0.3866566,0.36220714,"('incompetent', 'clever')",0.3866566,0.3622071,-0.0244495
56,0.4986585,0.46782053,"('impractical', 'practical')",0.4986585,0.4678205,-0.030838
57,-3.087772,-3.0802736,"('unimaginative', 'imaginative')",-3.0877719,-3.0802736,0.0074983
58,-0.15149435,-0.1513046,"('undiscriminating', 'discriminating')",-0.1514944,-0.1513046,0.0001898
59,-0.02892693,0.020548083,"('foolish', 'wise')",-0.0289269,0.0205481,0.049475
60,0.56283176,0.5551492,"('inefficient', 'efficient')",0.5628318,0.5551492,-0.0076826
61,0.45699129,0.28755724,"('illogical', 'logical')",0.4569913,0.2875572,-0.1694341
62,0.22435296,0.25726083,"('incompetent', 'brilliant')",0.224353,0.2572608,0.0329078
63,0.019537367,0.08647445,"('unperceptive', 'insightful')",0.0195374,0.0864744,0.066937
64,-6.9696994,-7.0488186,"('shy', 'confident')",-6.9696994,-7.0488186,-0.0791192
65,-0.05421526,-0.060332928,"('insecure', 'secure')",-0.0542153,-0.0603329,-0.0061176
66,-0.06590251,-0.08812291,"('inactive', 'active')",-0.0659025,-0.0881229,-0.0222204
67,-0.100412965,-0.026132964,"('doubtful', 'determined')",-0.100413,-0.026133,0.07428
68,-0.8898167,-0.9458039,"('dependent', 'independent')",-0.8898167,-0.9458039,-0.0559872
69,-2.098262,-2.0436614,"('lazy', 'industrious')",-2.0982621,-2.0436614,0.0546007
70,0.7893263,0.73988193,"('lethargic', 'energetic')",0.7893263,0.7398819,-0.0494444
71,0.65670663,0.76569694,"('diffident', 'self-confident')",0.6567066,0.7656969,0.1089903
72,0.8613417,0.88353205,"('unambitious', 'ambitious')",0.8613417,0.883532,0.0221903
73,-3.1887598,-3.1541407,"('helpless', 'self-reliant')",-3.1887598,-3.1541407,0.0346191
74,-0.05057527,-0.16718826,"('undedicated', 'dedicated')",-0.0505753,-0.1671883,-0.116613
75,-1.1201026,-0.9960513,"('meek', 'impulsive')",-1.1201026,-0.9960513,0.1240513
76,0.4858463,0.43729493,"('anxious', 'daring')",0.4858463,0.4372949,-0.0485514
77,-1.0870341,-0.997335,"('unmotivated', 'motivated')",-1.0870341,-0.997335,0.0896991
78,-0.3079207,-0.34974456,"('nonresilient', 'resilient')",-0.3079207,-0.3497446,-0.0418239
79,0.12841609,0.14045334,"('wavering', 'unwavering')",0.1284161,0.1404533,0.0120372
80,-0.13823661,-0.2587621,"('dominated', 'dominating')",-0.1382366,-0.2587621,-0.1205255
81,-0.06917426,-0.059469894,"('submissive', 'aggressive')",-0.0691743,-0.0594699,0.0097044
82,6.0998034,6.2404904,"('poor', 'rich')",6.0998034,6.2404904,0.140687
83,-0.00818184,-0.00978408,"('powerless', 'powerful')",-0.0081818,-0.0097841,-0.0016023
84,0.61363405,0.60390073,"('inferior', 'superior')",0.613634,0.6039007,-0.0097333
85,-0.1095744,-0.08894127,"('insignificant', 'prestigious')",-0.1095744,-0.0889413,0.0206331
86,0.39888707,0.33598644,"('uninfluential', 'influential')",0.3988871,0.3359864,-0.0629007
87,-0.09235199,0.03483437,"('unsuccessful', 'successful')",-0.092352,0.0348344,0.1271864
88,0.29732278,0.27870095,"('low', 'eminent')",0.2973228,0.2787009,-0.0186219
