,freeport_male,freeport_female,tuple,mcmoran_male,mcmoran_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.20275685,-0.24098882,"('unsociable', 'sociable')",-1.198491,-1.3939841,-0.44638467,-0.6456372,-0.6158775,-0.7602034,-0.1443259
1,-1.3673899,-1.5710968,"('unfriendly', 'friendly')",-0.9308027,-1.0713041,2.134241,1.9768629,-0.0546505,-0.2218459,-0.1671954
2,0.41426525,0.52773553,"('unlikable', 'likable')",0.027493775,0.077292025,0.5054009,0.682796,0.31572,0.4292745,0.1135545
3,0.2122125,0.3143325,"('repellent', 'pleasant')",-0.35261795,-0.23910686,0.100332834,0.16875602,-0.0133575,0.0813272,0.0946847
4,-0.2718002,-0.34904453,"('disliked', 'liked')",0.3770801,0.30225363,-6.141308,-6.0853367,-2.0120093,-2.0440426,-0.0320333
5,-1.220168,-1.289657,"('distant', 'outgoing')",0.49177986,0.41377574,-0.009096455,0.070019506,-0.2458282,-0.2686206,-0.0227924
6,-1.2678033,-1.2683284,"('distant', 'open')",0.28208593,0.26267684,0.59200644,0.6707858,-0.131237,-0.1116219,0.0196151
7,0.8891842,0.99890625,"('insensitive', 'sensitive')",-0.22318986,-0.17784263,1.1435684,1.143691,0.6031876,0.6549182,0.0517306
8,-1.2518415,-1.377244,"('unaffectionate', 'affectionate')",-0.5770079,-0.6202185,1.2946916,1.1840888,-0.1780526,-0.2711246,-0.093072
9,-0.8962071,-0.98307246,"('unaffectionate', 'caring')",-0.6332612,-0.64968467,1.5632051,1.4325165,0.0112456,-0.0667469,-0.0779925
10,-0.2446463,-0.22235918,"('unsympathetic', 'sympathetic')",-1.5324082,-1.5595018,0.14489521,-0.009308018,-0.5440531,-0.5970563,-0.0530032
11,0.0007078573,0.13833189,"('unhelpful', 'helpful')",-0.9925587,-0.89058167,1.6234025,1.6268483,0.2105172,0.2915329,0.0810157
12,-0.27534658,-0.16975069,"('unsupportive', 'supportive')",-0.32006034,-0.18878497,-1.3944882,-1.350091,-0.6632984,-0.5695422,0.0937562
13,0.27540565,0.354436,"('impolite', 'polite')",-0.74563485,-0.7524378,-0.53046066,-0.5307087,-0.3335633,-0.3095702,0.0239931
14,1.0908684,1.2034419,"('antisocial', 'social')",-1.0992764,-1.0088696,-0.5388575,-0.56482476,-0.1824219,-0.1234175,0.0590044
15,0.070047095,0.003556177,"('boring', 'funny')",0.032424632,-0.08246221,0.5298154,0.5974941,0.2107624,0.1728627,-0.0378997
16,-1.4753499,-1.4188393,"('unpopular', 'popular')",-0.49611074,-0.50968057,-0.022748925,0.006358981,-0.6647365,-0.6407203,0.0240162
17,-0.4914734,-0.3717618,"('nasty', 'nice')",-0.611303,-0.49196863,-0.5566896,-0.4950968,-0.5531553,-0.4529424,0.1002129
18,-0.5918942,-0.5023023,"('disagreeable', 'welcoming')",-0.13649063,0.035385065,-0.41956025,-0.32308882,-0.3826484,-0.2633353,0.1193131
19,-1.6372186,-1.5973139,"('inhospitable', 'hospitable')",0.41306597,0.37576103,0.20764795,0.3477234,-0.3388349,-0.2912765,0.0475584
20,-0.3175537,-0.17684701,"('rough', 'thoughtful')",-0.26984265,-0.13969088,0.9746867,0.94065404,0.1290968,0.2080387,0.0789419
