,blouse_male,blouse_female,tuple,average_male,average_female,female-male
0,-0.15330821,-0.32249287,"('unsociable', 'sociable')",-0.1533082,-0.3224929,-0.1691847
1,1.4359946,1.1681198,"('unfriendly', 'friendly')",1.4359946,1.1681198,-0.2678748
2,0.45298126,0.5238438,"('unlikable', 'likable')",0.4529813,0.5238438,0.0708625
3,0.608122,0.42474025,"('repellent', 'pleasant')",0.608122,0.4247403,-0.1833817
4,-7.6092563,-7.480974,"('disliked', 'liked')",-7.6092563,-7.4809742,0.1282821
5,-0.25019923,-0.32030824,"('distant', 'outgoing')",-0.2501992,-0.3203082,-0.070109
6,0.079720706,-0.022595756,"('distant', 'open')",0.0797207,-0.0225958,-0.1023165
7,0.4151111,0.32156113,"('insensitive', 'sensitive')",0.4151111,0.3215611,-0.09355
8,1.3002815,1.1830853,"('unaffectionate', 'affectionate')",1.3002815,1.1830853,-0.1171962
9,1.6929896,1.7142571,"('unaffectionate', 'caring')",1.6929896,1.7142571,0.0212675
10,0.8120817,0.82166713,"('unsympathetic', 'sympathetic')",0.8120817,0.8216671,0.0095854
11,1.818712,1.824455,"('unhelpful', 'helpful')",1.818712,1.824455,0.005743
12,-1.7613641,-1.7148069,"('unsupportive', 'supportive')",-1.7613641,-1.7148069,0.0465572
13,0.038052388,-0.119891375,"('impolite', 'polite')",0.0380524,-0.1198914,-0.1579438
14,-0.37334886,-0.33594242,"('antisocial', 'social')",-0.3733489,-0.3359424,0.0374065
15,0.93117696,0.95184827,"('boring', 'funny')",0.931177,0.9518483,0.0206713
16,0.010915503,-0.08012217,"('unpopular', 'popular')",0.0109155,-0.0801222,-0.0910377
17,0.1140046,0.1218282,"('nasty', 'nice')",0.1140046,0.1218282,0.0078236
18,-0.82136685,-1.1716571,"('disagreeable', 'welcoming')",-0.8213668,-1.1716571,-0.3502903
19,-0.4070057,-0.39919332,"('inhospitable', 'hospitable')",-0.4070057,-0.3991933,0.0078124
20,0.9293548,0.70811296,"('rough', 'thoughtful')",0.9293548,0.708113,-0.2212418
