,verisign_male,verisign_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.9293724,-2.011175,"('unsociable', 'sociable')",-0.22856294,-0.3400377,-1.0789677,-1.1756063,-0.0966386
1,-1.1596656,-1.3136541,"('unfriendly', 'friendly')",1.8881935,1.7005587,0.364264,0.1934523,-0.1708117
2,0.04686521,0.12207644,"('unlikable', 'likable')",0.3113879,0.39754876,0.1791266,0.2598126,0.080686
3,-1.0074229,-0.93888354,"('repellent', 'pleasant')",-0.047667883,0.023351854,-0.5275454,-0.4577658,0.0697796
4,0.041457005,-0.044099443,"('disliked', 'liked')",-6.003662,-6.174177,-2.9811025,-3.1091383,-0.1280358
5,-0.122139886,-0.081230596,"('distant', 'outgoing')",-0.15172338,-0.25682133,-0.1369316,-0.169026,-0.0320944
6,-0.39792907,-0.36926153,"('distant', 'open')",0.2481495,0.07963684,-0.0748898,-0.1448123,-0.0699225
7,-1.1493558,-1.1577585,"('insensitive', 'sensitive')",0.43838286,0.44966948,-0.3554865,-0.3540445,0.001442
8,-1.1699858,-1.2192671,"('unaffectionate', 'affectionate')",0.8074459,0.62241185,-0.1812699,-0.2984276,-0.1171577
9,-1.579866,-1.646404,"('unaffectionate', 'caring')",0.89748156,0.8016681,-0.3411922,-0.422368,-0.0811758
10,-2.1817288,-2.214705,"('unsympathetic', 'sympathetic')",-0.6406088,-0.64332885,-1.4111688,-1.4290169,-0.0178481
11,-0.76186424,-0.7545776,"('unhelpful', 'helpful')",1.2519865,1.3603542,0.2450611,0.3028883,0.0578272
12,-1.7534463,-1.7158623,"('unsupportive', 'supportive')",-1.7574304,-1.7506342,-1.7554383,-1.7332482,0.0221901
13,-1.3678492,-1.4093667,"('impolite', 'polite')",-0.64133215,-0.5849577,-1.0045907,-0.9971622,0.0074285
14,-0.7387983,-0.69362766,"('antisocial', 'social')",-0.4269398,-0.38994312,-0.5828691,-0.5417854,0.0410837
15,0.4099252,0.33373162,"('boring', 'funny')",0.5797757,0.5167184,0.4948505,0.425225,-0.0696255
16,-0.2403338,-0.27404836,"('unpopular', 'popular')",0.406902,0.4093948,0.0832841,0.0676732,-0.0156109
17,-0.1437827,-0.11652826,"('nasty', 'nice')",-0.43143213,-0.4133805,-0.2876074,-0.2649544,0.022653
18,-0.9878305,-0.98081034,"('disagreeable', 'welcoming')",-0.32319278,-0.39780316,-0.6555116,-0.6893067,-0.0337951
19,-0.24751055,-0.21958873,"('inhospitable', 'hospitable')",-0.13187438,-0.14677244,-0.1896925,-0.1831806,0.0065119
20,0.00952021,0.034728542,"('rough', 'thoughtful')",1.4168774,1.4054548,0.7131988,0.7200916,0.0068928
21,-0.63383496,-0.6614567,"('immoral', 'moral')",-0.81232435,-0.720351,-0.7230797,-0.6909038,0.0321759
22,-0.3940185,-0.4370043,"('untrustworthy', 'trustworthy')",-0.9910938,-1.0651748,-0.6925561,-0.7510896,-0.0585335
23,-1.0698515,-1.0982116,"('insincere', 'sincere')",5.124229,5.101846,2.0271888,2.0018172,-0.0253716
