,amazon_male,amazon_female,tuple,com_male,com_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.6560056,-0.68906474,"('unsociable', 'sociable')",0.469419,0.3195545,-0.42987847,-0.514725,-0.2054884,-0.2947451,-0.0892567
1,1.3940866,1.7466184,"('unfriendly', 'friendly')",0.44502798,0.45497695,1.3877634,1.2650005,1.075626,1.1555319,0.0799059
2,0.54494286,0.5869612,"('unlikable', 'likable')",0.96388215,0.95235026,0.7856689,0.9091024,0.7648313,0.8161379,0.0513066
3,-0.7318971,-0.4889484,"('repellent', 'pleasant')",0.11617636,0.1736707,0.21427777,0.21927612,-0.1338143,-0.0320005,0.1018138
4,0.07492903,0.21844509,"('disliked', 'liked')",-1.2672162,-1.2039125,-6.66951,-6.582839,-2.6205991,-2.5227688,0.0978303
5,1.9263743,2.0459847,"('distant', 'outgoing')",0.47152692,0.6438116,-0.6753667,-0.51354915,0.5741782,0.7254158,0.1512376
6,2.611036,2.859735,"('distant', 'open')",0.55268586,0.7585309,0.12253088,0.27268022,1.0954177,1.296982,0.2015643
7,-0.6293961,-0.3998662,"('insensitive', 'sensitive')",-0.18850625,-0.10514419,0.45422253,0.45129183,-0.1212266,-0.0179062,0.1033204
8,0.7798122,0.83471113,"('unaffectionate', 'affectionate')",-0.82272017,-0.87166095,0.051214397,-0.0048522837,0.0027688,-0.013934,-0.0167028
9,1.8727862,2.0683753,"('unaffectionate', 'caring')",0.456552,0.44912618,0.7307354,0.7586176,1.0200245,1.0920397,0.0720152
10,-1.0928904,-0.92538327,"('unsympathetic', 'sympathetic')",-0.82281345,-0.8700931,-0.31739557,-0.41486454,-0.7443665,-0.7367803,0.0075862
11,-0.9471747,-0.97140276,"('unhelpful', 'helpful')",0.8461291,0.8214617,2.065001,2.095507,0.6546518,0.6485219,-0.0061299
12,0.37736684,0.6804984,"('unsupportive', 'supportive')",0.24695154,0.30299783,-2.0340981,-1.9744854,-0.4699266,-0.3303297,0.1395969
13,-1.4664409,-1.6886499,"('impolite', 'polite')",-0.07663583,-0.27369887,-0.21516953,-0.26804575,-0.5860821,-0.7434648,-0.1573827
14,-0.9801023,-1.0088607,"('antisocial', 'social')",1.4557623,1.4194355,-0.80119157,-0.8461828,-0.1085105,-0.1452027,-0.0366922
15,-0.15594898,-0.2732699,"('boring', 'funny')",0.65046984,0.63538986,0.1655819,0.20174426,0.2200342,0.1879547,-0.0320795
16,0.13037312,0.3549181,"('unpopular', 'popular')",0.24543297,0.37660792,0.73011017,0.7345332,0.3686388,0.4886864,0.1200476
17,-0.3143401,-0.21336584,"('nasty', 'nice')",0.28783637,0.35729414,-0.8088205,-0.7112489,-0.2784414,-0.1891069,0.0893345
18,0.24604477,0.4275473,"('disagreeable', 'welcoming')",-1.3026211,-1.3175569,-0.338465,-0.3417996,-0.4650138,-0.410603,0.0544108
19,-0.07372598,0.08963589,"('inhospitable', 'hospitable')",-0.0037651882,0.026465222,-0.38254902,-0.24319857,-0.1533467,-0.0423658,0.1109809
20,0.15509915,0.19434053,"('rough', 'thoughtful')",0.19766457,0.160442,1.0995677,1.0361217,0.4841104,0.4636347,-0.0204757
21,-0.61823606,-0.56798583,"('immoral', 'moral')",0.6850886,0.64215714,-0.63300186,-0.6471809,-0.1887165,-0.1910032,-0.0022867
22,-0.8637113,-0.74962515,"('untrustworthy', 'trustworthy')",0.47095135,0.37939933,-1.24535,-1.2670491,-0.5460366,-0.5457583,0.0002783
