,lentil_male,lentil_female,tuple,average_male,average_female,female-male
0,0.3761243,0.28411397,"('unsociable', 'sociable')",0.3761243,0.284114,-0.0920103
1,-0.5704599,-0.677788,"('unfriendly', 'friendly')",-0.5704599,-0.677788,-0.1073281
2,0.20623262,0.45332962,"('unlikable', 'likable')",0.2062326,0.4533296,0.247097
3,-0.6938651,-0.3696038,"('repellent', 'pleasant')",-0.6938651,-0.3696038,0.3242613
4,-3.3337097,-3.418218,"('disliked', 'liked')",-3.3337097,-3.4182179,-0.0845082
5,-0.8155296,-1.0693904,"('distant', 'outgoing')",-0.8155296,-1.0693904,-0.2538608
6,-0.76776785,-1.066581,"('distant', 'open')",-0.7677678,-1.066581,-0.2988132
7,0.25802103,0.35232177,"('insensitive', 'sensitive')",0.258021,0.3523218,0.0943008
8,-0.7960516,-0.7693602,"('unaffectionate', 'affectionate')",-0.7960516,-0.7693602,0.0266914
9,-0.4043476,-0.36414385,"('unaffectionate', 'caring')",-0.4043476,-0.3641438,0.0402038
10,0.98485136,0.8675934,"('unsympathetic', 'sympathetic')",0.9848514,0.8675934,-0.117258
11,1.0775812,1.2827588,"('unhelpful', 'helpful')",1.0775812,1.2827588,0.2051776
12,-1.4873134,-1.3685037,"('unsupportive', 'supportive')",-1.4873134,-1.3685037,0.1188097
13,-0.1482987,0.068200685,"('impolite', 'polite')",-0.1482987,0.0682007,0.2164994
14,0.21263301,0.64815223,"('antisocial', 'social')",0.212633,0.6481522,0.4355192
15,0.77087075,0.59043264,"('boring', 'funny')",0.7708707,0.5904326,-0.1804381
16,-0.9715111,-0.8868744,"('unpopular', 'popular')",-0.9715111,-0.8868744,0.0846367
17,0.15229817,0.12651019,"('nasty', 'nice')",0.1522982,0.1265102,-0.025788
18,-1.0741684,-0.8984406,"('disagreeable', 'welcoming')",-1.0741684,-0.8984406,0.1757278
19,-0.5704433,-0.8539713,"('inhospitable', 'hospitable')",-0.5704433,-0.8539713,-0.283528
20,0.7219549,0.78770936,"('rough', 'thoughtful')",0.7219549,0.7877094,0.0657545
21,-0.64543295,-0.36786687,"('immoral', 'moral')",-0.6454329,-0.3678669,0.277566
22,0.08597051,0.3195997,"('untrustworthy', 'trustworthy')",0.0859705,0.3195997,0.2336292
23,2.9411094,3.0530446,"('insincere', 'sincere')",2.9411094,3.0530446,0.1119352
24,0.68462664,0.7018144,"('dishonest', 'honest')",0.6846266,0.7018144,0.0171878
25,0.20550686,-0.032942228,"('egoistic', 'altruistic')",0.2055069,-0.0329422,-0.2384491
26,1.54301,1.190036,"('hardhearted', 'benevolent')",1.54301,1.1900361,-0.3529739
27,0.8231692,0.6539131,"('hardhearted', 'softhearted')",0.8231692,0.6539131,-0.1692561
28,1.0795188,0.7437418,"('disloyal', 'loyal')",1.0795188,0.7437418,-0.335777
29,-0.51443315,-0.4350446,"('unfair', 'fair')",-0.5144331,-0.4350446,0.0793885
30,0.77983063,0.908456,"('intolerant', 'tolerant')",0.7798306,0.908456,0.1286254
31,-1.3591784,-1.5312494,"('evil', 'good')",-1.3591784,-1.5312494,-0.172071
32,0.89406693,0.9427884,"('unkind', 'kind')",0.8940669,0.9427884,0.0487215
33,-0.3789176,-0.40742773,"('wrong', 'right')",-0.3789176,-0.4074277,-0.0285101
34,1.8598615,2.154039,"('mean', 'honorable')",1.8598615,2.1540389,0.2941774
35,0.39674282,-0.07326735,"('corrupt', 'incorrupt')",0.3967428,-0.0732673,-0.4700101
36,0.2151027,-0.36036688,"('hostile', 'amicable')",0.2151027,-0.3603669,-0.5754696
37,0.5319996,0.66933566,"('fake', 'genuine')",0.5319996,0.6693357,0.1373361
38,-0.297409,-0.32917124,"('untruthful', 'truthful')",-0.297409,-0.3291712,-0.0317622
39,0.36282358,0.5730443,"('exploitative', 'cooperative')",0.3628236,0.5730443,0.2102207
40,-0.7925892,-0.9682447,"('stingy', 'generous')",-0.7925892,-0.9682447,-0.1756555
41,1.1386205,0.76875037,"('unforgiving', 'forgiving')",1.1386205,0.7687504,-0.3698701
42,-0.25286242,-0.12274128,"('unreliable', 'reliable')",-0.2528624,-0.1227413,0.1301211
43,0.031683672,0.26555425,"('irresponsible', 'responsible')",0.0316837,0.2655542,0.2338705
44,-0.821472,-0.73231757,"('prejudiced', 'unprejudiced')",-0.821472,-0.7323176,0.0891544
45,1.1060835,0.8805483,"('incompetent', 'competent')",1.1060835,0.8805483,-0.2255352
46,-0.5955665,-0.35054606,"('uncompetitive', 'competitive')",-0.5955665,-0.3505461,0.2450204
47,3.4399402,3.5407028,"('stupid', 'smart')",3.4399402,3.5407028,0.1007626
48,-0.6773308,-0.57270414,"('unintelligent', 'intelligent')",-0.6773308,-0.5727041,0.1046267
49,-0.97592103,-0.7283087,"('unable', 'able')",-0.975921,-0.7283087,0.2476123
50,0.31367266,0.17162597,"('clumsy', 'skillful')",0.3136727,0.171626,-0.1420467
51,-0.6296776,-0.34449667,"('uneducated', 'educated')",-0.6296776,-0.3444967,0.2851809
52,-0.9011128,-0.98466355,"('irrational', 'rational')",-0.9011128,-0.9846635,-0.0835507
53,-0.7672976,-0.81520593,"('uncreative', 'creative')",-0.7672976,-0.8152059,-0.0479083
54,0.26171738,0.30443764,"('incapable', 'capable')",0.2617174,0.3044376,0.0427202
55,-0.091610886,0.2831258,"('incompetent', 'clever')",-0.0916109,0.2831258,0.3747367
56,1.3184656,1.3368609,"('impractical', 'practical')",1.3184656,1.3368609,0.0183953
57,-0.3786608,-0.6875453,"('unimaginative', 'imaginative')",-0.3786608,-0.6875453,-0.3088845
58,0.5325066,0.41732848,"('undiscriminating', 'discriminating')",0.5325066,0.4173285,-0.1151781
59,0.26490507,0.21431412,"('foolish', 'wise')",0.2649051,0.2143141,-0.050591
60,-0.3559836,0.14349349,"('inefficient', 'efficient')",-0.3559836,0.1434935,0.4994771
61,-0.24882466,-0.26406682,"('illogical', 'logical')",-0.2488247,-0.2640668,-0.0152421
62,-0.2168715,0.2769437,"('incompetent', 'brilliant')",-0.2168715,0.2769437,0.4938152
63,0.14119603,0.23240301,"('unperceptive', 'insightful')",0.141196,0.232403,0.091207
64,-3.2069054,-3.0030653,"('shy', 'confident')",-3.2069054,-3.0030653,0.2038401
65,0.91610026,1.0959096,"('insecure', 'secure')",0.9161003,1.0959096,0.1798093
66,0.3273235,0.22579834,"('inactive', 'active')",0.3273235,0.2257983,-0.1015252
67,0.39641196,0.33821276,"('doubtful', 'determined')",0.396412,0.3382128,-0.0581992
68,-0.88009816,-0.78821504,"('dependent', 'independent')",-0.8800982,-0.788215,0.0918832
69,0.112638816,-0.032006886,"('lazy', 'industrious')",0.1126388,-0.0320069,-0.1446457
70,1.0829957,1.0914134,"('lethargic', 'energetic')",1.0829957,1.0914134,0.0084177
71,-0.41604775,-0.3205283,"('diffident', 'self-confident')",-0.4160478,-0.3205283,0.0955195
72,-0.55439776,-0.4088378,"('unambitious', 'ambitious')",-0.5543978,-0.4088378,0.14556
73,-2.2785208,-1.9773365,"('helpless', 'self-reliant')",-2.2785208,-1.9773365,0.3011843
74,0.30711502,0.32473594,"('undedicated', 'dedicated')",0.307115,0.3247359,0.0176209
75,-0.14114489,-0.22555956,"('meek', 'impulsive')",-0.1411449,-0.2255596,-0.0844147
76,0.1508866,0.5050089,"('anxious', 'daring')",0.1508866,0.5050089,0.3541223
77,-1.0136185,-1.0124549,"('unmotivated', 'motivated')",-1.0136185,-1.0124549,0.0011636
78,-0.7071699,-0.7555412,"('nonresilient', 'resilient')",-0.7071699,-0.7555412,-0.0483713
79,0.794925,0.19876163,"('wavering', 'unwavering')",0.794925,0.1987616,-0.5961634
80,-0.14504606,0.04440038,"('dominated', 'dominating')",-0.1450461,0.0444004,0.1894465
81,1.1535734,1.1995859,"('submissive', 'aggressive')",1.1535734,1.1995859,0.0460125
82,2.8352728,2.8438678,"('poor', 'rich')",2.8352728,2.8438678,0.008595
83,-0.31675893,-0.36789864,"('powerless', 'powerful')",-0.3167589,-0.3678986,-0.0511397
84,0.7999741,0.4775263,"('inferior', 'superior')",0.7999741,0.4775263,-0.3224478
85,-1.0336448,-1.2777057,"('insignificant', 'prestigious')",-1.0336448,-1.2777057,-0.2440609
86,-0.6331073,-0.779937,"('uninfluential', 'influential')",-0.6331073,-0.779937,-0.1468297
87,-0.83535653,-0.40199062,"('unsuccessful', 'successful')",-0.8353565,-0.4019906,0.4333659
88,-0.05205697,-0.18143615,"('low', 'eminent')",-0.052057,-0.1814362,-0.1293792
