,autodesk_male,autodesk_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.78931755,-0.94981706,"('unsociable', 'sociable')",-0.20372915,-0.40000576,-0.4965234,-0.6749114,-0.178388
1,0.3858833,0.04802788,"('unfriendly', 'friendly')",1.8611485,1.7260793,1.1235158,0.8870536,-0.2364622
2,0.55167776,0.5950619,"('unlikable', 'likable')",0.7367919,0.8517571,0.6442348,0.7234095,0.0791747
3,-0.756361,-0.7079875,"('repellent', 'pleasant')",0.19997579,0.189282,-0.2781926,-0.2593527,0.0188399
4,0.03808248,-0.08997083,"('disliked', 'liked')",-6.0352263,-6.139536,-2.9985719,-3.1147532,-0.1161813
5,0.6689098,0.6271672,"('distant', 'outgoing')",-0.10141404,-0.040175382,0.2837479,0.2934959,0.009748
6,0.53174305,0.39577007,"('distant', 'open')",0.24436289,0.28003773,0.388053,0.3379039,-0.0501491
7,-1.0504628,-1.063058,"('insensitive', 'sensitive')",0.33647236,0.34723672,-0.3569952,-0.3579106,-0.0009154
8,0.16903049,0.013490826,"('unaffectionate', 'affectionate')",0.88905287,0.86360455,0.5290416,0.4385477,-0.0904939
9,-0.024851583,-0.23162638,"('unaffectionate', 'caring')",1.2233669,1.2174262,0.5992576,0.4928999,-0.1063577
10,-2.1576645,-2.222332,"('unsympathetic', 'sympathetic')",-0.5543532,-0.6025091,-1.3560089,-1.4124205,-0.0564116
11,-0.17722039,-0.13382147,"('unhelpful', 'helpful')",1.7984613,1.9371212,0.8106205,0.9016498,0.0910293
12,-0.96766096,-0.9430457,"('unsupportive', 'supportive')",-1.8664802,-1.8323258,-1.4170706,-1.3876858,0.0293848
13,-1.161361,-1.181721,"('impolite', 'polite')",-0.43425292,-0.4612877,-0.797807,-0.8215044,-0.0236974
14,-0.86484736,-0.7637337,"('antisocial', 'social')",-0.47991133,-0.5513574,-0.6723794,-0.6575456,0.0148338
15,0.73359925,0.6892267,"('boring', 'funny')",0.5002589,0.4667079,0.6169291,0.5779673,-0.0389618
