,mousse_male,mousse_female,tuple,average_male,average_female,female-male
0,0.20690972,0.040839776,"('unsociable', 'sociable')",0.2069097,0.0408398,-0.1660699
1,0.3110503,0.03511194,"('unfriendly', 'friendly')",0.3110503,0.0351119,-0.2759384
2,0.972128,0.98694205,"('unlikable', 'likable')",0.972128,0.9869421,0.0148141
3,-0.15367256,-0.07839213,"('repellent', 'pleasant')",-0.1536726,-0.0783921,0.0752805
4,-0.863556,-0.9606845,"('disliked', 'liked')",-0.863556,-0.9606845,-0.0971285
5,-0.15908825,-0.2713873,"('distant', 'outgoing')",-0.1590883,-0.2713873,-0.112299
6,-0.08092266,-0.21046527,"('distant', 'open')",-0.0809227,-0.2104653,-0.1295426
7,-1.2270731,-1.1356833,"('insensitive', 'sensitive')",-1.2270731,-1.1356833,0.0913898
8,0.2901668,0.1166589,"('unaffectionate', 'affectionate')",0.2901668,0.1166589,-0.1735079
9,-0.057429407,-0.23283428,"('unaffectionate', 'caring')",-0.0574294,-0.2328343,-0.1754049
10,-0.33002168,-0.31696847,"('unsympathetic', 'sympathetic')",-0.3300217,-0.3169685,0.0130532
11,0.18060513,0.1685355,"('unhelpful', 'helpful')",0.1806051,0.1685355,-0.0120696
12,-0.4885919,-0.5858166,"('unsupportive', 'supportive')",-0.4885919,-0.5858166,-0.0972247
13,0.3393634,0.34373343,"('impolite', 'polite')",0.3393634,0.3437334,0.00437
14,0.022745987,0.14225799,"('antisocial', 'social')",0.022746,0.142258,0.119512
15,-0.50485224,-0.51732963,"('boring', 'funny')",-0.5048522,-0.5173296,-0.0124774
16,0.9645882,0.8529986,"('unpopular', 'popular')",0.9645882,0.8529986,-0.1115896
17,-0.37919605,-0.32256326,"('nasty', 'nice')",-0.379196,-0.3225633,0.0566327
18,-0.24090718,-0.24905631,"('disagreeable', 'welcoming')",-0.2409072,-0.2490563,-0.0081491
19,-0.7075765,-0.7911151,"('inhospitable', 'hospitable')",-0.7075765,-0.7911151,-0.0835386
20,0.44769055,0.3655317,"('rough', 'thoughtful')",0.4476905,0.3655317,-0.0821588
21,-0.055849724,0.022331785,"('immoral', 'moral')",-0.0558497,0.0223318,0.0781815
22,0.42902613,0.38804984,"('untrustworthy', 'trustworthy')",0.4290261,0.3880498,-0.0409763
23,0.48495582,0.3868228,"('insincere', 'sincere')",0.4849558,0.3868228,-0.098133
24,-0.77093786,-0.87152594,"('dishonest', 'honest')",-0.7709379,-0.8715259,-0.100588
25,0.24226391,0.10656174,"('egoistic', 'altruistic')",0.2422639,0.1065617,-0.1357022
26,0.025019981,-0.094347574,"('hardhearted', 'benevolent')",0.02502,-0.0943476,-0.1193676
27,-0.73926497,-0.77396,"('hardhearted', 'softhearted')",-0.739265,-0.77396,-0.034695
28,-0.05561085,-0.14541148,"('disloyal', 'loyal')",-0.0556109,-0.1454115,-0.0898006
29,0.595236,0.45834488,"('unfair', 'fair')",0.595236,0.4583449,-0.1368911
30,-0.13094655,-0.10827395,"('intolerant', 'tolerant')",-0.1309465,-0.108274,0.0226725
31,-0.32150453,-0.36563927,"('evil', 'good')",-0.3215045,-0.3656393,-0.0441348
32,-0.1514331,-0.22040208,"('unkind', 'kind')",-0.1514331,-0.2204021,-0.068969
33,0.47468108,0.28820178,"('wrong', 'right')",0.4746811,0.2882018,-0.1864793
34,0.7447257,0.84896195,"('mean', 'honorable')",0.7447257,0.8489619,0.1042362
35,0.18506192,0.031304926,"('corrupt', 'incorrupt')",0.1850619,0.0313049,-0.153757
36,0.38152137,0.13597777,"('hostile', 'amicable')",0.3815214,0.1359778,-0.2455436
37,0.11794823,0.1447415,"('fake', 'genuine')",0.1179482,0.1447415,0.0267933
38,0.6168116,0.42892727,"('untruthful', 'truthful')",0.6168116,0.4289273,-0.1878843
39,0.29669836,0.39312178,"('exploitative', 'cooperative')",0.2966984,0.3931218,0.0964234
40,-0.7771681,-0.92561555,"('stingy', 'generous')",-0.7771681,-0.9256155,-0.1484474
41,0.31197742,0.31577742,"('unforgiving', 'forgiving')",0.3119774,0.3157774,0.0038
42,-0.22707872,-0.09166286,"('unreliable', 'reliable')",-0.2270787,-0.0916629,0.1354158
43,-0.22332866,-0.15568951,"('irresponsible', 'responsible')",-0.2233287,-0.1556895,0.0676392
44,0.22933102,0.3350954,"('prejudiced', 'unprejudiced')",0.229331,0.3350954,0.1057644
45,-0.28043512,-0.2578704,"('incompetent', 'competent')",-0.2804351,-0.2578704,0.0225647
46,-0.34890842,-0.3630894,"('uncompetitive', 'competitive')",-0.3489084,-0.3630894,-0.014181
47,0.68490577,0.77024364,"('stupid', 'smart')",0.6849058,0.7702436,0.0853378
48,-0.8260528,-0.87162703,"('unintelligent', 'intelligent')",-0.8260528,-0.871627,-0.0455742
49,-0.38541496,-0.23084159,"('unable', 'able')",-0.385415,-0.2308416,0.1545734
50,0.5138651,0.55584496,"('clumsy', 'skillful')",0.5138651,0.555845,0.0419799
51,-0.13691135,-0.13979706,"('uneducated', 'educated')",-0.1369113,-0.1397971,-0.0028858
52,0.41396278,0.19848815,"('irrational', 'rational')",0.4139628,0.1984881,-0.2154747
53,-0.50476074,-0.6255022,"('uncreative', 'creative')",-0.5047607,-0.6255022,-0.1207415
54,0.70160365,0.57468295,"('incapable', 'capable')",0.7016037,0.574683,-0.1269207
55,-0.19494113,-0.16695893,"('incompetent', 'clever')",-0.1949411,-0.1669589,0.0279822
