,idexx_male,idexx_female,tuple,laboratories_male,laboratories_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.89748174,-0.99154073,"('unsociable', 'sociable')",0.5737766,0.4424159,-0.49926612,-0.56498677,-0.2743237,-0.3713706,-0.0970469
1,-2.080758,-2.257806,"('unfriendly', 'friendly')",-0.16093722,-0.33287698,1.8528657,1.7624319,-0.1296099,-0.2760837,-0.1464738
2,0.21211012,0.27328098,"('unlikable', 'likable')",0.09816597,0.12628597,0.44910932,0.5380868,0.2531285,0.3125512,0.0594227
3,-0.53584576,-0.46883184,"('repellent', 'pleasant')",-0.12550518,-0.13035642,0.067924775,0.14392939,-0.1978087,-0.151753,0.0460557
4,-0.6651377,-0.77368534,"('disliked', 'liked')",-0.595572,-0.6875756,-6.0421743,-6.2110314,-2.4342947,-2.5574307,-0.123136
5,-1.5520002,-1.5830142,"('distant', 'outgoing')",-1.366824,-1.3386412,-0.1624995,-0.182624,-1.0271079,-1.0347598,-0.0076519
6,-1.6046551,-1.65896,"('distant', 'open')",-1.3937556,-1.3989269,0.6719311,0.6336297,-0.7754932,-0.8080858,-0.0325926
7,-0.66654104,-0.6387854,"('insensitive', 'sensitive')",-0.40191466,-0.44255242,0.45277447,0.5193582,-0.2052271,-0.1873265,0.0179006
8,-1.2012658,-1.3025441,"('unaffectionate', 'affectionate')",-0.10657497,-0.13277498,0.93927616,0.8457164,-0.1228549,-0.1965342,-0.0736793
9,-1.7342105,-1.851541,"('unaffectionate', 'caring')",-0.26300383,-0.29592437,1.2205342,1.2115555,-0.2588934,-0.31197,-0.0530766
10,-1.4804605,-1.4438194,"('unsympathetic', 'sympathetic')",-0.41871148,-0.51573443,-0.5196202,-0.4651935,-0.8062641,-0.8082492,-0.0019851
11,-0.55245394,-0.50919825,"('unhelpful', 'helpful')",-0.33851886,-0.331842,1.3324324,1.4337882,0.1471532,0.1975826,0.0504294
12,-0.9081255,-0.8512712,"('unsupportive', 'supportive')",-0.36442778,-0.29998305,-1.9053898,-1.8754457,-1.0593144,-1.0089,0.0504144
13,-0.23816107,-0.19067433,"('impolite', 'polite')",0.040942453,0.047113553,-0.58858585,-0.57989186,-0.2619348,-0.2411509,0.0207839
14,0.4659718,0.5233973,"('antisocial', 'social')",1.0420291,1.0456535,-0.58738196,-0.5858501,0.306873,0.3277336,0.0208606
15,0.64469236,0.5717034,"('boring', 'funny')",-0.03863008,-0.04175266,0.6530304,0.5953267,0.4196976,0.3750925,-0.0446051
16,-0.28730288,-0.36232266,"('unpopular', 'popular')",0.20909505,0.16566753,0.7318896,0.70098,0.2178939,0.1681083,-0.0497856
17,-0.483733,-0.45625412,"('nasty', 'nice')",-0.95288897,-0.9092264,-0.23065704,-0.18031742,-0.5557597,-0.515266,0.0404937
18,-0.32422814,-0.39728016,"('disagreeable', 'welcoming')",0.00452026,-0.05527777,-0.19560774,-0.2517565,-0.1717719,-0.2347715,-0.0629996
19,-1.6645135,-1.677205,"('inhospitable', 'hospitable')",-1.5570377,-1.5814462,-0.16126393,-0.091566876,-1.127605,-1.1167394,0.0108656
20,0.18468648,0.16237086,"('rough', 'thoughtful')",1.5101532,1.5373008,1.1518908,1.1277637,0.9489102,0.9424785,-0.0064317
