,dame_male,dame_female,tuple,average_male,average_female,female-male
0,0.66387814,0.48781383,"('unsociable', 'sociable')",0.6638781,0.4878138,-0.1760643
1,1.5550644,1.411633,"('unfriendly', 'friendly')",1.5550644,1.411633,-0.1434314
2,-0.0023726244,0.21454427,"('unlikable', 'likable')",-0.0023726,0.2145443,0.2169169
3,1.0671685,1.1476259,"('repellent', 'pleasant')",1.0671685,1.1476259,0.0804574
4,-6.62131,-6.7560015,"('disliked', 'liked')",-6.6213102,-6.7560015,-0.1346913
5,-0.5971793,-0.5913364,"('distant', 'outgoing')",-0.5971793,-0.5913364,0.0058429
6,-0.2636438,-0.3061498,"('distant', 'open')",-0.2636438,-0.3061498,-0.042506
7,1.8334016,1.6959769,"('insensitive', 'sensitive')",1.8334016,1.6959769,-0.1374247
8,1.382191,1.3779345,"('unaffectionate', 'affectionate')",1.3821909,1.3779345,-0.0042564
9,1.7718803,2.015841,"('unaffectionate', 'caring')",1.7718803,2.015841,0.2439607
10,1.4644151,1.5117719,"('unsympathetic', 'sympathetic')",1.4644151,1.5117719,0.0473568
11,1.8748872,2.074848,"('unhelpful', 'helpful')",1.8748872,2.0748479,0.1999607
12,-1.0160536,-0.85386723,"('unsupportive', 'supportive')",-1.0160536,-0.8538672,0.1621864
13,0.56188196,0.50306714,"('impolite', 'polite')",0.561882,0.5030671,-0.0588149
14,0.32867548,0.2262291,"('antisocial', 'social')",0.3286755,0.2262291,-0.1024464
15,0.70302325,0.5811515,"('boring', 'funny')",0.7030233,0.5811515,-0.1218718
16,-0.68458307,-0.5417762,"('unpopular', 'popular')",-0.6845831,-0.5417762,0.1428069
17,-0.16342486,-0.08265209,"('nasty', 'nice')",-0.1634249,-0.0826521,0.0807728
18,-0.23299278,-0.17900348,"('disagreeable', 'welcoming')",-0.2329928,-0.1790035,0.0539893
19,-0.639269,-0.41237554,"('inhospitable', 'hospitable')",-0.639269,-0.4123755,0.2268935
20,0.78514016,0.51977485,"('rough', 'thoughtful')",0.7851402,0.5197749,-0.2653653
21,0.039190754,0.37887055,"('immoral', 'moral')",0.0391908,0.3788705,0.3396797
22,-0.2082605,0.0044086035,"('untrustworthy', 'trustworthy')",-0.2082605,0.0044086,0.2126691
23,6.6030703,6.7927165,"('insincere', 'sincere')",6.6030703,6.7927165,0.1896462
24,1.6469054,1.7763673,"('dishonest', 'honest')",1.6469054,1.7763673,0.1294619
25,1.018241,0.95362705,"('egoistic', 'altruistic')",1.018241,0.953627,-0.064614
26,1.2573065,0.85348946,"('hardhearted', 'benevolent')",1.2573065,0.8534895,-0.403817
27,1.9803536,1.7407863,"('hardhearted', 'softhearted')",1.9803536,1.7407863,-0.2395673
28,1.1328367,1.0578066,"('disloyal', 'loyal')",1.1328367,1.0578066,-0.0750301
29,-0.92223775,-1.1295228,"('unfair', 'fair')",-0.9222378,-1.1295228,-0.207285
30,1.1840627,1.2446437,"('intolerant', 'tolerant')",1.1840627,1.2446437,0.060581
31,-1.6662439,-1.7374811,"('evil', 'good')",-1.6662439,-1.7374811,-0.0712372
32,1.6697373,1.5601796,"('unkind', 'kind')",1.6697373,1.5601796,-0.1095577
33,-0.7696397,-0.61062336,"('wrong', 'right')",-0.7696397,-0.6106234,0.1590163
34,4.5202403,4.9842873,"('mean', 'honorable')",4.5202403,4.9842873,0.464047
35,-1.03888,-1.1497447,"('corrupt', 'incorrupt')",-1.03888,-1.1497447,-0.1108647
36,-1.2756293,-1.3038442,"('hostile', 'amicable')",-1.2756293,-1.3038442,-0.0282149
37,1.2377697,1.2669073,"('fake', 'genuine')",1.2377697,1.2669073,0.0291376
38,-0.25242794,-0.2086913,"('untruthful', 'truthful')",-0.2524279,-0.2086913,0.0437366
39,0.627634,0.71680456,"('exploitative', 'cooperative')",0.627634,0.7168046,0.0891706
40,-0.4650142,-0.6579982,"('stingy', 'generous')",-0.4650142,-0.6579982,-0.192984
41,0.16454317,-0.074909635,"('unforgiving', 'forgiving')",0.1645432,-0.0749096,-0.2394528
42,-2.265046,-2.1608918,"('unreliable', 'reliable')",-2.2650459,-2.1608918,0.1041541
43,1.2293903,1.1622434,"('irresponsible', 'responsible')",1.2293903,1.1622434,-0.0671469
44,-1.6409683,-1.7124513,"('prejudiced', 'unprejudiced')",-1.6409683,-1.7124513,-0.071483
45,0.6577703,0.42432585,"('incompetent', 'competent')",0.6577703,0.4243259,-0.2334444
46,-0.25616977,-0.3085822,"('uncompetitive', 'competitive')",-0.2561698,-0.3085822,-0.0524124
47,4.7489295,4.98409,"('stupid', 'smart')",4.7489295,4.9840899,0.2351604
48,0.7088716,0.7873844,"('unintelligent', 'intelligent')",0.7088716,0.7873844,0.0785128
49,0.5487605,0.72144705,"('unable', 'able')",0.5487605,0.7214471,0.1726866
50,-0.34135547,-0.102522686,"('clumsy', 'skillful')",-0.3413555,-0.1025227,0.2388328
51,1.3752236,1.5686728,"('uneducated', 'educated')",1.3752236,1.5686728,0.1934492
52,-0.5781349,-0.5744984,"('irrational', 'rational')",-0.5781349,-0.5744984,0.0036365
53,0.38638818,0.20889887,"('uncreative', 'creative')",0.3863882,0.2088989,-0.1774893
54,0.9382415,1.3021837,"('incapable', 'capable')",0.9382415,1.3021837,0.3639422
55,1.3152791,1.389536,"('incompetent', 'clever')",1.3152791,1.389536,0.0742569
56,0.58621675,0.71003723,"('impractical', 'practical')",0.5862167,0.7100372,0.1238205
57,-1.6146582,-2.0184066,"('unimaginative', 'imaginative')",-1.6146582,-2.0184066,-0.4037484
58,0.5095998,0.22748551,"('undiscriminating', 'discriminating')",0.5095998,0.2274855,-0.2821143
59,-0.17621496,-0.08798,"('foolish', 'wise')",-0.176215,-0.08798,0.088235
60,0.70976686,0.84719634,"('inefficient', 'efficient')",0.7097669,0.8471963,0.1374294
61,0.5488897,0.3140148,"('illogical', 'logical')",0.5488897,0.3140148,-0.2348749
62,1.3658365,1.5344862,"('incompetent', 'brilliant')",1.3658365,1.5344862,0.1686497
63,0.7593514,0.8474856,"('unperceptive', 'insightful')",0.7593514,0.8474856,0.0881342
64,-5.928755,-5.4779296,"('shy', 'confident')",-5.9287548,-5.4779296,0.4508252
65,0.22720571,0.48837608,"('insecure', 'secure')",0.2272057,0.4883761,0.2611704
66,-0.02747283,-0.23970903,"('inactive', 'active')",-0.0274728,-0.239709,-0.2122362
67,-0.7834814,-0.7994032,"('doubtful', 'determined')",-0.7834814,-0.7994032,-0.0159218
68,-0.6268357,-0.25398946,"('dependent', 'independent')",-0.6268357,-0.2539895,0.3728462
69,-2.1961713,-2.1542263,"('lazy', 'industrious')",-2.1961713,-2.1542263,0.041945
70,1.7861358,1.7624956,"('lethargic', 'energetic')",1.7861358,1.7624956,-0.0236402
71,0.27088207,0.4113462,"('diffident', 'self-confident')",0.2708821,0.4113462,0.1404641
72,1.0439155,1.2477518,"('unambitious', 'ambitious')",1.0439155,1.2477518,0.2038363
73,-2.4574468,-2.3146563,"('helpless', 'self-reliant')",-2.4574468,-2.3146563,0.1427905
74,1.0050654,0.70694584,"('undedicated', 'dedicated')",1.0050654,0.7069458,-0.2981196
75,-1.0562062,-1.041335,"('meek', 'impulsive')",-1.0562062,-1.041335,0.0148712
76,1.0676092,0.9112594,"('anxious', 'daring')",1.0676092,0.9112594,-0.1563498
77,-1.3917482,-1.0630757,"('unmotivated', 'motivated')",-1.3917482,-1.0630757,0.3286725
78,-0.64279747,-0.6063293,"('nonresilient', 'resilient')",-0.6427975,-0.6063293,0.0364682
79,-0.28022292,-0.27046943,"('wavering', 'unwavering')",-0.2802229,-0.2704694,0.0097535
80,0.60150534,0.42484528,"('dominated', 'dominating')",0.6015053,0.4248453,-0.17666
81,0.20431116,0.25336504,"('submissive', 'aggressive')",0.2043112,0.253365,0.0490538
82,6.2103224,6.488347,"('poor', 'rich')",6.2103224,6.4883471,0.2780247
83,-0.3861794,-0.19401966,"('powerless', 'powerful')",-0.3861794,-0.1940197,0.1921597
84,0.40047848,0.3906347,"('inferior', 'superior')",0.4004785,0.3906347,-0.0098438
85,-0.87461895,-1.1354496,"('insignificant', 'prestigious')",-0.8746189,-1.1354496,-0.2608307
86,1.2830181,1.2301624,"('uninfluential', 'influential')",1.2830181,1.2301624,-0.0528557
87,0.9117105,0.80870324,"('unsuccessful', 'successful')",0.9117105,0.8087032,-0.1030073
88,0.5124311,0.45964795,"('low', 'eminent')",0.5124311,0.459648,-0.0527831
