,copart_male,copart_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.11321773,0.02940439,"('unsociable', 'sociable')",0.14415999,0.016946241,0.1286889,0.0231753,-0.1055136
1,-1.5932753,-1.5824282,"('unfriendly', 'friendly')",1.4004925,1.1464213,-0.0963914,-0.2180035,-0.1216121
2,0.68860596,0.70914733,"('unlikable', 'likable')",0.5823155,0.6240284,0.6354607,0.6665878,0.0311271
3,0.5485862,0.7161586,"('repellent', 'pleasant')",0.11668171,0.25561494,0.3326339,0.4858868,0.1532529
4,-1.3357654,-1.4093958,"('disliked', 'liked')",-5.872985,-5.7877393,-3.6043751,-3.5985675,0.0058076
5,-2.6281722,-2.6113007,"('distant', 'outgoing')",-0.44644314,-0.5256681,-1.5373076,-1.5684844,-0.0311768
6,-3.0312595,-2.9993339,"('distant', 'open')",-0.07667928,-0.20443232,-1.5539694,-1.6018831,-0.0479137
7,1.3427866,1.4642867,"('insensitive', 'sensitive')",0.73273915,0.7889077,1.0377629,1.1265972,0.0888343
8,-2.0365486,-2.0687459,"('unaffectionate', 'affectionate')",0.39690065,0.2046886,-0.819824,-0.9320287,-0.1122047
9,-1.5239097,-1.50835,"('unaffectionate', 'caring')",0.861767,0.7544143,-0.3310713,-0.3769678,-0.0458965
10,0.86974066,0.98382795,"('unsympathetic', 'sympathetic')",0.0103022605,0.028124075,0.4400215,0.505976,0.0659545
11,0.76759934,0.79166645,"('unhelpful', 'helpful')",1.9015098,1.929096,1.3345546,1.3603812,0.0258266
12,-0.3354098,-0.18404214,"('unsupportive', 'supportive')",-1.6530612,-1.5312673,-0.9942355,-0.8576547,0.1365808
13,1.0802249,1.0612139,"('impolite', 'polite')",-0.11146782,-0.032442383,0.4843785,0.5143858,0.0300073
14,1.5878788,1.581068,"('antisocial', 'social')",0.22476569,0.24477974,0.9063222,0.9129239,0.0066017
15,-0.18023264,-0.30493942,"('boring', 'funny')",0.6892621,0.6628575,0.2545147,0.178959,-0.0755557
16,-1.0310283,-1.0138474,"('unpopular', 'popular')",0.292194,0.4173587,-0.3694171,-0.2982443,0.0711728
17,0.22977008,0.24806306,"('nasty', 'nice')",-0.3476557,-0.3189286,-0.0589428,-0.0354328,0.02351
18,-0.96655643,-0.94276315,"('disagreeable', 'welcoming')",-0.36250624,-0.39828742,-0.6645314,-0.6705253,-0.0059939
19,-1.792077,-1.7660117,"('inhospitable', 'hospitable')",-0.3347936,-0.33396888,-1.0634353,-1.0499903,0.013445
20,0.42403236,0.49497002,"('rough', 'thoughtful')",1.1018798,1.0734786,0.7629561,0.7842243,0.0212682
21,1.4216301,1.5251652,"('immoral', 'moral')",-0.29679668,-0.12819067,0.5624167,0.6984873,0.1360706
22,0.97646093,0.958695,"('untrustworthy', 'trustworthy')",-0.71756905,-0.7777679,0.1294459,0.0904635,-0.0389824
23,0.724338,0.7641126,"('insincere', 'sincere')",5.4829197,5.3433666,3.1036289,3.0537395,-0.0498894
24,0.55878323,0.58031386,"('dishonest', 'honest')",0.5991545,0.55800056,0.5789689,0.5691572,-0.0098117
25,-0.7937515,-0.8057999,"('egoistic', 'altruistic')",1.429952,1.3377013,0.3181003,0.2659507,-0.0521496
26,-0.15498187,-0.2395964,"('hardhearted', 'benevolent')",1.6698217,1.5098633,0.7574199,0.6351334,-0.1222865
27,0.22749366,0.241232,"('hardhearted', 'softhearted')",1.1363649,1.1098781,0.6819293,0.6755551,-0.0063742
28,-0.49597508,-0.51653063,"('disloyal', 'loyal')",0.66431224,0.51331955,0.0841686,-0.0016055,-0.0857741
29,-0.07757837,-0.06448244,"('unfair', 'fair')",-0.683063,-0.86969686,-0.3803207,-0.4670897,-0.086769
30,1.6735411,1.6396561,"('intolerant', 'tolerant')",2.049576,2.0421965,1.8615586,1.8409263,-0.0206323
31,-2.3719685,-2.3542414,"('evil', 'good')",-1.272886,-1.4512383,-1.8224273,-1.9027398,-0.0803125
32,1.1446841,1.0905929,"('unkind', 'kind')",1.0871153,0.9415383,1.1158997,1.0160656,-0.0998341
33,-0.512019,-0.5772482,"('wrong', 'right')",-0.55907214,-0.6443584,-0.5355456,-0.6108033,-0.0752577
34,0.124083534,0.24717519,"('mean', 'honorable')",5.581768,5.658056,2.8529258,2.9526155,0.0996897
35,-1.5952988,-1.7310584,"('corrupt', 'incorrupt')",-0.39620197,-0.6066873,-0.9957504,-1.1688728,-0.1731224
36,-2.3281212,-2.484787,"('hostile', 'amicable')",-0.26017457,-0.5339015,-1.2941478,-1.5093442,-0.2151964
37,0.16140188,0.28417224,"('fake', 'genuine')",0.22812569,0.21985658,0.1947638,0.2520144,0.0572506
38,-0.98795736,-0.9573817,"('untruthful', 'truthful')",-0.19500537,-0.13745514,-0.5914814,-0.5474184,0.044063
39,1.6261332,1.6804852,"('exploitative', 'cooperative')",0.17772523,0.12697794,0.9019292,0.9037316,0.0018024
40,0.17641371,0.21642546,"('stingy', 'generous')",-1.3119737,-1.2567875,-0.56778,-0.5201811,0.0475989
41,0.49600568,0.49384612,"('unforgiving', 'forgiving')",0.3582529,0.293534,0.4271293,0.39369,-0.0334393
42,1.2126203,1.2811145,"('unreliable', 'reliable')",-2.4056542,-2.249404,-0.596517,-0.4841447,0.1123723
43,0.82140577,0.93059057,"('irresponsible', 'responsible')",0.87618136,0.8600197,0.8487936,0.8953052,0.0465116
44,0.073798545,0.012999246,"('prejudiced', 'unprejudiced')",-1.3763489,-1.3759707,-0.6512752,-0.6814857,-0.0302105
45,0.8459622,0.9736086,"('incompetent', 'competent')",0.050153203,0.10370015,0.4480577,0.5386544,0.0905967
46,0.8791622,1.063832,"('uncompetitive', 'competitive')",-0.5306996,-0.4140886,0.1742313,0.3248717,0.1506404
47,0.64583737,0.69562274,"('stupid', 'smart')",5.350074,5.3238435,2.9979556,3.0097332,0.0117776
48,0.871921,0.925966,"('unintelligent', 'intelligent')",0.97444195,1.0519065,0.9231815,0.9889362,0.0657547
49,-0.07319297,0.031587195,"('unable', 'able')",-0.24279922,-0.07223879,-0.1579961,-0.0203258,0.1376703
50,-0.09823778,-0.14179906,"('clumsy', 'skillful')",0.08625624,0.1214928,-0.0059908,-0.0101531,-0.0041623
51,0.4444339,0.29525256,"('uneducated', 'educated')",0.62086743,0.62681895,0.5326506,0.4610358,-0.0716148
52,-1.4442722,-1.6552416,"('irrational', 'rational')",-0.21236445,-0.383672,-0.8283183,-1.0194569,-0.1911386
53,-1.0440104,-0.9445401,"('uncreative', 'creative')",0.7545542,0.69399667,-0.1447281,-0.1252717,0.0194564
54,-0.67876923,-0.70123833,"('incapable', 'capable')",1.031779,0.96861064,0.1765049,0.1336862,-0.0428187
55,1.3157673,1.4018548,"('incompetent', 'clever')",0.29076946,0.40013444,0.8032684,0.9009946,0.0977262
56,1.4397862,1.468075,"('impractical', 'practical')",0.5735255,0.6330736,1.0066558,1.0505743,0.0439185
57,-0.07847947,-0.039174896,"('unimaginative', 'imaginative')",-1.9127297,-1.8901387,-0.9956046,-0.9646568,0.0309478
58,-0.12127914,-0.04606653,"('undiscriminating', 'discriminating')",0.12041347,0.045662913,-0.0004328,-0.0002018,0.000231
59,-0.6285442,-0.7348944,"('foolish', 'wise')",0.2871685,0.26249343,-0.1706879,-0.2362005,-0.0655126
60,2.3264906,2.5125806,"('inefficient', 'efficient')",0.48617944,0.6959863,1.406335,1.6042835,0.1979485
61,0.3194043,0.22514564,"('illogical', 'logical')",0.28950801,0.12238756,0.3044562,0.1737666,-0.1306896
62,1.942372,2.108529,"('incompetent', 'brilliant')",0.7356175,0.9615765,1.3389947,1.5350528,0.1960581
63,0.25880665,0.3539147,"('unperceptive', 'insightful')",1.2761267,1.4570951,0.7674667,0.9055049,0.1380382
64,0.7821031,0.7456532,"('shy', 'confident')",-6.030051,-5.8903728,-2.6239741,-2.5723598,0.0516143
