,king_male,king_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,female-male
0,0.84653795,0.5461547,"('unsociable', 'sociable')",0.23652337,0.08925959,-0.3168985,-0.5522301,0.2553876,0.027728,-0.2276596
1,-0.18949786,-0.10207835,"('unfriendly', 'friendly')",0.42360368,0.36537126,1.5570253,1.4993241,0.5970437,0.587539,-0.0095047
2,1.3845198,1.3854741,"('unlikable', 'likable')",0.59086657,0.5805305,0.8256791,0.96683586,0.9336885,0.9776134,0.0439249
3,-0.09070064,-0.03219022,"('repellent', 'pleasant')",-1.3972223,-1.3128178,0.015781369,0.046440862,-0.4907138,-0.4328557,0.0578581
4,-0.43337083,-0.44911322,"('disliked', 'liked')",0.151199,0.115484275,-6.137546,-6.140451,-2.1399059,-2.1580267,-0.0181208
5,-0.7821156,-0.5625439,"('distant', 'outgoing')",-0.013986237,0.02456399,0.043825846,0.18020266,-0.2507586,-0.1192591,0.1314995
6,-0.78401816,-0.56489366,"('distant', 'open')",-0.040243447,-0.022296652,0.68167895,0.8008214,-0.0475276,0.0712104,0.118738
7,-0.17512968,-0.30513936,"('insensitive', 'sensitive')",-1.2238661,-1.1767533,0.22063024,0.19041401,-0.3927885,-0.4304929,-0.0377044
8,0.52870876,0.6542707,"('unaffectionate', 'affectionate')",0.06631353,0.040418744,0.54396945,0.5933225,0.3796639,0.4293373,0.0496734
9,1.119789,1.1850736,"('unaffectionate', 'caring')",0.28571603,0.2952737,0.99081624,1.0687389,0.7987738,0.8496954,0.0509216
10,0.6405998,0.314251,"('unsympathetic', 'sympathetic')",-0.9913569,-1.0417378,-0.4120179,-0.51907593,-0.2542584,-0.4155209,-0.1612625
11,0.013424352,-0.101512924,"('unhelpful', 'helpful')",-0.010731708,-0.026049722,1.8353466,1.882202,0.6126798,0.5848798,-0.0278
12,0.769162,0.78575546,"('unsupportive', 'supportive')",0.57137984,0.6266699,-1.8973202,-1.8561347,-0.1855928,-0.1479031,0.0376897
13,-0.03550313,-0.22236452,"('impolite', 'polite')",-0.9943852,-1.0316817,-0.078580804,-0.19126917,-0.3694897,-0.4817718,-0.1122821
14,0.6235431,0.48481637,"('antisocial', 'social')",-0.41840774,-0.37707865,-0.6530911,-0.8163724,-0.1493186,-0.2362116,-0.086893
15,-0.6734539,-0.7035274,"('boring', 'funny')",0.29563046,0.24137583,0.36086467,0.31161863,-0.0056529,-0.0501776,-0.0445247
16,-1.0621439,-0.99794996,"('unpopular', 'popular')",0.24751481,0.26469588,0.87678933,0.88954806,0.0207201,0.052098,0.0313779
17,-0.4741354,-0.4496845,"('nasty', 'nice')",-0.86520374,-0.8209957,-0.52333456,-0.4454834,-0.6208913,-0.5720545,0.0488368
