,congo_male,congo_female,tuple,average_male,average_female,female-male
0,-0.21100049,-0.27580976,"('unsociable', 'sociable')",-0.2110005,-0.2758098,-0.0648093
1,1.7639103,1.6721631,"('unfriendly', 'friendly')",1.7639103,1.6721631,-0.0917472
2,0.7593035,0.80735177,"('unlikable', 'likable')",0.7593035,0.8073518,0.0480483
3,0.26143995,0.5512385,"('repellent', 'pleasant')",0.2614399,0.5512385,0.2897986
4,-7.739606,-7.841061,"('disliked', 'liked')",-7.7396059,-7.8410611,-0.1014552
5,-0.0035714228,0.06635583,"('distant', 'outgoing')",-0.0035714,0.0663558,0.0699272
6,0.6278457,0.63170654,"('distant', 'open')",0.6278457,0.6317065,0.0038608
7,0.37221137,0.47732058,"('insensitive', 'sensitive')",0.3722114,0.4773206,0.1051092
8,1.8780193,1.7596953,"('unaffectionate', 'affectionate')",1.8780193,1.7596953,-0.118324
9,2.4346035,2.3923352,"('unaffectionate', 'caring')",2.4346035,2.3923352,-0.0422683
10,0.5306039,0.72125065,"('unsympathetic', 'sympathetic')",0.5306039,0.7212507,0.1906468
11,1.9572581,2.0043118,"('unhelpful', 'helpful')",1.9572581,2.0043118,0.0470537
12,-1.5474252,-1.5330852,"('unsupportive', 'supportive')",-1.5474252,-1.5330852,0.01434
13,-0.13438168,-0.14758216,"('impolite', 'polite')",-0.1343817,-0.1475822,-0.0132005
14,-0.3305207,-0.3675739,"('antisocial', 'social')",-0.3305207,-0.3675739,-0.0370532
15,0.5812156,0.47074097,"('boring', 'funny')",0.5812156,0.470741,-0.1104746
16,0.026946582,-0.007658899,"('unpopular', 'popular')",0.0269466,-0.0076589,-0.0346055
17,-0.18262222,-0.19345488,"('nasty', 'nice')",-0.1826222,-0.1934549,-0.0108327
18,0.005053796,-0.16719168,"('disagreeable', 'welcoming')",0.0050538,-0.1671917,-0.1722455
19,-0.33144414,-0.26384455,"('inhospitable', 'hospitable')",-0.3314441,-0.2638445,0.0675996
20,0.48130932,0.4224448,"('rough', 'thoughtful')",0.4813093,0.4224448,-0.0588645
21,-0.39697453,-0.213783,"('immoral', 'moral')",-0.3969745,-0.213783,0.1831915
22,-0.5769642,-0.5797952,"('untrustworthy', 'trustworthy')",-0.5769642,-0.5797952,-0.002831
23,7.038336,7.0195937,"('insincere', 'sincere')",7.0383358,7.0195937,-0.0187421
24,1.8497522,1.7961541,"('dishonest', 'honest')",1.8497522,1.7961541,-0.0535981
25,1.0465299,0.7998468,"('egoistic', 'altruistic')",1.0465299,0.7998468,-0.2466831
26,1.0204147,0.6102805,"('hardhearted', 'benevolent')",1.0204147,0.6102805,-0.4101342
27,1.4837968,1.4119922,"('hardhearted', 'softhearted')",1.4837968,1.4119922,-0.0718046
28,1.5051026,1.359101,"('disloyal', 'loyal')",1.5051026,1.3591011,-0.1460015
29,0.073492214,-0.08528606,"('unfair', 'fair')",0.0734922,-0.0852861,-0.1587783
30,0.7627862,0.8020782,"('intolerant', 'tolerant')",0.7627862,0.8020782,0.039292
31,-0.74556774,-0.8101165,"('evil', 'good')",-0.7455677,-0.8101165,-0.0645488
32,1.4151433,1.2193305,"('unkind', 'kind')",1.4151433,1.2193305,-0.1958128
33,-0.07313729,-0.24899845,"('wrong', 'right')",-0.0731373,-0.2489984,-0.1758611
34,5.121117,5.202068,"('mean', 'honorable')",5.1211171,5.2020679,0.0809508
35,-0.3357519,-0.64112747,"('corrupt', 'incorrupt')",-0.3357519,-0.6411275,-0.3053756
36,-0.47024336,-0.62552005,"('hostile', 'amicable')",-0.4702434,-0.6255201,-0.1552767
37,0.5430959,0.75514024,"('fake', 'genuine')",0.5430959,0.7551402,0.2120443
38,0.6223335,0.48809737,"('untruthful', 'truthful')",0.6223335,0.4880974,-0.1342361
39,0.5464572,0.42588273,"('exploitative', 'cooperative')",0.5464572,0.4258827,-0.1205745
40,-2.096631,-2.2468574,"('stingy', 'generous')",-2.0966311,-2.2468574,-0.1502263
41,0.2826069,0.09044027,"('unforgiving', 'forgiving')",0.2826069,0.0904403,-0.1921666
42,-2.8985279,-2.7612436,"('unreliable', 'reliable')",-2.8985279,-2.7612436,0.1372843
43,1.123506,1.1543875,"('irresponsible', 'responsible')",1.1235059,1.1543875,0.0308816
44,-1.6158397,-1.4782898,"('prejudiced', 'unprejudiced')",-1.6158397,-1.4782898,0.1375499
45,0.029647049,0.102792576,"('incompetent', 'competent')",0.029647,0.1027926,0.0731456
46,-1.1498553,-0.99836016,"('uncompetitive', 'competitive')",-1.1498553,-0.9983602,0.1514951
47,5.9255204,5.9585733,"('stupid', 'smart')",5.9255204,5.9585733,0.0330529
48,0.58457845,0.6265445,"('unintelligent', 'intelligent')",0.5845785,0.6265445,0.041966
49,0.41901556,0.5999453,"('unable', 'able')",0.4190156,0.5999453,0.1809297
50,-0.04664784,-0.03446326,"('clumsy', 'skillful')",-0.0466478,-0.0344633,0.0121845
51,-0.0058546774,0.06982219,"('uneducated', 'educated')",-0.0058547,0.0698222,0.0756769
52,0.28297368,0.11794856,"('irrational', 'rational')",0.2829737,0.1179486,-0.1650251
53,0.5440511,0.5265079,"('uncreative', 'creative')",0.5440511,0.5265079,-0.0175432
54,1.5697501,1.71402,"('incapable', 'capable')",1.5697501,1.71402,0.1442699
55,0.3341809,0.49415463,"('incompetent', 'clever')",0.3341809,0.4941546,0.1599737
