,johnson_male,johnson_female,tuple,controls_male,controls_female,intl_male,intl_female,plc_male,plc_female,average_male,average_female,female-male
0,-0.1545589,-0.36051092,"('unsociable', 'sociable')",0.70023996,0.6374083,-1.8021123,-1.9112482,-0.97698367,-1.0661049,-0.5583538,-0.6751139,-0.1167601
1,0.31992596,0.20242557,"('unfriendly', 'friendly')",-0.5319745,-0.65481424,-1.1817195,-1.2837228,2.3296459,2.1566143,0.2339694,0.1051257,-0.1288437
2,0.51112264,0.6218774,"('unlikable', 'likable')",0.52339256,0.58753,0.77472395,0.8224968,0.4844798,0.48585066,0.5734298,0.6294387,0.0560089
3,-0.42786443,-0.40074313,"('repellent', 'pleasant')",-0.24247518,-0.21162088,-0.26060548,-0.29563448,-0.2573462,-0.17668839,-0.2970728,-0.2711717,0.0259011
4,-0.93475324,-1.0482361,"('disliked', 'liked')",-1.4888064,-1.5848317,-0.03790348,-0.08856896,-5.547914,-5.6064634,-2.0023444,-2.0820251,-0.0796807
5,-0.12975815,0.019383647,"('distant', 'outgoing')",-1.4248403,-1.3785797,-0.15910253,-0.08408182,0.7101423,0.65491974,-0.2508897,-0.1970895,0.0538002
6,-0.39710763,-0.22931415,"('distant', 'open')",-1.9396281,-1.8969308,-0.014321892,0.050136425,0.7802927,0.725902,-0.3926912,-0.3375517,0.0551395
7,0.16031475,0.096885875,"('insensitive', 'sensitive')",1.0155584,1.0247049,-0.76358306,-0.7758281,0.16120967,0.29408786,0.1433749,0.1599627,0.0165878
8,-0.12096116,-0.06995912,"('unaffectionate', 'affectionate')",-0.526493,-0.59087104,-1.3077205,-1.3417728,1.3387024,1.2068362,-0.1541181,-0.1989417,-0.0448236
9,-0.050359827,-0.039050765,"('unaffectionate', 'caring')",0.0110860765,-0.06657176,-1.8104143,-1.8657788,1.497815,1.4199647,-0.0879683,-0.1378592,-0.0498909
10,-0.24524988,-0.37387836,"('unsympathetic', 'sympathetic')",0.6293763,0.5848402,-2.3959162,-2.4219277,-1.2532091,-1.1261975,-0.8162497,-0.8342909,-0.0180412
11,0.46238452,0.44410557,"('unhelpful', 'helpful')",0.85290915,0.82377315,-1.4908382,-1.5127008,0.69321924,0.76549536,0.1294187,0.1301683,0.0007496
12,0.84984803,0.8969497,"('unsupportive', 'supportive')",1.0192413,1.058132,-1.9017731,-1.8372748,-1.8885808,-1.7412496,-0.4803161,-0.4058607,0.0744554
13,-0.13144925,-0.19760145,"('impolite', 'polite')",1.07169,1.0486684,-0.5808337,-0.5425334,-1.1739507,-1.1309091,-0.2036359,-0.2055939,-0.001958
