,freeport_male,freeport_female,tuple,mcmoran_male,mcmoran_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.20201883,-0.26781073,"('unsociable', 'sociable')",-1.1924226,-1.4609358,-0.4913322,-0.755637,-0.6285912,-0.8281279,-0.1995367
1,-1.5937495,-1.6748112,"('unfriendly', 'friendly')",-1.0748715,-1.077728,1.937252,1.7459428,-0.2437897,-0.3355321,-0.0917424
2,0.55625767,0.64122915,"('unlikable', 'likable')",0.19040099,0.21773313,0.75712943,0.9532455,0.5012627,0.6040693,0.1028066
3,0.0853152,0.2023306,"('repellent', 'pleasant')",-0.5057261,-0.3875471,0.19142956,0.29850063,-0.0763271,0.0377614,0.1140885
4,-0.4256962,-0.45710218,"('disliked', 'liked')",0.41633064,0.42184734,-6.181398,-6.024561,-2.0635878,-2.0199386,0.0436492
5,-1.4421364,-1.3390009,"('distant', 'outgoing')",0.5839615,0.5865473,-0.31885988,-0.15681113,-0.392345,-0.3030882,0.0892568
6,-1.4726425,-1.3054391,"('distant', 'open')",0.27701855,0.37003738,0.3600331,0.5009145,-0.2785303,-0.1448291,0.1337012
7,0.95488155,1.0690204,"('insensitive', 'sensitive')",-0.37527984,-0.3323912,0.77656287,0.6939088,0.4520549,0.476846,0.0247911
8,-1.5742036,-1.6346757,"('unaffectionate', 'affectionate')",-0.7046613,-0.66859573,0.7438056,0.6736664,-0.5116864,-0.5432017,-0.0315153
9,-1.1514086,-1.1628785,"('unaffectionate', 'caring')",-0.7679448,-0.70381904,1.2497827,1.1516389,-0.2231902,-0.2383529,-0.0151627
10,-0.07435572,0.0013265125,"('unsympathetic', 'sympathetic')",-1.6044426,-1.6527808,0.16896412,-0.06971797,-0.5032781,-0.5737241,-0.070446
11,0.35293606,0.43605196,"('unhelpful', 'helpful')",-0.8459538,-0.80918986,1.8880415,1.8009199,0.4650079,0.4759274,0.0109195
12,-0.48888123,-0.3167986,"('unsupportive', 'supportive')",-0.49254617,-0.30640718,-1.6387672,-1.5440835,-0.8733982,-0.7224298,0.1509684
13,0.633517,0.54246104,"('impolite', 'polite')",-0.57005847,-0.7353397,-0.23752895,-0.3533484,-0.0580235,-0.1820757,-0.1240522
14,1.1164402,1.1448524,"('antisocial', 'social')",-1.1508745,-1.1546191,-0.74772185,-0.8073524,-0.2607187,-0.272373,-0.0116543
15,-0.033443727,-0.14617981,"('boring', 'funny')",-0.08405708,-0.2358026,0.29094434,0.37210086,0.0578145,-0.0032939,-0.0611084
16,-1.3589511,-1.3114904,"('unpopular', 'popular')",-0.31326446,-0.24844626,0.3975029,0.4218304,-0.4249042,-0.3793687,0.0455355
17,-0.44959164,-0.30878767,"('nasty', 'nice')",-0.52264875,-0.4057114,-0.7838273,-0.6940907,-0.5853559,-0.4695299,0.115826
18,-0.6180493,-0.4902345,"('disagreeable', 'welcoming')",-0.13661055,0.08115488,-0.4232,-0.25916675,-0.39262,-0.2227488,0.1698712
19,-1.9069364,-1.7357883,"('inhospitable', 'hospitable')",0.31032693,0.36030316,-0.1768357,-0.014843442,-0.5911484,-0.4634429,0.1277055
20,0.069482334,0.19020644,"('rough', 'thoughtful')",-0.10765329,0.009992145,1.1901712,1.1353207,0.3840001,0.4451731,0.061173
21,0.96369994,0.9747264,"('immoral', 'moral')",-0.73085135,-0.9242528,-0.8083483,-0.8684584,-0.1918332,-0.2726616,-0.0808284
22,0.15527748,0.15375215,"('untrustworthy', 'trustworthy')",0.28643897,0.25690478,-0.8141962,-0.82906103,-0.1241599,-0.139468,-0.0153081
23,0.4491769,0.46144828,"('insincere', 'sincere')",-0.6579468,-0.68419904,5.582967,5.252574,1.791399,1.6766078,-0.1147912
24,0.5786979,0.54000807,"('dishonest', 'honest')",-0.69108254,-0.6922419,1.0198957,0.8976647,0.3025037,0.248477,-0.0540267
25,-1.0857475,-1.133379,"('egoistic', 'altruistic')",-0.26906163,-0.26608324,1.3860414,1.3657585,0.0104108,-0.0112346,-0.0216454
26,0.004728548,-0.17537194,"('hardhearted', 'benevolent')",-0.14088348,-0.18663141,1.8127903,1.5857755,0.5588785,0.4079241,-0.1509544
27,-1.0355654,-0.9308094,"('hardhearted', 'softhearted')",-0.343202,-0.13159615,1.5642469,1.5482914,0.0618265,0.161962,0.1001355
28,-0.33125517,-0.5110343,"('disloyal', 'loyal')",-0.019823715,-0.17890051,1.1274236,0.7823319,0.2587816,0.030799,-0.2279826
