,mass_male,mass_female,tuple,average_male,average_female,female-male
0,-0.42259434,-0.5053488,"('unsociable', 'sociable')",-0.4225943,-0.5053488,-0.0827545
1,1.7806033,1.6682509,"('unfriendly', 'friendly')",1.7806033,1.6682509,-0.1123524
2,0.5582599,0.5229739,"('unlikable', 'likable')",0.5582599,0.5229739,-0.035286
3,0.26937583,0.32230973,"('repellent', 'pleasant')",0.2693758,0.3223097,0.0529339
4,-6.902871,-7.071928,"('disliked', 'liked')",-6.9028711,-7.071928,-0.1690569
5,-0.2412461,-0.33463115,"('distant', 'outgoing')",-0.2412461,-0.3346311,-0.093385
6,0.08113689,-0.00080914795,"('distant', 'open')",0.0811369,-0.0008091,-0.081946
7,0.3706045,0.5216013,"('insensitive', 'sensitive')",0.3706045,0.5216013,0.1509968
8,1.3183136,1.2883365,"('unaffectionate', 'affectionate')",1.3183136,1.2883365,-0.0299771
9,1.8364168,1.872284,"('unaffectionate', 'caring')",1.8364168,1.8722841,0.0358673
10,0.39522347,0.5054203,"('unsympathetic', 'sympathetic')",0.3952235,0.5054203,0.1101968
11,1.4209559,1.5345633,"('unhelpful', 'helpful')",1.4209559,1.5345633,0.1136074
12,-1.2840167,-1.2368659,"('unsupportive', 'supportive')",-1.2840167,-1.2368659,0.0471508
13,-0.39825627,-0.4331944,"('impolite', 'polite')",-0.3982563,-0.4331944,-0.0349381
14,0.08330857,0.08663932,"('antisocial', 'social')",0.0833086,0.0866393,0.0033307
15,-0.005204726,-0.0457258,"('boring', 'funny')",-0.0052047,-0.0457258,-0.0405211
16,-0.24645486,-0.2862997,"('unpopular', 'popular')",-0.2464549,-0.2862997,-0.0398448
17,0.15749472,0.1419728,"('nasty', 'nice')",0.1574947,0.1419728,-0.0155219
18,-0.38762176,-0.49674577,"('disagreeable', 'welcoming')",-0.3876218,-0.4967458,-0.109124
19,-0.25740758,-0.22478428,"('inhospitable', 'hospitable')",-0.2574076,-0.2247843,0.0326233
20,0.64618194,0.6331585,"('rough', 'thoughtful')",0.6461819,0.6331585,-0.0130234
21,-0.18260883,-0.09836678,"('immoral', 'moral')",-0.1826088,-0.0983668,0.084242
22,-0.60924196,-0.6480674,"('untrustworthy', 'trustworthy')",-0.609242,-0.6480674,-0.0388254
23,6.1475134,6.2226663,"('insincere', 'sincere')",6.1475134,6.2226663,0.0751529
24,1.6955574,1.6422215,"('dishonest', 'honest')",1.6955574,1.6422215,-0.0533359
25,1.3019975,1.2180178,"('egoistic', 'altruistic')",1.3019975,1.2180178,-0.0839797
26,1.2308723,1.1279976,"('hardhearted', 'benevolent')",1.2308723,1.1279976,-0.1028747
27,1.5386716,1.4261168,"('hardhearted', 'softhearted')",1.5386716,1.4261168,-0.1125548
28,1.3425052,1.2503551,"('disloyal', 'loyal')",1.3425052,1.2503551,-0.0921501
29,-0.67450505,-0.78378886,"('unfair', 'fair')",-0.6745051,-0.7837889,-0.1092838
30,1.1552808,1.1290654,"('intolerant', 'tolerant')",1.1552808,1.1290654,-0.0262154
31,-0.93604887,-0.9610859,"('evil', 'good')",-0.9360489,-0.9610859,-0.025037
32,1.3110884,1.235528,"('unkind', 'kind')",1.3110884,1.235528,-0.0755604
33,0.10153491,-0.014700159,"('wrong', 'right')",0.1015349,-0.0147002,-0.1162351
34,4.8932753,5.009431,"('mean', 'honorable')",4.8932753,5.0094309,0.1161556
35,-0.28640646,-0.49912187,"('corrupt', 'incorrupt')",-0.2864065,-0.4991219,-0.2127154
36,0.15953586,0.012551941,"('hostile', 'amicable')",0.1595359,0.0125519,-0.146984
37,0.47306812,0.52237093,"('fake', 'genuine')",0.4730681,0.5223709,0.0493028
38,0.4270892,0.38333574,"('untruthful', 'truthful')",0.4270892,0.3833357,-0.0437535
39,0.970889,0.93628114,"('exploitative', 'cooperative')",0.970889,0.9362811,-0.0346079
40,-1.2139757,-1.3947717,"('stingy', 'generous')",-1.2139757,-1.3947717,-0.180796
41,0.9106251,0.77678716,"('unforgiving', 'forgiving')",0.9106251,0.7767872,-0.1338379
42,-3.0088122,-2.9720235,"('unreliable', 'reliable')",-3.0088122,-2.9720235,0.0367887
43,0.43388385,0.4888866,"('irresponsible', 'responsible')",0.4338838,0.4888866,0.0550028
44,-1.3852597,-1.3808416,"('prejudiced', 'unprejudiced')",-1.3852597,-1.3808416,0.0044181
45,-0.39472395,-0.39082187,"('incompetent', 'competent')",-0.394724,-0.3908219,0.0039021
46,-1.3917269,-1.3826468,"('uncompetitive', 'competitive')",-1.3917269,-1.3826468,0.0090801
47,5.284334,5.366548,"('stupid', 'smart')",5.2843342,5.3665481,0.0822139
48,0.8177112,0.80308896,"('unintelligent', 'intelligent')",0.8177112,0.803089,-0.0146222
49,0.16185483,0.19408935,"('unable', 'able')",0.1618548,0.1940894,0.0322346
