,air_male,air_female,tuple,products_male,products_female,&_male,&_female,chemicals_male,chemicals_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.3822238,-1.5438147,"('unsociable', 'sociable')",-0.8943974,-0.98939013,0.24363826,0.14855322,-0.1631774,-0.38365602,-0.5863046,-0.7213488,-0.556493,-0.6979313,-0.1414383
1,-0.3468487,-0.37033296,"('unfriendly', 'friendly')",-0.63392586,-0.6323089,-0.20202516,-0.13859108,-0.015889358,-0.106366776,1.7548753,1.6441344,0.1112372,0.0793069,-0.0319303
2,-0.118584484,0.023888985,"('unlikable', 'likable')",-0.5445019,-0.52473074,1.2731308,1.4047805,0.2151241,0.20833209,0.674557,0.72441614,0.2999451,0.3673374,0.0673923
3,-1.4370044,-1.4079026,"('repellent', 'pleasant')",-0.5687484,-0.5135652,-0.28764087,-0.21743952,-0.66920227,-0.6345511,0.020576632,0.06580135,-0.5884038,-0.5415314,0.0468724
4,-0.1395124,-0.22820033,"('disliked', 'liked')",0.5705899,0.5193047,-0.031709377,-0.10531752,0.054628,0.009338936,-4.775719,-4.765736,-0.8643446,-0.9141221,-0.0497775
5,-0.46454784,-0.375705,"('distant', 'outgoing')",0.43290663,0.40284514,0.022824407,0.18024287,-0.42952082,-0.40536645,0.05750034,-0.01961388,-0.0761675,-0.0435195,0.032648
6,-0.22862217,-0.09088545,"('distant', 'open')",0.45358452,0.465826,0.06565208,0.25184438,-1.067199,-1.0102303,0.6057659,0.52200484,-0.0341637,0.0277119,0.0618756
7,0.16222525,0.15852953,"('insensitive', 'sensitive')",-0.8061502,-0.72156227,0.9907485,1.0038674,-0.03492702,-0.08166328,0.7853836,0.8132503,0.219456,0.2344843,0.0150283
8,-0.17857397,-0.1762453,"('unaffectionate', 'affectionate')",-0.7014487,-0.67590463,-0.75478053,-0.67769563,0.06849156,0.02607347,0.58103865,0.47360614,-0.1970546,-0.2060332,-0.0089786
9,0.20304255,0.19383308,"('unaffectionate', 'caring')",-0.20015998,-0.18246533,-0.5496294,-0.47064763,0.3561929,0.3068856,0.923869,0.8779861,0.146663,0.1451184,-0.0015446
10,-1.0118186,-1.0304273,"('unsympathetic', 'sympathetic')",-1.5740749,-1.5296272,-0.48252308,-0.5253379,-0.18480068,-0.3167268,-0.14944,-0.10179223,-0.6805315,-0.7007823,-0.0202508
