,eyelid_male,eyelid_female,tuple,average_male,average_female,female-male
0,-0.13378331,-0.27922702,"('unsociable', 'sociable')",-0.1337833,-0.279227,-0.1454437
1,-0.04020779,-0.12728746,"('unfriendly', 'friendly')",-0.0402078,-0.1272875,-0.0870797
2,-0.036406234,0.021805398,"('unlikable', 'likable')",-0.0364062,0.0218054,0.0582116
3,-0.15334854,-0.039838776,"('repellent', 'pleasant')",-0.1533485,-0.0398388,0.1135097
4,-3.226139,-3.2294822,"('disliked', 'liked')",-3.2261391,-3.2294822,-0.0033431
5,-1.0560373,-0.9884122,"('distant', 'outgoing')",-1.0560373,-0.9884122,0.0676251
6,-0.96718353,-0.9088222,"('distant', 'open')",-0.9671835,-0.9088222,0.0583613
7,0.34124056,0.39128983,"('insensitive', 'sensitive')",0.3412406,0.3912898,0.0500492
8,-0.16461636,-0.1682477,"('unaffectionate', 'affectionate')",-0.1646164,-0.1682477,-0.0036313
9,0.2692689,0.23400265,"('unaffectionate', 'caring')",0.2692689,0.2340026,-0.0352663
10,0.18023098,0.18376279,"('unsympathetic', 'sympathetic')",0.180231,0.1837628,0.0035318
11,1.2712964,1.3465607,"('unhelpful', 'helpful')",1.2712964,1.3465607,0.0752643
12,-0.7106743,-0.68594253,"('unsupportive', 'supportive')",-0.7106743,-0.6859425,0.0247318
13,0.43596926,0.23848686,"('impolite', 'polite')",0.4359693,0.2384869,-0.1974824
14,0.17449392,0.11891917,"('antisocial', 'social')",0.1744939,0.1189192,-0.0555747
15,0.3504686,0.23751484,"('boring', 'funny')",0.3504686,0.2375148,-0.1129538
16,-0.6638341,-0.67780447,"('unpopular', 'popular')",-0.6638341,-0.6778045,-0.0139704
17,-0.6936741,-0.6238053,"('nasty', 'nice')",-0.6936741,-0.6238053,0.0698688
18,-0.60412157,-0.6427455,"('disagreeable', 'welcoming')",-0.6041216,-0.6427455,-0.0386239
19,-1.265275,-1.1259784,"('inhospitable', 'hospitable')",-1.265275,-1.1259784,0.1392966
20,0.7767689,0.71699363,"('rough', 'thoughtful')",0.7767689,0.7169936,-0.0597753
