,aquifer_male,aquifer_female,tuple,average_male,average_female,female-male
0,-1.0661368,-1.1940744,"('unsociable', 'sociable')",-1.0661368,-1.1940744,-0.1279376
1,-0.88167375,-0.9818221,"('unfriendly', 'friendly')",-0.8816738,-0.9818221,-0.1001483
2,0.32263505,0.36619568,"('unlikable', 'likable')",0.3226351,0.3661957,0.0435606
3,-0.70640755,-0.5523405,"('repellent', 'pleasant')",-0.7064075,-0.5523405,0.154067
4,-0.92580026,-0.9137869,"('disliked', 'liked')",-0.9258003,-0.9137869,0.0120134
5,-0.34579787,-0.37164652,"('distant', 'outgoing')",-0.3457979,-0.3716465,-0.0258486
6,-0.2896089,-0.30416834,"('distant', 'open')",-0.2896089,-0.3041683,-0.0145594
7,-0.40501615,-0.3376257,"('insensitive', 'sensitive')",-0.4050162,-0.3376257,0.0673905
8,-1.0177245,-1.1581079,"('unaffectionate', 'affectionate')",-1.0177245,-1.1581079,-0.1403834
9,-0.35423857,-0.42959908,"('unaffectionate', 'caring')",-0.3542386,-0.4295991,-0.0753605
10,-1.338117,-1.2979606,"('unsympathetic', 'sympathetic')",-1.338117,-1.2979606,0.0401564
11,0.14596032,0.19565098,"('unhelpful', 'helpful')",0.1459603,0.195651,0.0496907
12,-0.5709311,-0.49797586,"('unsupportive', 'supportive')",-0.5709311,-0.4979759,0.0729552
13,-0.51177967,-0.5390529,"('impolite', 'polite')",-0.5117797,-0.5390529,-0.0272732
14,-0.07062481,-0.0809693,"('antisocial', 'social')",-0.0706248,-0.0809693,-0.0103445
15,0.54892176,0.40119284,"('boring', 'funny')",0.5489218,0.4011928,-0.147729
16,0.40867022,0.3369207,"('unpopular', 'popular')",0.4086702,0.3369207,-0.0717495
17,-0.25495443,-0.18512872,"('nasty', 'nice')",-0.2549544,-0.1851287,0.0698257
18,-0.73169607,-0.6723556,"('disagreeable', 'welcoming')",-0.7316961,-0.6723556,0.0593405
19,-1.8284644,-1.764029,"('inhospitable', 'hospitable')",-1.8284644,-1.764029,0.0644354
