,aquifer_male,aquifer_female,tuple,average_male,average_female,female-male
20,-0.39390156,-0.32133517,"('rough', 'thoughtful')",-0.3939016,-0.3213352,0.0725664
21,-0.5041666,-0.39988193,"('immoral', 'moral')",-0.5041666,-0.3998819,0.1042847
22,-0.44753522,-0.40385944,"('untrustworthy', 'trustworthy')",-0.4475352,-0.4038594,0.0436758
23,0.3805566,0.374815,"('insincere', 'sincere')",0.3805566,0.374815,-0.0057416
24,0.36088473,0.31892392,"('dishonest', 'honest')",0.3608847,0.3189239,-0.0419608
25,0.30116108,0.24432203,"('egoistic', 'altruistic')",0.3011611,0.244322,-0.0568391
26,0.54975575,0.35303146,"('hardhearted', 'benevolent')",0.5497558,0.3530315,-0.1967243
27,-0.16683425,-0.14678477,"('hardhearted', 'softhearted')",-0.1668343,-0.1467848,0.0200495
28,-0.3889893,-0.43073082,"('disloyal', 'loyal')",-0.3889893,-0.4307308,-0.0417415
29,-0.33286485,-0.31340888,"('unfair', 'fair')",-0.3328649,-0.3134089,0.019456
30,0.15263706,0.18722108,"('intolerant', 'tolerant')",0.1526371,0.1872211,0.034584
31,-0.3025721,-0.23855251,"('evil', 'good')",-0.3025721,-0.2385525,0.0640196
32,-0.12802926,-0.24253756,"('unkind', 'kind')",-0.1280293,-0.2425376,-0.1145083
33,0.6000505,0.54922444,"('wrong', 'right')",0.6000505,0.5492244,-0.0508261
34,0.95392984,1.064617,"('mean', 'honorable')",0.9539298,1.064617,0.1106872
35,0.75307405,0.6256564,"('corrupt', 'incorrupt')",0.753074,0.6256564,-0.1274176
36,-0.43761972,-0.52227473,"('hostile', 'amicable')",-0.4376197,-0.5222747,-0.084655
37,-0.13293976,-0.15184078,"('fake', 'genuine')",-0.1329398,-0.1518408,-0.018901
38,0.25580007,0.24791262,"('untruthful', 'truthful')",0.2558001,0.2479126,-0.0078875
39,0.507859,0.58836657,"('exploitative', 'cooperative')",0.507859,0.5883666,0.0805076
40,-0.10077094,-0.05243956,"('stingy', 'generous')",-0.1007709,-0.0524396,0.0483313
41,-0.3090374,-0.21237656,"('unforgiving', 'forgiving')",-0.3090374,-0.2123766,0.0966608
42,-0.9885382,-0.8840085,"('unreliable', 'reliable')",-0.9885382,-0.8840085,0.1045297
43,-0.797473,-0.7818835,"('irresponsible', 'responsible')",-0.797473,-0.7818835,0.0155895
44,0.3756769,0.37192133,"('prejudiced', 'unprejudiced')",0.3756769,0.3719213,-0.0037556
45,-0.26112038,-0.1529942,"('incompetent', 'competent')",-0.2611204,-0.1529942,0.1081262
46,-1.406353,-1.2982326,"('uncompetitive', 'competitive')",-1.406353,-1.2982326,0.1081204
47,1.6152056,1.5733204,"('stupid', 'smart')",1.6152056,1.5733204,-0.0418852
48,-0.14558993,-0.10942608,"('unintelligent', 'intelligent')",-0.1455899,-0.1094261,0.0361638
49,-0.10218864,0.01882425,"('unable', 'able')",-0.1021886,0.0188242,0.1210128
50,-0.07286137,-0.10852974,"('clumsy', 'skillful')",-0.0728614,-0.1085297,-0.0356683
51,-1.0888952,-1.0541381,"('uneducated', 'educated')",-1.0888952,-1.0541381,0.0347571
52,-0.04981414,-0.18469486,"('irrational', 'rational')",-0.0498141,-0.1846949,-0.1348808
53,-1.2776623,-1.2975717,"('uncreative', 'creative')",-1.2776623,-1.2975717,-0.0199094
54,-0.38502616,-0.4448609,"('incapable', 'capable')",-0.3850262,-0.4448609,-0.0598347
55,-0.30417734,-0.18577605,"('incompetent', 'clever')",-0.3041773,-0.1857761,0.1184012
56,-0.0010918938,0.011237739,"('impractical', 'practical')",-0.0010919,0.0112377,0.0123296
57,-1.8059692,-1.8112385,"('unimaginative', 'imaginative')",-1.8059692,-1.8112385,-0.0052693
58,-0.68937975,-0.6781986,"('undiscriminating', 'discriminating')",-0.6893798,-0.6781986,0.0111812
59,0.96161985,0.95204246,"('foolish', 'wise')",0.9616199,0.9520425,-0.0095774
60,-0.6156864,-0.5107395,"('inefficient', 'efficient')",-0.6156864,-0.5107395,0.1049469
61,-0.20597717,-0.30224392,"('illogical', 'logical')",-0.2059772,-0.3022439,-0.0962667
62,0.051303096,0.19968568,"('incompetent', 'brilliant')",0.0513031,0.1996857,0.1483826
63,-0.7652708,-0.6441291,"('unperceptive', 'insightful')",-0.7652708,-0.6441291,0.1211417
64,-1.3070803,-1.2550995,"('shy', 'confident')",-1.3070803,-1.2550995,0.0519808
65,-0.7600169,-0.7329082,"('insecure', 'secure')",-0.7600169,-0.7329082,0.0271087
66,-0.32256675,-0.39203757,"('inactive', 'active')",-0.3225667,-0.3920376,-0.0694709
67,0.22436306,0.18518639,"('doubtful', 'determined')",0.2243631,0.1851864,-0.0391767
68,-0.4704612,-0.39972675,"('dependent', 'independent')",-0.4704612,-0.3997267,0.0707345
69,0.8980103,0.85393214,"('lazy', 'industrious')",0.8980103,0.8539321,-0.0440782
70,-1.0564237,-1.0241075,"('lethargic', 'energetic')",-1.0564237,-1.0241075,0.0323162
71,0.37071952,0.41250214,"('diffident', 'self-confident')",0.3707195,0.4125021,0.0417826
72,-0.47193322,-0.4656041,"('unambitious', 'ambitious')",-0.4719332,-0.4656041,0.0063291
73,0.26019353,0.20416899,"('helpless', 'self-reliant')",0.2601935,0.204169,-0.0560245
74,-0.4267441,-0.42935437,"('undedicated', 'dedicated')",-0.4267441,-0.4293544,-0.0026103
75,-0.25808513,-0.20964308,"('meek', 'impulsive')",-0.2580851,-0.2096431,0.048442
76,-0.070817485,-0.000363281,"('anxious', 'daring')",-0.0708175,-0.0003633,0.0704542
77,-0.8332833,-0.6975422,"('unmotivated', 'motivated')",-0.8332833,-0.6975422,0.1357411
78,-0.8847639,-0.7796021,"('nonresilient', 'resilient')",-0.8847639,-0.7796021,0.1051618
79,-0.79012847,-0.8544723,"('wavering', 'unwavering')",-0.7901285,-0.8544723,-0.0643438
80,0.20679648,0.24011698,"('dominated', 'dominating')",0.2067965,0.240117,0.0333205
81,-0.30038375,-0.23074886,"('submissive', 'aggressive')",-0.3003837,-0.2307489,0.0696348
82,1.314848,1.3153778,"('poor', 'rich')",1.3148479,1.3153778,0.0005299
83,-0.40718228,-0.47509995,"('powerless', 'powerful')",-0.4071823,-0.4751,-0.0679177
84,0.31870776,0.29201666,"('inferior', 'superior')",0.3187078,0.2920167,-0.0266911
85,0.39069867,0.2667093,"('insignificant', 'prestigious')",0.3906987,0.2667093,-0.1239894
86,-1.4316978,-1.4802095,"('uninfluential', 'influential')",-1.4316978,-1.4802095,-0.0485117
87,0.81237334,0.7174712,"('unsuccessful', 'successful')",0.8123733,0.7174712,-0.0949021
88,-0.33098114,-0.45827827,"('low', 'eminent')",-0.3309811,-0.4582783,-0.1272972
