,molex_male,molex_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.38898897,-0.6876203,"('unsociable', 'sociable')",-0.28436258,-0.5436703,-0.3366758,-0.6156453,-0.2789695
1,-1.0960687,-1.1122583,"('unfriendly', 'friendly')",1.655551,1.5953169,0.2797411,0.2415293,-0.0382118
2,-0.3451649,-0.4895762,"('unlikable', 'likable')",0.56692964,0.5384261,0.1108824,0.024425,-0.0864574
3,0.08734001,0.09636414,"('repellent', 'pleasant')",0.04586237,0.070547074,0.0666012,0.0834556,0.0168544
4,-0.62075865,-0.6528555,"('disliked', 'liked')",-5.9160156,-5.9545703,-3.2683871,-3.3037128,-0.0353257
5,-1.8085148,-1.5551975,"('distant', 'outgoing')",-0.27996042,-0.100552894,-1.0442376,-0.8278752,0.2163624
6,-2.0620103,-1.8049972,"('distant', 'open')",-0.052655734,0.1288963,-1.057333,-0.8380505,0.2192825
7,-0.16586584,-0.17427391,"('insensitive', 'sensitive')",0.23588832,0.3436888,0.0350112,0.0847074,0.0496962
8,-1.4396139,-1.4551766,"('unaffectionate', 'affectionate')",0.7589203,0.74166816,-0.3403468,-0.3567542,-0.0164074
9,-1.4507494,-1.4809594,"('unaffectionate', 'caring')",0.9137193,0.94332457,-0.2685151,-0.2688174,-0.0003023
10,-0.09113523,-0.3505727,"('unsympathetic', 'sympathetic')",-0.7695743,-0.8940495,-0.4303548,-0.6223111,-0.1919563
11,0.4497514,0.35093984,"('unhelpful', 'helpful')",1.5191082,1.5753801,0.9844298,0.96316,-0.0212698
12,-0.19665527,-0.18220238,"('unsupportive', 'supportive')",-1.9276628,-1.8492573,-1.0621591,-1.0157299,0.0464292
13,0.10092429,-0.14209625,"('impolite', 'polite')",-0.62264955,-0.68303794,-0.2608626,-0.4125671,-0.1517045
14,0.57006055,0.37322685,"('antisocial', 'social')",-0.25261936,-0.4751074,0.1587206,-0.0509403,-0.2096609
15,-0.18346962,-0.2866334,"('boring', 'funny')",0.70911825,0.66307294,0.2628243,0.1882198,-0.0746045
16,-0.8869418,-0.91747475,"('unpopular', 'popular')",0.47692782,0.54667693,-0.205007,-0.1853989,0.0196081
17,-0.21724583,-0.16553357,"('nasty', 'nice')",-0.35364228,-0.3111532,-0.2854441,-0.2383434,0.0471007
18,-0.64627177,-0.65666115,"('disagreeable', 'welcoming')",-0.30686784,-0.3170685,-0.4765698,-0.4868648,-0.010295
19,-1.3666153,-1.2901601,"('inhospitable', 'hospitable')",-0.11142785,0.0010710713,-0.7390216,-0.6445445,0.0944771
20,0.5295906,0.47277918,"('rough', 'thoughtful')",0.9940185,0.8886529,0.7618046,0.680716,-0.0810886
21,0.49900347,0.1558114,"('immoral', 'moral')",-0.49618796,-0.6708645,0.0014078,-0.2575266,-0.2589344
22,0.64870036,0.5061432,"('untrustworthy', 'trustworthy')",-0.54472077,-0.6560411,0.0519898,-0.0749489,-0.1269387
23,-0.1395692,-0.29410213,"('insincere', 'sincere')",5.37744,5.4205656,2.6189353,2.5632317,-0.0557036
24,-0.7396778,-0.8318841,"('dishonest', 'honest')",0.47012064,0.41587466,-0.1347786,-0.2080047,-0.0732261
25,-0.8294175,-0.77701104,"('egoistic', 'altruistic')",1.6212213,1.6350374,0.3959019,0.4290132,0.0331113
26,-0.23987256,-0.36513266,"('hardhearted', 'benevolent')",1.7743335,1.5322886,0.7672305,0.5835779,-0.1836526
27,-0.1370161,-0.0019484702,"('hardhearted', 'softhearted')",1.1903582,1.2233005,0.5266711,0.610676,0.0840049
28,-0.84520596,-0.95931137,"('disloyal', 'loyal')",0.93878245,0.78020394,0.0467882,-0.0895537,-0.1363419
29,-0.46509594,-0.42487586,"('unfair', 'fair')",-0.4070832,-0.55267787,-0.4360896,-0.4887769,-0.0526873
30,1.3259971,1.0948502,"('intolerant', 'tolerant')",1.3284016,1.2170954,1.3271993,1.1559727,-0.1712266
31,-1.6299258,-1.397148,"('evil', 'good')",-0.7929327,-0.7877353,-1.2114292,-1.0924417,0.1189875
32,-0.24912745,-0.48635042,"('unkind', 'kind')",0.97793174,0.7255045,0.3644021,0.1195771,-0.244825
33,-0.30895588,-0.38171637,"('wrong', 'right')",-0.38149786,-0.41451,-0.3452269,-0.3981132,-0.0528863
34,-0.39577648,-0.34487945,"('mean', 'honorable')",5.69454,5.9090548,2.6493819,2.7820876,0.1327057
35,-1.0514195,-0.933036,"('corrupt', 'incorrupt')",-0.069881886,-0.13787213,-0.5606507,-0.5354541,0.0251966
36,-1.6116637,-1.5486803,"('hostile', 'amicable')",0.3585552,0.12888724,-0.6265543,-0.7098966,-0.0833423
37,-0.61878574,-0.68667334,"('fake', 'genuine')",0.18547289,0.23895434,-0.2166564,-0.2238595,-0.0072031
38,-0.46174818,-0.49418083,"('untruthful', 'truthful')",-0.15560962,-0.09010729,-0.3086789,-0.2921441,0.0165348
39,0.5431633,0.45162237,"('exploitative', 'cooperative')",0.19980653,0.087782666,0.3714849,0.2697025,-0.1017824
40,-0.45336738,-0.4918288,"('stingy', 'generous')",-1.4256601,-1.4105316,-0.9395137,-0.9511802,-0.0116665
41,-0.010312472,-0.13781811,"('unforgiving', 'forgiving')",0.13205932,-0.065243214,0.0608734,-0.1015307,-0.1624041
42,-0.040246263,-0.10457036,"('unreliable', 'reliable')",-3.3832698,-3.3081157,-1.711758,-1.7063431,0.0054149
43,-0.033411697,-0.13644797,"('irresponsible', 'responsible')",0.23785917,0.17652223,0.1022237,0.0200371,-0.0821866
44,-0.03776268,-0.14189823,"('prejudiced', 'unprejudiced')",-1.4647573,-1.507197,-0.75126,-0.8245476,-0.0732876
45,-0.28167003,-0.4101308,"('incompetent', 'competent')",-0.23938198,-0.31892622,-0.260526,-0.3645285,-0.1040025
46,-0.095874414,-0.32074845,"('uncompetitive', 'competitive')",-0.6353872,-0.77985317,-0.3656308,-0.5503008,-0.18467
47,0.14409474,0.24171832,"('stupid', 'smart')",5.078026,5.2953587,2.6110604,2.7685385,0.1574781
48,0.5849806,0.441629,"('unintelligent', 'intelligent')",0.68133456,0.6065851,0.6331576,0.524107,-0.1090506
49,0.023293676,0.09255645,"('unable', 'able')",0.05787778,0.23061678,0.0405857,0.1615866,0.1210009
