,plier_male,plier_female,tuple,average_male,average_female,female-male
21,0.5673123,0.56031466,"('immoral', 'moral')",0.5673123,0.5603147,-0.0069976
22,-0.31626326,-0.34944695,"('untrustworthy', 'trustworthy')",-0.3162633,-0.349447,-0.0331837
23,2.747206,2.7006273,"('insincere', 'sincere')",2.747206,2.7006273,-0.0465787
24,0.07396196,-0.006647475,"('dishonest', 'honest')",0.073962,-0.0066475,-0.0806095
25,0.14069854,0.111304626,"('egoistic', 'altruistic')",0.1406985,0.1113046,-0.0293939
26,0.23966536,0.22142342,"('hardhearted', 'benevolent')",0.2396654,0.2214234,-0.018242
27,0.07546689,-0.01784884,"('hardhearted', 'softhearted')",0.0754669,-0.0178488,-0.0933157
28,0.84431165,0.79367864,"('disloyal', 'loyal')",0.8443117,0.7936786,-0.0506331
29,-0.35793626,-0.4379251,"('unfair', 'fair')",-0.3579363,-0.4379251,-0.0799888
30,0.89320326,0.82627344,"('intolerant', 'tolerant')",0.8932033,0.8262734,-0.0669299
31,-1.5591335,-1.4356583,"('evil', 'good')",-1.5591335,-1.4356583,0.1234752
32,0.53463304,0.42108154,"('unkind', 'kind')",0.534633,0.4210815,-0.1135515
33,-0.06113461,-0.10752227,"('wrong', 'right')",-0.0611346,-0.1075223,-0.0463877
34,2.107184,2.221714,"('mean', 'honorable')",2.1071839,2.221714,0.1145301
35,-0.37002817,-0.4442595,"('corrupt', 'incorrupt')",-0.3700282,-0.4442595,-0.0742313
36,-1.1882275,-1.1820482,"('hostile', 'amicable')",-1.1882275,-1.1820482,0.0061793
37,0.6006531,0.5685948,"('fake', 'genuine')",0.6006531,0.5685948,-0.0320583
38,0.016856208,0.047390636,"('untruthful', 'truthful')",0.0168562,0.0473906,0.0305344
39,0.59966356,0.58919054,"('exploitative', 'cooperative')",0.5996636,0.5891905,-0.0104731
40,-1.2992487,-1.3218956,"('stingy', 'generous')",-1.2992487,-1.3218956,-0.0226469
41,0.61147547,0.6488194,"('unforgiving', 'forgiving')",0.6114755,0.6488194,0.0373439
42,-1.1098489,-1.1397538,"('unreliable', 'reliable')",-1.1098489,-1.1397538,-0.0299049
43,0.25530285,0.24284305,"('irresponsible', 'responsible')",0.2553028,0.242843,-0.0124598
44,-0.3944226,-0.45326054,"('prejudiced', 'unprejudiced')",-0.3944226,-0.4532605,-0.0588379
45,0.070919186,0.13066146,"('incompetent', 'competent')",0.0709192,0.1306615,0.0597423
46,-0.46320197,-0.43871382,"('uncompetitive', 'competitive')",-0.463202,-0.4387138,0.0244882
47,2.4531102,2.4903772,"('stupid', 'smart')",2.4531102,2.4903772,0.037267
48,0.17907621,0.21519391,"('unintelligent', 'intelligent')",0.1790762,0.2151939,0.0361177
49,-0.07844657,-0.0014956445,"('unable', 'able')",-0.0784466,-0.0014956,0.076951
50,0.076355554,0.01439786,"('clumsy', 'skillful')",0.0763556,0.0143979,-0.0619577
51,-0.2028036,-0.26238754,"('uneducated', 'educated')",-0.2028036,-0.2623875,-0.0595839
52,-0.56862897,-0.67285717,"('irrational', 'rational')",-0.568629,-0.6728572,-0.1042282
53,-1.2527279,-1.299474,"('uncreative', 'creative')",-1.2527279,-1.299474,-0.0467461
54,0.017466027,-0.007314235,"('incapable', 'capable')",0.017466,-0.0073142,-0.0247802
55,0.71588224,0.756253,"('incompetent', 'clever')",0.7158822,0.756253,0.0403708
56,1.4366124,1.4379499,"('impractical', 'practical')",1.4366124,1.4379499,0.0013375
57,-1.6189055,-1.6135648,"('unimaginative', 'imaginative')",-1.6189055,-1.6135648,0.0053407
58,-0.03790763,-0.009319313,"('undiscriminating', 'discriminating')",-0.0379076,-0.0093193,0.0285883
59,-0.1791874,-0.20126104,"('foolish', 'wise')",-0.1791874,-0.201261,-0.0220736
60,1.258331,1.2791706,"('inefficient', 'efficient')",1.2583309,1.2791706,0.0208397
61,-0.17319973,-0.26536256,"('illogical', 'logical')",-0.1731997,-0.2653626,-0.0921629
62,0.6373399,0.71079934,"('incompetent', 'brilliant')",0.6373399,0.7107993,0.0734594
63,-0.10073571,-0.034564823,"('unperceptive', 'insightful')",-0.1007357,-0.0345648,0.0661709
64,-2.933253,-2.9438615,"('shy', 'confident')",-2.933253,-2.9438615,-0.0106085
65,0.28041613,0.23030701,"('insecure', 'secure')",0.2804161,0.230307,-0.0501091
66,-1.0459527,-1.0873766,"('inactive', 'active')",-1.0459527,-1.0873766,-0.0414239
67,0.71200067,0.6667482,"('doubtful', 'determined')",0.7120007,0.6667482,-0.0452525
68,-0.72305465,-0.7397468,"('dependent', 'independent')",-0.7230546,-0.7397468,-0.0166922
69,0.07454139,0.099753946,"('lazy', 'industrious')",0.0745414,0.0997539,0.0252125
70,0.12828968,0.08141698,"('lethargic', 'energetic')",0.1282897,0.081417,-0.0468727
71,-0.3635046,-0.2835296,"('diffident', 'self-confident')",-0.3635046,-0.2835296,0.079975
72,-0.04674344,-0.06524504,"('unambitious', 'ambitious')",-0.0467434,-0.065245,-0.0185016
73,-0.9743232,-1.0237658,"('helpless', 'self-reliant')",-0.9743232,-1.0237658,-0.0494426
74,0.63328,0.59140617,"('undedicated', 'dedicated')",0.63328,0.5914062,-0.0418738
75,-0.6287202,-0.63293004,"('meek', 'impulsive')",-0.6287202,-0.63293,-0.0042098
76,0.19517352,0.21466446,"('anxious', 'daring')",0.1951735,0.2146645,0.019491
77,-0.5680309,-0.42830002,"('unmotivated', 'motivated')",-0.5680309,-0.4283,0.1397309
78,-0.38016662,-0.29166043,"('nonresilient', 'resilient')",-0.3801666,-0.2916604,0.0885062
79,-0.97832453,-0.96344566,"('wavering', 'unwavering')",-0.9783245,-0.9634457,0.0148788
80,0.40761733,0.37906623,"('dominated', 'dominating')",0.4076173,0.3790662,-0.0285511
81,0.457095,0.47196835,"('submissive', 'aggressive')",0.457095,0.4719684,0.0148734
82,2.3027983,2.2944546,"('poor', 'rich')",2.3027983,2.2944546,-0.0083437
83,-0.17325251,-0.13060796,"('powerless', 'powerful')",-0.1732525,-0.130608,0.0426445
84,0.7106953,0.6432329,"('inferior', 'superior')",0.7106953,0.6432329,-0.0674624
85,-0.53050226,-0.5348027,"('insignificant', 'prestigious')",-0.5305023,-0.5348027,-0.0043004
86,-0.46968886,-0.5063659,"('uninfluential', 'influential')",-0.4696889,-0.5063659,-0.036677
87,0.29935974,0.27511168,"('unsuccessful', 'successful')",0.2993597,0.2751117,-0.024248
88,-0.41904432,-0.474679,"('low', 'eminent')",-0.4190443,-0.474679,-0.0556347
