,action_male,action_female,tuple,average_male,average_female,female-male
0,0.020237591,-0.023467302,"('unsociable', 'sociable')",0.0202376,-0.0234673,-0.0437049
1,0.8814798,0.8833732,"('unfriendly', 'friendly')",0.8814798,0.8833732,0.0018934
2,0.16104442,0.16763645,"('unlikable', 'likable')",0.1610444,0.1676365,0.0065921
3,0.22244726,0.25175685,"('repellent', 'pleasant')",0.2224473,0.2517568,0.0293095
4,-7.459928,-7.486756,"('disliked', 'liked')",-7.459928,-7.4867558,-0.0268278
5,-0.69681895,-0.67467284,"('distant', 'outgoing')",-0.6968189,-0.6746728,0.0221461
6,-0.018723257,-0.013228577,"('distant', 'open')",-0.0187233,-0.0132286,0.0054947
7,1.0255008,1.0309911,"('insensitive', 'sensitive')",1.0255008,1.0309911,0.0054903
8,1.0495065,0.99027437,"('unaffectionate', 'affectionate')",1.0495065,0.9902744,-0.0592321
9,1.8527535,1.8689927,"('unaffectionate', 'caring')",1.8527535,1.8689927,0.0162392
10,1.1151172,1.1415504,"('unsympathetic', 'sympathetic')",1.1151172,1.1415504,0.0264332
11,2.2427826,2.316347,"('unhelpful', 'helpful')",2.2427826,2.3163469,0.0735643
12,-1.9238316,-1.9061016,"('unsupportive', 'supportive')",-1.9238316,-1.9061016,0.01773
13,-0.5268108,-0.5349599,"('impolite', 'polite')",-0.5268108,-0.5349599,-0.0081491
14,0.26974562,0.21479501,"('antisocial', 'social')",0.2697456,0.214795,-0.0549506
15,0.6246238,0.5937945,"('boring', 'funny')",0.6246238,0.5937945,-0.0308293
16,-0.9702024,-0.9661129,"('unpopular', 'popular')",-0.9702024,-0.9661129,0.0040895
17,-0.5273728,-0.5569937,"('nasty', 'nice')",-0.5273728,-0.5569937,-0.0296209
18,-0.85791177,-0.95713687,"('disagreeable', 'welcoming')",-0.8579118,-0.9571369,-0.0992251
19,-0.47785679,-0.4461045,"('inhospitable', 'hospitable')",-0.4778568,-0.4461045,0.0317523
20,0.9517555,0.8810291,"('rough', 'thoughtful')",0.9517555,0.8810291,-0.0707264
21,0.08302387,0.13149129,"('immoral', 'moral')",0.0830239,0.1314913,0.0484674
22,-0.2549271,-0.2670545,"('untrustworthy', 'trustworthy')",-0.2549271,-0.2670545,-0.0121274
23,6.7839375,6.800548,"('insincere', 'sincere')",6.7839375,6.8005481,0.0166106
24,1.733755,1.6348039,"('dishonest', 'honest')",1.733755,1.6348039,-0.0989511
25,0.35764945,0.30030107,"('egoistic', 'altruistic')",0.3576494,0.3003011,-0.0573483
26,1.0533439,1.0541197,"('hardhearted', 'benevolent')",1.0533439,1.0541197,0.0007758
