,hurry_male,hurry_female,tuple,average_male,average_female,female-male
0,0.33970222,0.35952574,"('unsociable', 'sociable')",0.3397022,0.3595257,0.0198235
1,1.6290028,1.6253141,"('unfriendly', 'friendly')",1.6290028,1.6253141,-0.0036887
2,0.30560768,0.3610556,"('unlikable', 'likable')",0.3056077,0.3610556,0.0554479
3,1.3496679,1.3743951,"('repellent', 'pleasant')",1.3496679,1.3743951,0.0247272
4,-6.960997,-6.997984,"('disliked', 'liked')",-6.9609971,-6.9979839,-0.0369868
5,0.09721792,0.23866984,"('distant', 'outgoing')",0.0972179,0.2386698,0.1414519
6,0.35550532,0.46751723,"('distant', 'open')",0.3555053,0.4675172,0.1120119
7,1.5770411,1.735061,"('insensitive', 'sensitive')",1.5770411,1.735061,0.1580199
8,1.0174538,1.0512908,"('unaffectionate', 'affectionate')",1.0174538,1.0512908,0.033837
9,1.5532372,1.6850712,"('unaffectionate', 'caring')",1.5532372,1.6850712,0.131834
10,1.2227497,1.3832593,"('unsympathetic', 'sympathetic')",1.2227497,1.3832593,0.1605096
11,2.1310825,2.301918,"('unhelpful', 'helpful')",2.1310825,2.301918,0.1708355
12,-1.1444292,-0.8515809,"('unsupportive', 'supportive')",-1.1444292,-0.8515809,0.2928483
13,0.382568,0.26040864,"('impolite', 'polite')",0.382568,0.2604086,-0.1221594
14,0.08081382,0.04464709,"('antisocial', 'social')",0.0808138,0.0446471,-0.0361667
15,0.45082355,0.4143585,"('boring', 'funny')",0.4508235,0.4143585,-0.036465
16,-0.4458351,-0.40175483,"('unpopular', 'popular')",-0.4458351,-0.4017548,0.0440803
17,-0.06679345,-0.047435515,"('nasty', 'nice')",-0.0667934,-0.0474355,0.0193579
18,-0.19579561,-0.19541487,"('disagreeable', 'welcoming')",-0.1957956,-0.1954149,0.0003807
19,-0.24853155,-0.024173336,"('inhospitable', 'hospitable')",-0.2485316,-0.0241733,0.2243583
20,0.5900174,0.5519103,"('rough', 'thoughtful')",0.5900174,0.5519103,-0.0381071
21,0.28464466,0.47836798,"('immoral', 'moral')",0.2846447,0.478368,0.1937233
22,-0.017869992,0.027381005,"('untrustworthy', 'trustworthy')",-0.01787,0.027381,0.045251
23,6.844072,7.0312243,"('insincere', 'sincere')",6.8440719,7.0312243,0.1871524
24,2.0654025,2.355608,"('dishonest', 'honest')",2.0654025,2.355608,0.2902055
25,0.9208003,0.7546641,"('egoistic', 'altruistic')",0.9208003,0.7546641,-0.1661362
26,0.4365402,0.24150422,"('hardhearted', 'benevolent')",0.4365402,0.2415042,-0.195036
27,1.8982601,1.7807229,"('hardhearted', 'softhearted')",1.8982601,1.7807229,-0.1175372
28,1.1955312,1.174868,"('disloyal', 'loyal')",1.1955312,1.174868,-0.0206632
29,-0.64499766,-0.63555497,"('unfair', 'fair')",-0.6449977,-0.635555,0.0094427
30,0.83663756,0.9023678,"('intolerant', 'tolerant')",0.8366376,0.9023678,0.0657302
31,-1.5017244,-1.5067489,"('evil', 'good')",-1.5017244,-1.5067489,-0.0050245
32,1.5985683,1.5618523,"('unkind', 'kind')",1.5985683,1.5618523,-0.036716
33,-0.037510015,0.06797402,"('wrong', 'right')",-0.03751,0.067974,0.105484
34,4.6862144,4.904045,"('mean', 'honorable')",4.6862144,4.9040451,0.2178307
35,-1.1948154,-1.2323244,"('corrupt', 'incorrupt')",-1.1948154,-1.2323244,-0.037509
36,-1.2940608,-1.4388559,"('hostile', 'amicable')",-1.2940608,-1.4388559,-0.1447951
37,1.1433173,1.121222,"('fake', 'genuine')",1.1433173,1.121222,-0.0220953
38,0.030784033,0.18360299,"('untruthful', 'truthful')",0.030784,0.183603,0.152819
39,0.28518832,0.3658394,"('exploitative', 'cooperative')",0.2851883,0.3658394,0.0806511
40,-0.62685996,-0.73725873,"('stingy', 'generous')",-0.62686,-0.7372587,-0.1103987
41,-0.0038952231,-0.06860021,"('unforgiving', 'forgiving')",-0.0038952,-0.0686002,-0.064705
42,-2.049389,-2.0641675,"('unreliable', 'reliable')",-2.0493889,-2.0641675,-0.0147786
43,1.1398778,1.3393188,"('irresponsible', 'responsible')",1.1398778,1.3393188,0.199441
44,-1.5566038,-1.8316424,"('prejudiced', 'unprejudiced')",-1.5566038,-1.8316424,-0.2750386
45,0.5337615,0.61775935,"('incompetent', 'competent')",0.5337615,0.6177593,0.0839978
46,-0.45835018,-0.3414663,"('uncompetitive', 'competitive')",-0.4583502,-0.3414663,0.1168839
47,5.193391,5.4175963,"('stupid', 'smart')",5.1933908,5.4175963,0.2242055
48,0.585882,0.65971047,"('unintelligent', 'intelligent')",0.585882,0.6597105,0.0738285
49,0.1625019,0.39009792,"('unable', 'able')",0.1625019,0.3900979,0.227596
50,-0.110768445,-0.05255357,"('clumsy', 'skillful')",-0.1107684,-0.0525536,0.0582148
51,1.3297125,1.338888,"('uneducated', 'educated')",1.3297125,1.338888,0.0091755
52,-0.31509316,-0.34652597,"('irrational', 'rational')",-0.3150932,-0.346526,-0.0314328
